날짜,리그,팀,상대,득점,실점,승리,장소,시기
2019-08-31,분데스리가,SC 파더보른,볼프스부르크,1,1,0,방문,BC
2019-08-31,분데스리가,FC 쾰른,프라이부르크,2,1,1,방문,BC
2019-08-31,분데스리가,RB 라이프치히,묀헨글라트바흐,3,1,1,방문,BC
2019-08-31,분데스리가,헤르타 BSC,샬케 04,0,3,0,방문,BC
2019-08-31,분데스리가,마인츠,바이에른 뮌헨,1,6,0,방문,BC
2019-09-01,분데스리가,도르트문트,우니온 베를린,1,3,0,방문,BC
2019-09-01,분데스리가,아우크스부르크,베르더 브레멘,2,3,0,방문,BC
2019-09-02,분데스리가,포르투나 뒤셀도르프,프랑크푸르트,1,2,0,방문,BC
2019-09-14,분데스리가,묀헨글라트바흐,FC 쾰른,1,0,1,방문,BC
2019-09-14,분데스리가,볼프스부르크,포르투나 뒤셀도르프,1,1,0,방문,BC
2019-09-14,분데스리가,베르더 브레멘,우니온 베를린,2,1,1,방문,BC
2019-09-14,분데스리가,헤르타 BSC,마인츠,1,2,0,방문,BC
2019-09-14,분데스리가,프랑크푸르트,아우크스부르크,1,2,0,방문,BC
2019-09-14,분데스리가,레버쿠젠,도르트문트,0,4,0,방문,BC
2019-09-15,분데스리가,프라이부르크,호펜하임,3,0,1,방문,BC
2019-09-15,분데스리가,바이에른 뮌헨,RB 라이프치히,1,1,0,방문,BC
2019-09-16,분데스리가,샬케 04,SC 파더보른,5,1,1,방문,BC
2019-09-21,분데스리가,아우크스부르크,프라이부르크,1,1,0,방문,BC
2019-09-21,분데스리가,우니온 베를린,레버쿠젠,0,2,0,방문,BC
2019-09-21,분데스리가,마인츠,샬케 04,1,2,0,방문,BC
2019-09-21,분데스리가,SC 파더보른,헤르타 BSC,1,2,0,방문,BC
2019-09-21,분데스리가,FC 쾰른,바이에른 뮌헨,0,4,0,방문,BC
2019-09-22,분데스리가,RB 라이프치히,베르더 브레멘,3,0,1,방문,BC
2019-09-22,분데스리가,포르투나 뒤셀도르프,묀헨글라트바흐,1,2,0,방문,BC
2019-09-23,분데스리가,도르트문트,프랑크푸르트,2,2,0,방문,BC
2019-09-24,분데스리가,호펜하임,볼프스부르크,1,1,0,방문,BC
2019-09-28,분데스리가,볼프스부르크,마인츠,1,0,1,방문,BC
2019-09-28,분데스리가,레버쿠젠,아우크스부르크,3,0,1,방문,BC
2019-09-28,분데스리가,묀헨글라트바흐,호펜하임,3,0,1,방문,BC
2019-09-28,분데스리가,프랑크푸르트,우니온 베를린,2,1,1,방문,BC
2019-09-28,분데스리가,샬케 04,RB 라이프치히,3,1,1,방문,BC
2019-09-28,분데스리가,바이에른 뮌헨,SC 파더보른,3,2,1,방문,BC
2019-09-29,분데스리가,프라이부르크,포르투나 뒤셀도르프,2,1,1,방문,BC
2019-09-29,분데스리가,베르더 브레멘,도르트문트,2,2,0,방문,BC
2019-09-30,분데스리가,아우크스부르크,볼프스부르크,0,0,0,방문,BC
2019-09-30,분데스리가,도르트문트,샬케 04,0,0,0,방문,BC
2019-09-30,분데스리가,헤르타 BSC,FC 쾰른,4,0,1,방문,BC
2019-09-30,분데스리가,묀헨글라트바흐,도르트문트,0,1,0,방문,BC
2019-09-30,분데스리가,우니온 베를린,볼프스부르크,0,1,0,방문,BC
2019-09-30,분데스리가,마인츠,포르투나 뒤셀도르프,0,1,0,방문,BC
2019-09-30,분데스리가,볼프스부르크,RB 라이프치히,1,1,0,방문,BC
2019-09-30,분데스리가,RB 라이프치히,레버쿠젠,1,1,0,방문,BC
2019-09-30,분데스리가,헤르타 BSC,베르더 브레멘,1,1,0,방문,BC
2019-09-30,분데스리가,FC 쾰른,샬케 04,1,1,0,방문,BC
2019-09-30,분데스리가,마인츠,SC 파더보른,2,1,1,방문,BC
2019-09-30,분데스리가,호펜하임,바이에른 뮌헨,2,1,1,방문,BC
2019-09-30,분데스리가,포르투나 뒤셀도르프,SC 파더보른,0,2,0,방문,BC
2019-09-30,분데스리가,프라이부르크,우니온 베를린,0,2,0,방문,BC
2019-09-30,분데스리가,샬케 04,호펜하임,0,2,0,방문,BC
2019-09-30,분데스리가,우니온 베를린,바이에른 뮌헨,1,2,0,방문,BC
2019-09-30,분데스리가,RB 라이프치히,프라이부르크,1,2,0,방문,BC
2019-09-30,분데스리가,베르더 브레멘,레버쿠젠,2,2,0,방문,BC
2019-09-30,분데스리가,바이에른 뮌헨,아우크스부르크,2,2,0,방문,BC
2019-09-30,분데스리가,도르트문트,프라이부르크,2,2,0,방문,BC
2019-09-30,분데스리가,베르더 브레멘,프랑크푸르트,2,2,0,방문,BC
2019-09-30,분데스리가,호펜하임,헤르타 BSC,3,2,1,방문,BC
2019-09-30,분데스리가,SC 파더보른,FC 쾰른,0,3,0,방문,BC
2019-09-30,분데스리가,레버쿠젠,프랑크푸르트,0,3,0,방문,BC
2019-09-30,분데스리가,FC 쾰른,마인츠,1,3,0,방문,BC
2019-09-30,분데스리가,포르투나 뒤셀도르프,헤르타 BSC,1,3,0,방문,BC
2019-09-30,분데스리가,프랑크푸르트,묀헨글라트바흐,2,4,0,방문,BC
2019-09-30,분데스리가,아우크스부르크,묀헨글라트바흐,1,5,0,방문,BC
2019-10-31,분데스리가,아우크스부르크,SC 파더보른,1,0,1,방문,BC
2019-10-31,분데스리가,레버쿠젠,볼프스부르크,2,0,1,방문,BC
2019-10-31,분데스리가,볼프스부르크,프랑크푸르트,2,0,1,방문,BC
2019-10-31,분데스리가,바이에른 뮌헨,포르투나 뒤셀도르프,4,0,1,방문,BC
2019-10-31,분데스리가,헤르타 BSC,우니온 베를린,0,1,0,방문,BC
2019-10-31,분데스리가,프랑크푸르트,프라이부르크,0,1,0,방문,BC
2019-10-31,분데스리가,아우크스부르크,FC 쾰른,1,1,0,방문,BC
2019-10-31,분데스리가,프라이부르크,레버쿠젠,1,1,0,방문,BC
2019-10-31,분데스리가,포르투나 뒤셀도르프,호펜하임,1,1,0,방문,BC
2019-10-31,분데스리가,호펜하임,FC 쾰른,2,1,1,방문,BC
2019-10-31,분데스리가,묀헨글라트바흐,레버쿠젠,2,1,1,방문,BC
2019-10-31,분데스리가,샬케 04,베르더 브레멘,2,1,1,방문,BC
2019-10-31,분데스리가,도르트문트,헤르타 BSC,2,1,1,방문,BC
2019-10-31,분데스리가,마인츠,호펜하임,5,1,1,방문,BC
2019-10-31,분데스리가,묀헨글라트바흐,우니온 베를린,0,2,0,방문,BC
2019-10-31,분데스리가,FC 쾰른,포르투나 뒤셀도르프,0,2,0,방문,BC
2019-10-31,분데스리가,우니온 베를린,샬케 04,1,2,0,방문,BC
2019-10-31,분데스리가,프라이부르크,베르더 브레멘,2,2,0,방문,BC
2019-10-31,분데스리가,RB 라이프치히,SC 파더보른,3,2,1,방문,BC
2019-10-31,분데스리가,우니온 베를린,마인츠,3,2,1,방문,BC
2019-10-31,분데스리가,샬케 04,아우크스부르크,3,2,1,방문,BC
2019-10-31,분데스리가,RB 라이프치히,헤르타 BSC,4,2,1,방문,BC
2019-10-31,분데스리가,볼프스부르크,도르트문트,0,3,0,방문,BC
2019-10-31,분데스리가,SC 파더보른,호펜하임,0,3,0,방문,BC
2019-10-31,분데스리가,베르더 브레멘,묀헨글라트바흐,1,3,0,방문,BC
2019-10-31,분데스리가,SC 파더보른,도르트문트,3,3,0,방문,BC
2019-10-31,분데스리가,포르투나 뒤셀도르프,샬케 04,3,3,0,방문,BC
2019-10-31,분데스리가,도르트문트,바이에른 뮌헨,0,4,0,방문,BC
2019-10-31,분데스리가,헤르타 BSC,아우크스부르크,0,4,0,방문,BC
2019-10-31,분데스리가,FC 쾰른,RB 라이프치히,1,4,0,방문,BC
2019-10-31,분데스리가,바이에른 뮌헨,프랑크푸르트,1,5,0,방문,BC
2019-10-31,분데스리가,마인츠,RB 라이프치히,0,8,0,방문,BC
2019-11-30,분데스리가,묀헨글라트바흐,헤르타 BSC,0,0,0,방문,BC
2019-11-30,분데스리가,헤르타 BSC,레버쿠젠,1,0,1,방문,BC
2019-11-30,분데스리가,레버쿠젠,마인츠,1,0,1,방문,BC
2019-11-30,분데스리가,SC 파더보른,베르더 브레멘,1,0,1,방문,BC
2019-11-30,분데스리가,호펜하임,우니온 베를린,2,0,1,방문,BC
2019-11-30,분데스리가,RB 라이프치히,포르투나 뒤셀도르프,3,0,1,방문,BC
2019-11-30,분데스리가,도르트문트,마인츠,4,0,1,방문,BC
2019-11-30,분데스리가,마인츠,베르더 브레멘,5,0,1,방문,BC
2019-11-30,분데스리가,베르더 브레멘,FC 쾰른,0,1,0,방문,BC
2019-11-30,분데스리가,프랑크푸르트,샬케 04,0,1,0,방문,BC
2019-11-30,분데스리가,볼프스부르크,프라이부르크,0,1,0,방문,BC
2019-11-30,분데스리가,프라이부르크,헤르타 BSC,0,1,0,방문,BC
2019-11-30,분데스리가,우니온 베를린,SC 파더보른,1,1,0,방문,BC
2019-11-30,분데스리가,샬케 04,볼프스부르크,1,1,0,방문,BC
2019-11-30,분데스리가,레버쿠젠,바이에른 뮌헨,2,1,1,방문,BC
2019-11-30,분데스리가,바이에른 뮌헨,프라이부르크,3,1,1,방문,BC
2019-11-30,분데스리가,레버쿠젠,FC 쾰른,0,2,0,방문,BC
2019-11-30,분데스리가,SC 파더보른,묀헨글라트바흐,0,2,0,방문,BC
2019-11-30,분데스리가,볼프스부르크,바이에른 뮌헨,0,2,0,방문,BC
2019-11-30,분데스리가,FC 쾰른,우니온 베를린,0,2,0,방문,BC
2019-11-30,분데스리가,프랑크푸르트,SC 파더보른,1,2,0,방문,BC
2019-11-30,분데스리가,샬케 04,레버쿠젠,1,2,0,방문,BC
2019-11-30,분데스리가,프랑크푸르트,마인츠,1,2,0,방문,BC
2019-11-30,분데스리가,바이에른 뮌헨,묀헨글라트바흐,1,2,0,방문,BC
2019-11-30,분데스리가,묀헨글라트바흐,볼프스부르크,1,2,0,방문,BC
2019-11-30,분데스리가,마인츠,아우크스부르크,1,2,0,방문,BC
2019-11-30,분데스리가,우니온 베를린,포르투나 뒤셀도르프,1,2,0,방문,BC
2019-11-30,분데스리가,도르트문트,호펜하임,1,2,0,방문,BC
2019-11-30,분데스리가,프라이부르크,샬케 04,2,2,0,방문,BC
2019-11-30,분데스리가,헤르타 BSC,프랑크푸르트,2,2,0,방문,BC
2019-11-30,분데스리가,베르더 브레멘,볼프스부르크,3,2,1,방문,BC
2019-11-30,분데스리가,FC 쾰른,프랑크푸르트,4,2,1,방문,BC
2019-11-30,분데스리가,아우크스부르크,호펜하임,4,2,1,방문,BC
2019-11-30,분데스리가,포르투나 뒤셀도르프,아우크스부르크,0,3,0,방문,BC
2019-11-30,분데스리가,아우크스부르크,RB 라이프치히,1,3,0,방문,BC
2019-11-30,분데스리가,호펜하임,RB 라이프치히,1,3,0,방문,BC
2019-11-30,분데스리가,RB 라이프치히,도르트문트,3,3,0,방문,BC
2019-11-30,분데스리가,프라이부르크,묀헨글라트바흐,2,4,0,방문,BC
2019-11-30,분데스리가,포르투나 뒤셀도르프,도르트문트,0,5,0,방문,BC
2019-11-30,분데스리가,베르더 브레멘,바이에른 뮌헨,1,6,0,방문,BC
2020-01-18,분데스리가,베르더 브레멘,포르투나 뒤셀도르프,1,0,1,방문,BC
2020-01-18,분데스리가,프라이부르크,마인츠,2,1,1,방문,BC
2020-01-18,분데스리가,프랑크푸르트,호펜하임,2,1,1,방문,BC
2020-01-18,분데스리가,묀헨글라트바흐,샬케 04,0,2,0,방문,BC
2020-01-18,분데스리가,볼프스부르크,FC 쾰른,1,3,0,방문,BC
2020-01-18,분데스리가,도르트문트,아우크스부르크,5,3,1,방문,BC
2020-01-19,분데스리가,바이에른 뮌헨,헤르타 BSC,4,0,1,방문,BC
2020-01-19,분데스리가,우니온 베를린,RB 라이프치히,1,3,0,방문,BC
2020-01-20,분데스리가,레버쿠젠,SC 파더보른,4,1,1,방문,BC
2020-01-25,분데스리가,SC 파더보른,프라이부르크,2,0,1,방문,BC
2020-01-25,분데스리가,헤르타 BSC,볼프스부르크,2,1,1,방문,BC
2020-01-25,분데스리가,아우크스부르크,우니온 베를린,0,2,0,방문,BC
2020-01-25,분데스리가,RB 라이프치히,프랑크푸르트,0,2,0,방문,BC
2020-01-25,분데스리가,마인츠,묀헨글라트바흐,1,3,0,방문,BC
2020-01-25,분데스리가,FC 쾰른,도르트문트,1,5,0,방문,BC
2020-01-26,분데스리가,호펜하임,베르더 브레멘,3,0,1,방문,BC
2020-01-26,분데스리가,샬케 04,바이에른 뮌헨,0,5,0,방문,BC
2020-01-27,분데스리가,포르투나 뒤셀도르프,레버쿠젠,0,3,0,방문,BC
2020-02-01,분데스리가,샬케 04,헤르타 BSC,0,0,0,방문,BC
2020-02-01,분데스리가,프랑크푸르트,포르투나 뒤셀도르프,1,1,0,방문,BC
2020-02-01,분데스리가,바이에른 뮌헨,마인츠,3,1,1,방문,BC
2020-02-01,분데스리가,베르더 브레멘,아우크스부르크,1,2,0,방문,BC
2020-02-01,분데스리가,레버쿠젠,호펜하임,1,2,0,방문,BC
2020-02-01,분데스리가,우니온 베를린,도르트문트,0,5,0,방문,BC
2020-02-02,분데스리가,묀헨글라트바흐,RB 라이프치히,2,2,0,방문,BC
2020-02-02,분데스리가,프라이부르크,FC 쾰른,0,4,0,방문,BC
2020-02-03,분데스리가,볼프스부르크,SC 파더보른,4,2,1,방문,BC
2020-02-08,분데스리가,우니온 베를린,베르더 브레멘,2,0,1,방문,BC
2020-02-08,분데스리가,호펜하임,프라이부르크,0,1,0,방문,BC
2020-02-08,분데스리가,포르투나 뒤셀도르프,볼프스부르크,1,1,0,방문,BC
2020-02-08,분데스리가,SC 파더보른,샬케 04,1,1,0,방문,BC
2020-02-08,분데스리가,마인츠,헤르타 BSC,3,1,1,방문,BC
2020-02-08,분데스리가,아우크스부르크,프랑크푸르트,0,5,0,방문,BC
2020-02-09,분데스리가,도르트문트,레버쿠젠,3,4,0,방문,BC
2020-02-10,분데스리가,RB 라이프치히,바이에른 뮌헨,0,0,0,방문,BC
2020-02-15,분데스리가,프라이부르크,아우크스부르크,1,1,0,방문,BC
2020-02-15,분데스리가,헤르타 BSC,SC 파더보른,2,1,1,방문,BC
2020-02-15,분데스리가,레버쿠젠,우니온 베를린,3,2,1,방문,BC
2020-02-15,분데스리가,볼프스부르크,호펜하임,3,2,1,방문,BC
2020-02-15,분데스리가,베르더 브레멘,RB 라이프치히,0,3,0,방문,BC
2020-02-15,분데스리가,프랑크푸르트,도르트문트,0,4,0,방문,BC
2020-02-16,분데스리가,바이에른 뮌헨,FC 쾰른,4,1,1,방문,BC
2020-02-16,분데스리가,묀헨글라트바흐,포르투나 뒤셀도르프,4,1,1,방문,BC
2020-02-17,분데스리가,샬케 04,마인츠,0,0,0,방문,BC
2020-02-22,분데스리가,도르트문트,베르더 브레멘,2,0,1,방문,BC
2020-02-22,분데스리가,포르투나 뒤셀도르프,프라이부르크,2,0,1,방문,BC
2020-02-22,분데스리가,FC 쾰른,헤르타 BSC,5,0,1,방문,BC
2020-02-22,분데스리가,호펜하임,묀헨글라트바흐,1,1,0,방문,BC
2020-02-22,분데스리가,SC 파더보른,바이에른 뮌헨,2,3,0,방문,BC
2020-02-23,분데스리가,RB 라이프치히,샬케 04,5,0,1,방문,BC
2020-02-23,분데스리가,아우크스부르크,레버쿠젠,0,2,0,방문,BC
2020-02-24,분데스리가,마인츠,볼프스부르크,0,4,0,방문,BC
2020-02-25,분데스리가,우니온 베를린,프랑크푸르트,2,1,1,방문,BC
2020-02-29,분데스리가,바이에른 뮌헨,호펜하임,6,0,1,방문,BC
2020-02-29,분데스리가,프라이부르크,도르트문트,0,1,0,방문,BC
2020-02-29,분데스리가,SC 파더보른,마인츠,0,2,0,방문,BC
2020-02-29,분데스리가,묀헨글라트바흐,아우크스부르크,3,2,1,방문,BC
2020-02-29,분데스리가,헤르타 BSC,포르투나 뒤셀도르프,3,3,0,방문,BC
2020-03-01,분데스리가,레버쿠젠,RB 라이프치히,1,1,0,방문,BC
2020-03-01,분데스리가,볼프스부르크,우니온 베를린,2,2,0,방문,BC
2020-03-01,분데스리가,샬케 04,FC 쾰른,0,3,0,방문,BC
2020-03-07,분데스리가,RB 라이프치히,볼프스부르크,0,0,0,방문,BC
2020-03-07,분데스리가,호펜하임,샬케 04,1,1,0,방문,BC
2020-03-07,분데스리가,FC 쾰른,SC 파더보른,2,1,1,방문,BC
2020-03-07,분데스리가,베르더 브레멘,헤르타 BSC,2,2,0,방문,BC
2020-03-07,분데스리가,우니온 베를린,프라이부르크,1,3,0,방문,BC
2020-03-07,분데스리가,프랑크푸르트,레버쿠젠,0,4,0,방문,BC
2020-03-08,분데스리가,도르트문트,묀헨글라트바흐,2,1,1,방문,BC
2020-03-08,분데스리가,아우크스부르크,바이에른 뮌헨,0,2,0,방문,BC
2020-03-09,분데스리가,포르투나 뒤셀도르프,마인츠,1,1,0,방문,BC
2020-03-12,분데스리가,FC 쾰른,묀헨글라트바흐,1,2,0,방문,AC
2020-05-16,분데스리가,SC 파더보른,포르투나 뒤셀도르프,0,0,0,방문,AC
2020-05-16,분데스리가,헤르타 BSC,호펜하임,3,0,1,방문,AC
2020-05-16,분데스리가,프라이부르크,RB 라이프치히,1,1,0,방문,AC
2020-05-16,분데스리가,볼프스부르크,아우크스부르크,2,1,1,방문,AC
2020-05-16,분데스리가,샬케 04,도르트문트,0,4,0,방문,AC
2020-05-17,분데스리가,묀헨글라트바흐,프랑크푸르트,3,1,1,방문,AC
2020-05-17,분데스리가,마인츠,FC 쾰른,2,2,0,방문,AC
2020-05-18,분데스리가,바이에른 뮌헨,우니온 베를린,2,0,1,방문,AC
2020-05-19,분데스리가,레버쿠젠,베르더 브레멘,4,1,1,방문,AC
2020-05-23,분데스리가,베르더 브레멘,프라이부르크,1,0,1,방문,AC
2020-05-23,분데스리가,도르트문트,볼프스부르크,2,0,1,방문,AC
2020-05-23,분데스리가,호펜하임,SC 파더보른,1,1,0,방문,AC
2020-05-23,분데스리가,레버쿠젠,묀헨글라트바흐,3,1,1,방문,AC
2020-05-23,분데스리가,우니온 베를린,헤르타 BSC,0,4,0,방문,AC
2020-05-24,분데스리가,아우크스부르크,샬케 04,3,0,1,방문,AC
2020-05-24,분데스리가,RB 라이프치히,마인츠,5,0,1,방문,AC
2020-05-24,분데스리가,프랑크푸르트,바이에른 뮌헨,2,5,0,방문,AC
2020-05-25,분데스리가,포르투나 뒤셀도르프,FC 쾰른,2,2,0,방문,AC
2020-05-27,분데스리가,묀헨글라트바흐,베르더 브레멘,0,0,0,방문,AC
2020-05-27,분데스리가,바이에른 뮌헨,도르트문트,1,0,1,방문,AC
2020-05-27,분데스리가,볼프스부르크,레버쿠젠,4,1,1,방문,AC
2020-05-27,분데스리가,프라이부르크,프랑크푸르트,3,3,0,방문,AC
2020-05-28,분데스리가,SC 파더보른,아우크스부르크,0,0,0,방문,AC
2020-05-28,분데스리가,마인츠,우니온 베를린,1,1,0,방문,AC
2020-05-28,분데스리가,샬케 04,포르투나 뒤셀도르프,1,2,0,방문,AC
2020-05-28,분데스리가,헤르타 BSC,RB 라이프치히,2,2,0,방문,AC
2020-05-28,분데스리가,FC 쾰른,호펜하임,1,3,0,방문,AC
2020-05-30,분데스리가,호펜하임,마인츠,1,0,1,방문,AC
2020-05-30,분데스리가,베르더 브레멘,샬케 04,1,0,1,방문,AC
2020-05-30,분데스리가,레버쿠젠,프라이부르크,1,0,1,방문,AC
2020-05-30,분데스리가,프랑크푸르트,볼프스부르크,2,1,1,방문,AC
2020-05-30,분데스리가,아우크스부르크,헤르타 BSC,0,2,0,방문,AC
2020-05-31,분데스리가,우니온 베를린,묀헨글라트바흐,1,4,0,방문,AC
2020-05-31,분데스리가,포르투나 뒤셀도르프,바이에른 뮌헨,0,5,0,방문,AC
2020-06-01,분데스리가,도르트문트,SC 파더보른,6,1,1,방문,AC
2020-06-02,분데스리가,RB 라이프치히,FC 쾰른,4,2,1,방문,AC
2020-06-04,분데스리가,프랑크푸르트,베르더 브레멘,3,0,1,방문,AC
2020-06-06,분데스리가,마인츠,프랑크푸르트,2,0,1,방문,AC
2020-06-06,분데스리가,묀헨글라트바흐,프라이부르크,0,1,0,방문,AC
2020-06-06,분데스리가,SC 파더보른,RB 라이프치히,1,1,0,방문,AC
2020-06-06,분데스리가,호펜하임,포르투나 뒤셀도르프,2,2,0,방문,AC
2020-06-06,분데스리가,바이에른 뮌헨,레버쿠젠,4,2,1,방문,AC
2020-06-07,분데스리가,볼프스부르크,베르더 브레멘,1,0,1,방문,AC
2020-06-07,분데스리가,헤르타 BSC,도르트문트,0,1,0,방문,AC
2020-06-07,분데스리가,샬케 04,우니온 베를린,1,1,0,방문,AC
2020-06-08,분데스리가,FC 쾰른,아우크스부르크,1,1,0,방문,AC
2020-06-13,분데스리가,도르트문트,포르투나 뒤셀도르프,1,0,1,방문,AC
2020-06-13,분데스리가,RB 라이프치히,호펜하임,2,0,1,방문,AC
2020-06-13,분데스리가,우니온 베를린,FC 쾰른,2,1,1,방문,AC
2020-06-13,분데스리가,프랑크푸르트,헤르타 BSC,4,1,1,방문,AC
2020-06-13,분데스리가,베르더 브레멘,SC 파더보른,5,1,1,방문,AC
2020-06-13,분데스리가,프라이부르크,볼프스부르크,2,2,0,방문,AC
2020-06-14,분데스리가,아우크스부르크,마인츠,1,0,1,방문,AC
2020-06-14,분데스리가,묀헨글라트바흐,바이에른 뮌헨,1,2,0,방문,AC
2020-06-15,분데스리가,레버쿠젠,샬케 04,1,1,0,방문,AC
2020-06-17,분데스리가,바이에른 뮌헨,베르더 브레멘,1,0,1,방문,AC
2020-06-17,분데스리가,SC 파더보른,우니온 베를린,0,1,0,방문,AC
2020-06-17,분데스리가,헤르타 BSC,프라이부르크,1,2,0,방문,AC
2020-06-17,분데스리가,볼프스부르크,묀헨글라트바흐,0,3,0,방문,AC
2020-06-18,분데스리가,마인츠,도르트문트,2,0,1,방문,AC
2020-06-18,분데스리가,호펜하임,아우크스부르크,3,1,1,방문,AC
2020-06-18,분데스리가,샬케 04,프랑크푸르트,1,2,0,방문,AC
2020-06-18,분데스리가,포르투나 뒤셀도르프,RB 라이프치히,2,2,0,방문,AC
2020-06-18,분데스리가,FC 쾰른,레버쿠젠,1,3,0,방문,AC
2020-06-20,분데스리가,도르트문트,RB 라이프치히,2,0,1,방문,AC
2020-06-20,분데스리가,프랑크푸르트,FC 쾰른,1,1,0,방문,AC
2020-06-20,분데스리가,아우크스부르크,포르투나 뒤셀도르프,1,1,0,방문,AC
2020-06-20,분데스리가,묀헨글라트바흐,SC 파더보른,3,1,1,방문,AC
2020-06-20,분데스리가,볼프스부르크,샬케 04,4,1,1,방문,AC
2020-06-20,분데스리가,레버쿠젠,헤르타 BSC,0,2,0,방문,AC
2020-06-20,분데스리가,베르더 브레멘,마인츠,1,3,0,방문,AC
2020-06-20,분데스리가,프라이부르크,바이에른 뮌헨,1,3,0,방문,AC
2020-06-20,분데스리가,우니온 베를린,호펜하임,0,4,0,방문,AC
2020-06-27,분데스리가,호펜하임,도르트문트,4,0,1,방문,AC
2020-06-27,분데스리가,바이에른 뮌헨,볼프스부르크,4,0,1,방문,AC
2020-06-27,분데스리가,마인츠,레버쿠젠,0,1,0,방문,AC
2020-06-27,분데스리가,RB 라이프치히,아우크스부르크,2,1,1,방문,AC
2020-06-27,분데스리가,헤르타 BSC,묀헨글라트바흐,1,2,0,방문,AC
2020-06-27,분데스리가,포르투나 뒤셀도르프,우니온 베를린,0,3,0,방문,AC
2020-06-27,분데스리가,SC 파더보른,프랑크푸르트,2,3,0,방문,AC
2020-06-27,분데스리가,샬케 04,프라이부르크,0,4,0,방문,AC
2020-06-27,분데스리가,FC 쾰른,베르더 브레멘,1,6,0,방문,AC
2019-08-02,세리에A,인터 밀란,아탈란타,2,0,1,방문,BC
2019-08-02,세리에A,삼프도리아,브레시아 칼초,1,1,0,방문,BC
2019-08-02,세리에A,AS 로마,유벤투스,3,1,1,방문,BC
2019-08-02,세리에A,칼리아리,AC 밀란,0,3,0,방문,BC
2019-08-02,세리에A,라치오,나폴리,1,3,0,방문,BC
2019-08-03,세리에A,우디네세,사수올로,1,0,1,방문,BC
2019-08-03,세리에A,토리노,볼로냐,1,1,0,방문,BC
2019-08-03,세리에A,피오렌티나,스팔 2013,3,1,1,방문,BC
2019-08-03,세리에A,베로나,제노아,0,3,0,방문,BC
2019-08-03,세리에A,파르마 칼초,레체,4,3,1,방문,BC
2019-08-25,세리에A,유벤투스,파르마 칼초,1,0,1,방문,BC
2019-08-25,세리에A,나폴리,피오렌티나,4,3,1,방문,BC
2019-08-26,세리에A,브레시아 칼초,칼리아리,1,0,1,방문,BC
2019-08-26,세리에A,라치오,삼프도리아,3,0,1,방문,BC
2019-08-26,세리에A,AC 밀란,우디네세,0,1,0,방문,BC
2019-08-26,세리에A,볼로냐,베로나,1,1,0,방문,BC
2019-08-26,세리에A,사수올로,토리노,1,2,0,방문,BC
2019-08-26,세리에A,아탈란타,스팔 2013,3,2,1,방문,BC
2019-08-26,세리에A,제노아,AS 로마,3,3,0,방문,BC
2019-08-27,세리에A,레체,인터 밀란,0,4,0,방문,BC
2019-08-31,세리에A,스팔 2013,볼로냐,0,1,0,방문,BC
2019-09-01,세리에A,브레시아 칼초,AC 밀란,0,1,0,방문,BC
2019-09-01,세리에A,나폴리,유벤투스,3,4,0,방문,BC
2019-09-02,세리에A,베로나,레체,1,0,1,방문,BC
2019-09-02,세리에A,AS 로마,라치오,1,1,0,방문,BC
2019-09-02,세리에A,인터 밀란,칼리아리,2,1,1,방문,BC
2019-09-02,세리에A,파르마 칼초,우디네세,3,1,1,방문,BC
2019-09-02,세리에A,피오렌티나,제노아,1,2,0,방문,BC
2019-09-02,세리에A,토리노,아탈란타,3,2,1,방문,BC
2019-09-02,세리에A,삼프도리아,사수올로,1,4,0,방문,BC
2019-09-14,세리에A,유벤투스,피오렌티나,0,0,0,방문,BC
2019-09-15,세리에A,우디네세,인터 밀란,0,1,0,방문,BC
2019-09-15,세리에A,아탈란타,제노아,2,1,1,방문,BC
2019-09-15,세리에A,칼리아리,파르마 칼초,3,1,1,방문,BC
2019-09-15,세리에A,삼프도리아,나폴리,0,2,0,방문,BC
2019-09-15,세리에A,라치오,스팔 2013,1,2,0,방문,BC
2019-09-15,세리에A,볼로냐,브레시아 칼초,4,3,1,방문,BC
2019-09-16,세리에A,AC 밀란,베로나,1,0,1,방문,BC
2019-09-16,세리에A,사수올로,AS 로마,2,4,0,방문,BC
2019-09-17,세리에A,레체,토리노,2,1,1,방문,BC
2019-09-21,세리에A,브레시아 칼초,우디네세,1,0,1,방문,BC
2019-09-21,세리에A,제노아,칼리아리,1,3,0,방문,BC
2019-09-22,세리에A,인터 밀란,AC 밀란,2,0,1,방문,BC
2019-09-22,세리에A,토리노,삼프도리아,0,1,0,방문,BC
2019-09-22,세리에A,AS 로마,볼로냐,2,1,1,방문,BC
2019-09-22,세리에A,나폴리,레체,4,1,1,방문,BC
2019-09-22,세리에A,베로나,유벤투스,1,2,0,방문,BC
2019-09-22,세리에A,스팔 2013,사수올로,0,3,0,방문,BC
2019-09-23,세리에A,파르마 칼초,라치오,0,2,0,방문,BC
2019-09-23,세리에A,피오렌티나,아탈란타,2,2,0,방문,BC
2019-09-25,세리에A,우디네세,베로나,0,0,0,방문,BC
2019-09-25,세리에A,유벤투스,브레시아 칼초,2,1,1,방문,BC
2019-09-26,세리에A,볼로냐,제노아,0,0,0,방문,BC
2019-09-26,세리에A,칼리아리,나폴리,1,0,1,방문,BC
2019-09-26,세리에A,아탈란타,AS 로마,2,0,1,방문,BC
2019-09-26,세리에A,라치오,인터 밀란,0,1,0,방문,BC
