"pitch_type","game_date","release_speed","release_pos_x","release_pos_z","player_name","batter","pitcher","events","description","spin_dir","spin_rate_deprecated","break_angle_deprecated","break_length_deprecated","zone","des","game_type","stand","p_throws","home_team","away_team","type","hit_location","bb_type","balls","strikes","game_year","pfx_x","pfx_z","plate_x","plate_z","on_3b","on_2b","on_1b","outs_when_up","inning","inning_topbot","hc_x","hc_y","tfs_deprecated","tfs_zulu_deprecated","fielder_2","umpire","sv_id","vx0","vy0","vz0","ax","ay","az","sz_top","sz_bot","hit_distance_sc","launch_speed","launch_angle","effective_speed","release_spin_rate","release_extension","game_pk","pitcher","fielder_2","fielder_3","fielder_4","fielder_5","fielder_6","fielder_7","fielder_8","fielder_9","release_pos_y","estimated_ba_using_speedangle","estimated_woba_using_speedangle","woba_value","woba_denom","babip_value","iso_value","launch_speed_angle","at_bat_number","pitch_number","pitch_name","home_score","away_score","bat_score","fld_score","post_away_score","post_home_score","post_bat_score","post_fld_score","if_fielding_alignment","of_fielding_alignment"
"CU","2020-08-28","74.0","2.17","6.03","Hyun Jin Ryu",623993,547943,"field_out","hit_into_play",,,,,"13","Anthony Santander lines out to pitcher Hyun Jin Ryu.  ","R","R","L","TOR","BAL","X",1,"line_drive",1,2,2020,"-1.1","-1.2","-0.52","1.01","null","null",593643,2,3,"Top","124.11","185.66",,,"643376",,"null",-3.568094040659279,-107.71473012395948,-0.8444569430209921,-7.918875064249213,20.619683893591805,-41.34160535338043,"3.31","1.62","106","71.6","11","74.0","2601","6.5",630871,547943,"643376","665489","624415","543768","605412","666971","545341","606192","54.02","0.286","0.257","0.00",1,0,0,2,17,"4","Curveball",0,0,0,0,0,0,0,0,"Standard","Standard"
"CH","2020-08-28","80.5","2.69","5.63","Hyun Jin Ryu",623993,547943,"null","blocked_ball",,,,,"14","null","R","R","L","TOR","BAL","B","null","null",0,2,2020,"1.2","0.4","1.24","0.47","null","null",593643,2,3,"Top","null","null",,,"643376",,"null",-5.593882519980613,-117.06887918635427,-5.440109091891545,12.442708015625062,23.598685347091358,-28.008556552462153,"3.47","1.82","null","null","null","80.5","1430","6.5",630871,547943,"643376","665489","624415","543768","605412","666971","545341","606192","54.00","null","null","null","null","null","null","null",17,"3","Changeup",0,0,0,0,0,0,0,0,"Standard","Standard"
"FF","2020-08-28","90.1","2.41","5.90","Hyun Jin Ryu",623993,547943,"null","foul",,,,,"11","null","R","R","L","TOR","BAL","S","null","null",0,1,2020,"0.7","1.3","-1.22","3.09","null","null",593643,2,3,"Top","null","null",,,"643376",,"null",-10.506574777850107,-130.74220304114934,-3.653238327540289,10.283870637813626,29.404047752353463,-17.12568657232161,"3.31","1.62","199","76.0","65","89.9","2056","6.5",630871,547943,"643376","665489","624415","543768","605412","666971","545341","606192","54.00","null","null","null","null","null","null","null",17,"2","4-Seam Fastball",0,0,0,0,0,0,0,0,"Standard","Standard"
"FC","2020-08-28","85.1","2.52","5.93","Hyun Jin Ryu",623993,547943,"null","called_strike",,,,,"8","null","R","R","L","TOR","BAL","S","null","null",0,0,2020,"-0.4","0.5","0.07","2.10","null","null",593643,2,3,"Top","null","null",,,"643376",,"null",-4.96120368819034,-123.92009367557282,-3.660222739604127,-3.096558468837461,23.775310388432295,-26.81002080170122,"3.43","1.75","null","null","null","85.4","2120","6.4",630871,547943,"643376","665489","624415","543768","605412","666971","545341","606192","54.12","null","null","null","null","null","null","null",17,"1","Cutter",0,0,0,0,0,0,0,0,"Standard","Standard"
"FF","2020-08-28","91.3","2.40","5.77","Hyun Jin Ryu",593643,547943,"single","hit_into_play_no_out",,,,,"12","Hanser Alberto singles on a line drive to center fielder Randal Grichuk.  ","R","R","L","TOR","BAL","X",8,"line_drive",1,2,2020,"0.7","1.0","0.30","4.42","null","null","null",2,3,"Top","144.47","86.05",,,"643376",,"null",-6.874068652838092,-132.8922719831588,0.34758407971127725,10.244754550643835,28.423890934256175,-20.67721379783022,"3.37","1.57","233","89.5","13","91.3","1944","6.3",630871,547943,"643376","665489","624415","543768","605412","666971","545341","606192","54.24","0.879","0.791","0.90",1,1,0,4,16,"4","4-Seam Fastball",0,0,0,0,0,0,0,0,"Standard","Standard"
"FC","2020-08-28","86.8","2.31","5.91","Hyun Jin Ryu",593643,547943,"null","foul",,,,,"11","null","R","R","L","TOR","BAL","S","null","null",1,1,2020,"-0.2","0.4","-0.30","3.76","null","null","null",2,3,"Top","null","null",,,"643376",,"null",-5.872814238317168,-126.36208243117623,0.2007430685725634,-0.877646596480528,22.506015180545493,-28.3122680126147,"3.37","1.57","183","73.2","20","87.3","2103","6.3",630871,547943,"643376","665489","624415","543768","605412","666971","545341","606192","54.21","null","null","null","null","null","null","null",16,"3","Cutter",0,0,0,0,0,0,0,0,"Standard","Standard"
"CH","2020-08-28","80.4","2.55","5.66","Hyun Jin Ryu",593643,547943,"null","foul_tip",,,,,"8","null","R","R","L","TOR","BAL","S","null","null",1,0,2020,"1.1","0.3","-0.22","2.01","null","null","null",2,3,"Top","null","null",,,"643376",,"null",-8.26753581634722,-116.87651857801991,-2.101925199643768,11.5600301832256,19.436155477783128,-29.020844038915218,"3.37","1.57","null","null","null","81.1","1416","6.6",630871,547943,"643376","665489","624415","543768","605412","666971","545341","606192","53.92","null","null","null","null","null","null","null",16,"2","Changeup",0,0,0,0,0,0,0,0,"Standard","Standard"
"CH","2020-08-28","80.0","2.59","5.78","Hyun Jin Ryu",593643,547943,"null","ball",,,,,"12","null","R","R","L","TOR","BAL","B","null","null",0,0,2020,"0.9","0.3","1.82","3.19","null","null","null",2,3,"Top","null","null",,,"643376",,"null",-3.413557542378054,-116.61406111769617,0.4410911079983506,8.998575901470277,20.03982066117053,-30.060784661779643,"3.65","1.70","null","null","null","80.2","1303","6.2",630871,547943,"643376","665489","624415","543768","605412","666971","545341","606192","54.34","null","null","null","null","null","null","null",16,"1","Changeup",0,0,0,0,0,0,0,0,"Standard","Standard"
"FF","2020-08-28","91.5","2.34","5.72","Hyun Jin Ryu",656775,547943,"strikeout","foul_tip",,,,,"1","Cedric Mullins strikes out on a foul tip.  ","R","R","L","TOR","BAL","S",2,"null",1,2,2020,"0.7","1.1","-0.48","2.74","null","null","null",1,3,"Top","null","null",,,"643376",,"null",-8.766918041331893,-133.08151045236048,-4.023312324662526,10.560097914002831,26.592205064522016,-18.690948761289032,"3.25","1.53","null","null","null","92.3","2022","6.7",630871,547943,"643376","665489","624415","543768","605412","666971","545341","606192","53.85","null","null","0.00",1,0,0,"null",15,"4","4-Seam Fastball",0,0,0,0,0,0,0,0,"Standard","Strategic"
"CU","2020-08-28","72.6","2.23","6.03","Hyun Jin Ryu",656775,547943,"null","foul",,,,,"7","null","R","R","L","TOR","BAL","S","null","null",1,1,2020,"-1.1","-1.2","-0.65","1.77","null","null","null",1,3,"Top","null","null",,,"643376",,"null",-3.9546437921312663,-105.58838304729811,1.0214899786905385,-7.098759083119768,19.77899668571382,-41.53974464630198,"3.25","1.53","124","88.8","9","72.3","2563","6.3",630871,547943,"643376","665489","624415","543768","605412","666971","545341","606192","54.20","null","null","null","null","null","null","null",15,"3","Curveball",0,0,0,0,0,0,0,0,"Standard","Strategic"
"FC","2020-08-28","84.8","2.52","5.83","Hyun Jin Ryu",656775,547943,"null","called_strike",,,,,"8","null","R","R","L","TOR","BAL","S","null","null",1,0,2020,"-0.2","0.6","0.19","2.07","null","null","null",1,3,"Top","null","null",,,"643376",,"null",-5.019357503199825,-123.55213904491102,-3.810682412427065,-1.4543421633247993,21.957228380359904,-25.229629238944177,"3.37","1.65","null","null","null","85.5","2067","6.4",630871,547943,"643376","665489","624415","543768","605412","666971","545341","606192","54.09","null","null","null","null","null","null","null",15,"2","Cutter",0,0,0,0,0,0,0,0,"Standard","Standard"
"SI","2020-08-28","89.8","2.47","5.72","Hyun Jin Ryu",656775,547943,"null","ball",,,,,"13","null","R","R","L","TOR","BAL","B","null","null",0,0,2020,"1.5","0.7","-0.27","1.13","null","null","null",1,3,"Top","null","null",,,"643376",,"null",-10.050559638235764,-130.28729143221483,-6.851065940501514,19.5188999322285,27.95256036739519,-22.76343502656312,"3.35","1.72","null","null","null","89.9","1986","6.5",630871,547943,"643376","665489","624415","543768","605412","666971","545341","606192","53.96","null","null","null","null","null","null","null",15,"1","Sinker",0,0,0,0,0,0,0,0,"Strategic","Standard"
"FC","2020-08-28","85.7","2.41","5.90","Hyun Jin Ryu",623205,547943,"strikeout","swinging_strike",,,,,"9","Andrew Velazquez strikes out swinging.  ","R","R","L","TOR","BAL","S",2,"null",2,2,2020,"-0.1","0.6","0.42","1.85","null","null","null",0,3,"Top","null","null",,,"643376",,"null",-4.419030985881745,-124.88302951678948,-4.67142598049309,-0.7459327214668527,22.024397232589425,-24.846982597546198,"3.06","1.44","null","null","null","86.5","2009","6.4",630871,547943,"643376","665489","624415","543768","605412","666971","545341","606192","54.08","null","null","0.00",1,0,0,"null",14,"6","Cutter",0,0,0,0,0,0,0,0,"Standard","Standard"
"FF","2020-08-28","91.6","2.36","5.83","Hyun Jin Ryu",623205,547943,"null","foul",,,,,"2","null","R","R","L","TOR","BAL","S","null","null",2,2,2020,"1.0","1.1","0.04","2.74","null","null","null",0,3,"Top","null","null",,,"643376",,"null",-7.944279444641001,-133.116937587198,-4.287361109785383,13.175916074276298,28.586175996308917,-18.41078859166898,"3.06","1.44","201","71.6","46","91.7","2068","6.4",630871,547943,"643376","665489","624415","543768","605412","666971","545341","606192","54.10","null","null","null","null","null","null","null",14,"5","4-Seam Fastball",0,0,0,0,0,0,0,0,"Standard","Standard"
"FF","2020-08-28","89.8","2.33","5.86","Hyun Jin Ryu",623205,547943,"null","foul_bunt",,,,,"1","null","R","R","L","TOR","BAL","S","null","null",2,1,2020,"1.0","1.1","-0.74","2.79","null","null","null",0,3,"Top","null","null",,,"643376",,"null",-9.62299228127834,-130.46778271703235,-3.8862353866090706,12.925798438380381,26.83571546024101,-19.246554210979316,"3.06","1.44","null","null","null","90.0","2007","6.4",630871,547943,"643376","665489","624415","543768","605412","666971","545341","606192","54.07","null","null","null","null","null","null","null",14,"4","4-Seam Fastball",0,0,0,0,0,0,0,0,"Standard","Standard"
"CH","2020-08-28","77.4","2.65","5.71","Hyun Jin Ryu",623205,547943,"null","ball",,,,,"12","null","R","R","L","TOR","BAL","B","null","null",1,1,2020,"1.1","0.4","1.67","2.58","null","null","null",0,3,"Top","null","null",,,"643376",,"null",-4.148159902041498,-112.71141311405523,-0.49569582844712223,10.353181647307895,21.01993281735124,-28.694167702654607,"3.12","1.56","null","null","null","77.4","1373","6.3",630871,547943,"643376","665489","624415","543768","605412","666971","545341","606192","54.20","null","null","null","null","null","null","null",14,"3","Changeup",0,0,0,0,0,0,0,0,"Standard","Standard"
"FF","2020-08-28","88.8","2.37","5.87","Hyun Jin Ryu",623205,547943,"null","ball",,,,,"12","null","R","R","L","TOR","BAL","B","null","null",0,1,2020,"0.8","1.1","0.48","4.09","null","null","null",0,3,"Top","null","null",,,"643376",,"null",-6.394231563404025,-129.16003848781077,-0.6584966393010041,10.651544990387361,26.962678539895204,-19.548026652333007,"3.16","1.60","null","null","null","88.9","1944","6.4",630871,547943,"643376","665489","624415","543768","605412","666971","545341","606192","54.11","null","null","null","null","null","null","null",14,"2","4-Seam Fastball",0,0,0,0,0,0,0,0,"Standard","Standard"
"SI","2020-08-28","88.6","2.40","5.86","Hyun Jin Ryu",623205,547943,"null","foul_bunt",,,,,"9","null","R","R","L","TOR","BAL","S","null","null",0,0,2020,"1.5","0.7","0.59","1.88","null","null","null",0,3,"Top","null","null",,,"643376",,"null",-7.452516502129652,-128.7011934513599,-5.085664770049253,17.85132048849896,27.308697745437943,-23.49917313379731,"3.06","1.44","1","null","null","88.3","1936","6.2",630871,547943,"643376","665489","624415","543768","605412","666971","545341","606192","54.27","null","null","null","null","null","null","null",14,"1","Sinker",0,0,0,0,0,0,0,0,"Standard","Standard"
"CH","2020-08-28","79.6","2.64","5.71","Hyun Jin Ryu",642162,547943,"force_out","hit_into_play",,,,,"14","Pat Valaika grounds into a force out, shortstop Joe Panik to second baseman Cavan Biggio.   Ryan Mountcastle out at 2nd.  ","R","R","L","TOR","BAL","X",6,"ground_ball",1,2,2020,"1.1","0.0","0.99","2.14","null","null",663624,2,2,"Top","108.70","135.85",,,"643376",,"null",-5.658446905634414,-115.82141846052447,-1.1091017613236194,10.719517506502639,22.913181352064488,-31.884228575599895,"3.17","1.53","14","87.6","-9","79.7","1406","6.5",630871,547943,"643376","665489","624415","543768","605412","666971","545341","606192","54.03","0.164","0.148","0.00",1,0,0,2,10,"5","Changeup",0,0,0,0,0,0,0,0,"Standard","Standard"
"FF","2020-08-28","90.3","2.35","5.86","Hyun Jin Ryu",642162,547943,"null","foul",,,,,"11","null","R","R","L","TOR","BAL","S","null","null",1,2,2020,"0.7","1.3","-0.90","3.02","null","null",663624,2,2,"Top","null","null",,,"643376",,"null",-9.569915697348018,-131.14241894173122,-3.7857945771028643,10.12134376904529,28.581837351472117,-16.971073490620675,"3.17","1.53","null","null","null","90.3","2024","6.5",630871,547943,"643376","665489","624415","543768","605412","666971","545341","606192","54.02","null","null","null","null","null","null","null",10,"4","4-Seam Fastball",0,0,0,0,0,0,0,0,"Standard","Standard"
"FF","2020-08-28","90.3","2.35","5.92","Hyun Jin Ryu",642162,547943,"null","ball",,,,,"12","null","R","R","L","TOR","BAL","B","null","null",0,2,2020,"0.8","1.2","0.62","4.14","null","null",663624,2,2,"Top","null","null",,,"643376",,"null",-5.934727416890184,-131.31026029564222,-1.0117876085453803,10.174774879978125,31.338658652131997,-18.069637110114837,"3.37","1.74","null","null","null","90.0","1996","6.4",630871,547943,"643376","665489","624415","543768","605412","666971","545341","606192","54.10","null","null","null","null","null","null","null",10,"3","4-Seam Fastball",0,0,0,0,0,0,0,0,"Standard","Standard"
"FC","2020-08-28","86.3","2.38","5.95","Hyun Jin Ryu",642162,547943,"null","foul",,,,,"4","null","R","R","L","TOR","BAL","S","null","null",0,1,2020,"0.1","0.4","-0.35","2.55","null","null",663624,2,2,"Top","null","null",,,"643376",,"null",-6.599800407193077,-125.51602947504155,-2.7360509035112326,1.8771920415075614,24.2798303344221,-27.356673559507637,"3.17","1.53","159","58.7","49","86.4","2033","6.3",630871,547943,"643376","665489","624415","543768","605412","666971","545341","606192","54.22","null","null","null","null","null","null","null",10,"2","Cutter",0,0,0,0,0,0,0,0,"Standard","Standard"
"FF","2020-08-28","89.1","2.36","5.91","Hyun Jin Ryu",642162,547943,"null","called_strike",,,,,"5","null","R","R","L","TOR","BAL","S","null","null",0,0,2020,"1.0","1.0","-0.24","2.64","null","null",663624,2,2,"Top","null","null",,,"643376",,"null",-8.462710257478431,-129.45527595982122,-4.144307939239331,12.822391387563338,28.839695978207132,-19.80866519451421,"3.28","1.63","null","null","null","88.9","2063","6.4",630871,547943,"643376","665489","624415","543768","605412","666971","545341","606192","54.09","null","null","null","null","null","null","null",10,"1","4-Seam Fastball",0,0,0,0,0,0,0,0,"Standard","Standard"
"CU","2020-08-28","73.0","2.15","6.10","Hyun Jin Ryu",663624,547943,"single","hit_into_play_no_out",,,,,"6","Ryan Mountcastle singles on a line drive to right fielder Teoscar Hernandez.  ","R","R","L","TOR","BAL","X",9,"line_drive",1,2,2020,"-1.0","-1.1","0.54","2.65","null","null","null",2,2,"Top","163.97","110.29",,,"643376",,"null",-1.4875369402814511,-106.1764119578749,2.4020057563611905,-7.401202332329904,19.230547046416206,-41.30857423642196,"3.49","1.60","175","97.9","7","72.7","2624","6.2",630871,547943,"643376","665489","624415","543768","605412","666971","545341","606192","54.26","0.550","0.495","0.90",1,1,0,4,9,"4","Curveball",0,0,0,0,0,0,0,0,"Standard","Standard"
"FC","2020-08-28","84.3","2.46","5.91","Hyun Jin Ryu",663624,547943,"null","ball",,,,,"14","null","R","R","L","TOR","BAL","B","null","null",0,2,2020,"-0.3","0.3","1.46","2.37","null","null","null",2,2,"Top","null","null",,,"643376",,"null",-1.6771738244090275,-122.79522188397878,-2.5996988029667305,-3.0487363675036905,23.6625534403879,-28.337806904570154,"3.69","1.87","null","null","null","84.6","2019","6.4",630871,547943,"643376","665489","624415","543768","605412","666971","545341","606192","54.11","null","null","null","null","null","null","null",9,"3","Cutter",0,0,0,0,0,0,0,0,"Standard","Standard"
"FF","2020-08-28","90.3","2.33","5.84","Hyun Jin Ryu",663624,547943,"null","swinging_strike",,,,,"12","null","R","R","L","TOR","BAL","S","null","null",0,1,2020,"0.6","1.3","0.00","3.85","null","null","null",2,2,"Top","null","null",,,"643376",,"null",-7.106144291178193,-131.24507057466997,-1.8080604363556678,8.707966532314071,29.581544072825572,-16.58049058092191,"3.49","1.60","null","null","null","90.0","2084","6.3",630871,547943,"643376","665489","624415","543768","605412","666971","545341","606192","54.17","null","null","null","null","null","null","null",9,"2","4-Seam Fastball",0,0,0,0,0,0,0,0,"Standard","Standard"
"SI","2020-08-28","89.6","2.42","5.75","Hyun Jin Ryu",663624,547943,"null","foul",,,,,"6","null","R","R","L","TOR","BAL","S","null","null",0,0,2020,"1.3","0.8","0.63","2.24","null","null","null",2,2,"Top","null","null",,,"643376",,"null",-7.087559059694334,-130.20196739573376,-4.237587317834294,15.874853494954733,27.899701407634737,-22.88242213020892,"3.49","1.60","242","79.2","49","89.4","1981","6.3",630871,547943,"643376","665489","624415","543768","605412","666971","545341","606192","54.21","null","null","null","null","null","null","null",9,"1","Sinker",0,0,0,0,0,0,0,0,"Standard","Standard"
"FC","2020-08-28","85.9","2.45","5.84","Hyun Jin Ryu",600474,547943,"strikeout","called_strike",,,,,"9","Pedro Severino called out on strikes.  ","R","R","L","TOR","BAL","S",2,"null",3,2,2020,"-0.4","0.3","0.46","1.96","null","null","null",1,2,"Top","null","null",,,"643376",,"null",-3.8334277076467473,-125.18026069249122,-3.509870383499883,-3.8878189764689934,23.927834399884564,-29.053864458882472,"3.47","1.72","null","null","null","86.4","2086","6.4",630871,547943,"643376","665489","624415","543768","605412","666971","545341","606192","54.10","null","null","0.00",1,0,0,"null",8,"6","Cutter",0,0,0,0,0,0,0,0,"Standard","Strategic"
"FF","2020-08-28","91.3","2.33","5.86","Hyun Jin Ryu",600474,547943,"null","called_strike",,,,,"13","null","R","R","L","TOR","BAL","S","null","null",3,1,2020,"0.9","1.2","-0.84","2.48","null","null","null",1,2,"Top","null","null",,,"643376",,"null",-9.831002373816919,-132.6015436093898,-5.202640144145168,12.19416818835997,28.994935247534375,-17.054007929055953,"3.40","1.75","null","null","null","91.4","2143","6.5",630871,547943,"643376","665489","624415","543768","605412","666971","545341","606192","54.02","null","null","null","null","null","null","null",8,"5","4-Seam Fastball",0,0,0,0,0,0,0,0,"Standard","Strategic"
"CH","2020-08-28","79.8","2.63","5.75","Hyun Jin Ryu",600474,547943,"null","called_strike",,,,,"5","null","R","R","L","TOR","BAL","S","null","null",3,0,2020,"1.0","0.9","0.17","2.33","null","null","null",1,2,"Top","null","null",,,"643376",,"null",-7.351077903168942,-115.95327153051113,-2.4675765098099145,10.734319544065059,22.726526308515233,-23.63417341288271,"3.49","1.66","null","null","null","79.7","1641","6.4",630871,547943,"643376","665489","624415","543768","605412","666971","545341","606192","54.12","null","null","null","null","null","null","null",8,"4","Changeup",0,0,0,0,0,0,0,0,"Standard","Strategic"
"CH","2020-08-28","80.7","2.47","5.79","Hyun Jin Ryu",600474,547943,"null","ball",,,,,"13","null","R","R","L","TOR","BAL","B","null","null",2,0,2020,"1.0","0.9","-0.91","1.22","null","null","null",1,2,"Top","null","null",,,"643376",,"null",-9.46784253763163,-117.11608891829349,-5.101138305629691,11.160250767167271,23.00792770435646,-23.424937294731677,"3.45","1.68","null","null","null","80.7","1692","6.5",630871,547943,"643376","665489","624415","543768","605412","666971","545341","606192","54.00","null","null","null","null","null","null","null",8,"3","Changeup",0,0,0,0,0,0,0,0,"Standard","Strategic"
"CH","2020-08-28","80.5","2.51","5.80","Hyun Jin Ryu",600474,547943,"null","ball",,,,,"14","null","R","R","L","TOR","BAL","B","null","null",1,0,2020,"1.2","0.6","1.68","1.92","null","null","null",1,2,"Top","null","null",,,"643376",,"null",-4.193410524802963,-117.08739103757807,-2.9627179675638056,12.139778896148004,24.994697291749496,-26.49788371529624,"3.44","1.62","null","null","null","80.3","1660","6.4",630871,547943,"643376","665489","624415","543768","605412","666971","545341","606192","54.05","null","null","null","null","null","null","null",8,"2","Changeup",0,0,0,0,0,0,0,0,"Standard","Strategic"
"SI","2020-08-28","89.7","2.50","5.87","Hyun Jin Ryu",600474,547943,"null","ball",,,,,"14","null","R","R","L","TOR","BAL","B","null","null",0,0,2020,"1.4","0.9","1.14","1.52","null","null","null",1,2,"Top","null","null",,,"643376",,"null",-6.451979479043186,-130.33351811588795,-6.625301941489765,17.83130123364866,28.19705829435394,-20.872984905777113,"3.53","1.79","null","null","null","89.9","1924","6.5",630871,547943,"643376","665489","624415","543768","605412","666971","545341","606192","53.96","null","null","null","null","null","null","null",8,"1","Sinker",0,0,0,0,0,0,0,0,"Standard","Strategic"
"CU","2020-08-28","72.4","2.11","6.17","Hyun Jin Ryu",600524,547943,"strikeout","swinging_strike_blocked",,,,,"13","Renato Nunez strikes out swinging, catcher Danny Jansen to first baseman Vladimir Guerrero Jr. ","R","R","L","TOR","BAL","S",2,"null",1,2,2020,"-1.0","-1.4","-0.48","0.93","null","null","null",0,2,"Top","null","null",,,"643376",,"null",-3.4088617408930912,-105.24805674738644,-0.3704101227851524,-6.788471447899239,22.94633289377927,-42.77380216319832,"3.43","1.64","null","null","null","71.6","2541","6.4",630871,547943,"643376","665489","624415","543768","605412","666971","545341","606192","54.12","null","null","0.00",1,0,0,"null",7,"4","Curveball",0,0,0,0,0,0,0,0,"Infield shift","Strategic"
"FF","2020-08-28","88.8","2.30","6.02","Hyun Jin Ryu",600524,547943,"null","foul",,,,,"11","null","R","R","L","TOR","BAL","S","null","null",1,1,2020,"0.7","1.3","-0.88","3.14","null","null","null",0,2,"Top","null","null",,,"643376",,"null",-9.32735549778346,-128.9629837075852,-3.659749366701804,10.224179285962775,28.78071796152958,-17.064235968291243,"3.43","1.64","122","73.9","80","88.5","2059","6.4",630871,547943,"643376","665489","624415","543768","605412","666971","545341","606192","54.13","null","null","null","null","null","null","null",7,"3","4-Seam Fastball",0,0,0,0,0,0,0,0,"Infield shift","Strategic"
"FC","2020-08-28","84.6","2.12","6.13","Hyun Jin Ryu",600524,547943,"null","foul",,,,,"1","null","R","R","L","TOR","BAL","S","null","null",1,0,2020,"-0.2","0.7","-0.47","3.06","null","null","null",0,2,"Top","null","null",,,"643376",,"null",-5.534845363043631,-123.2778912854676,-2.2294934076653896,-1.5463328442875366,22.27164159328337,-25.023044151688946,"3.43","1.64","121","73.7","10","84.8","1920","6.1",630871,547943,"643376","665489","624415","543768","605412","666971","545341","606192","54.35","null","null","null","null","null","null","null",7,"2","Cutter",0,0,0,0,0,0,0,0,"Infield shift","Standard"
"SI","2020-08-28","87.2","2.49","5.99","Hyun Jin Ryu",600524,547943,"null","ball",,,,,"12","null","R","R","L","TOR","BAL","B","null","null",0,0,2020,"1.4","0.7","1.17","3.23","null","null","null",0,2,"Top","null","null",,,"643376",,"null",-6.041808597922754,-126.79785044755936,-1.9306202921453255,16.390738513722358,26.249911242645265,-24.265639753353295,"3.62","1.80","null","null","null","86.9","1826","6.2",630871,547943,"643376","665489","624415","543768","605412","666971","545341","606192","54.34","null","null","null","null","null","null","null",7,"1","Sinker",0,0,0,0,0,0,0,0,"Infield shift","Standard"
"FF","2020-08-28","89.4","2.44","5.88","Hyun Jin Ryu",578428,547943,"grounded_into_double_play","hit_into_play",,,,,"1","Jose Iglesias grounds into a double play, shortstop Joe Panik to first baseman Vladimir Guerrero Jr.  Hanser Alberto out at 2nd.    Jose Iglesias out at 1st.  ","R","R","L","TOR","BAL","X",6,"ground_ball",1,2,2020,"0.8","1.0","-0.40","2.91","null","null",593643,1,1,"Top","121.61","167.90",,,"643376",,"null",-8.760331950834287,-129.94905420406937,-3.3490514783449568,11.17584092710724,25.971430797793463,-20.761704371990653,"3.06","1.41","19","79.6","-8","89.8","2026","6.5",630871,547943,"643376","665489","624415","543768","605412","666971","545341","606192","54.03","0.186","0.183","0.00",1,0,0,2,3,"4","4-Seam Fastball",0,0,0,0,0,0,0,0,"Standard","Standard"
"CU","2020-08-28","70.9","2.25","6.12","Hyun Jin Ryu",578428,547943,"null","called_strike",,,,,"6","null","R","R","L","TOR","BAL","S","null","null",1,1,2020,"-1.1","-1.1","0.48","2.58","null","null",593643,1,1,"Top","null","null",,,"643376",,"null",-1.5760358427539982,-103.22680234338839,2.484407834449269,-7.699328586395481,18.395464591603645,-40.490779304943935,"3.21","1.59","null","null","null","70.6","2509","6.2",630871,547943,"643376","665489","624415","543768","605412","666971","545341","606192","54.34","null","null","null","null","null","null","null",3,"3","Curveball",0,0,0,0,0,0,0,0,"Standard","Standard"
"FC","2020-08-28","85.7","2.47","6.02","Hyun Jin Ryu",578428,547943,"null","called_strike",,,,,"2","null","R","R","L","TOR","BAL","S","null","null",1,0,2020,"-0.1","0.6","0.19","3.05","null","null",593643,1,1,"Top","null","null",,,"643376",,"null",-5.268812216503118,-124.88745419467273,-2.1248374943867594,0.21729612113688618,21.09776784419023,-25.481342109389445,"3.14","1.54","null","null","null","86.6","1960","6.4",630871,547943,"643376","665489","624415","543768","605412","666971","545341","606192","54.08","null","null","null","null","null","null","null",3,"2","Cutter",0,0,0,0,0,0,0,0,"Standard","Standard"
"FF","2020-08-28","88.4","2.49","6.03","Hyun Jin Ryu",578428,547943,"null","ball",,,,,"12","null","R","R","L","TOR","BAL","B","null","null",0,0,2020,"0.9","1.0","0.41","4.10","null","null",593643,1,1,"Top","null","null",,,"643376",,"null",-6.944939535345348,-128.57497131076195,-0.7016521370332173,11.466529737028832,26.225233395611323,-21.127496368280724,"3.21","1.57","null","null","null","88.4","1974","6.3",630871,547943,"643376","665489","624415","543768","605412","666971","545341","606192","54.20","null","null","null","null","null","null","null",3,"1","4-Seam Fastball",0,0,0,0,0,0,0,0,"Standard","Standard"
"FF","2020-08-28","89.5","2.40","5.95","Hyun Jin Ryu",623993,547943,"field_out","hit_into_play",,,,,"4","Anthony Santander lines out to center fielder Randal Grichuk.  ","R","R","L","TOR","BAL","X",8,"line_drive",2,2,2020,"1.0","1.1","-0.71","2.49","null","null",593643,0,1,"Top","97.76","51.84",,,"643376",,"null",-9.744828899495593,-129.88048017019545,-4.790167350934978,13.240816417340334,30.178582972886172,-18.84364151173179,"3.31","1.62","355","92.5","29","89.2","2073","6.5",630871,547943,"643376","665489","624415","543768","605412","666971","545341","606192","54.02","0.143","0.185","0.00",1,0,0,3,2,"5","4-Seam Fastball",0,0,0,0,0,0,0,0,"Standard","Standard"
"CH","2020-08-28","79.9","2.72","5.85","Hyun Jin Ryu",623993,547943,"null","foul",,,,,"5","null","R","R","L","TOR","BAL","S","null","null",2,1,2020,"0.8","1.1","0.17","2.20","null","null",593643,0,1,"Top","null","null",,,"643376",,"null",-7.149544309476511,-116.14112450936966,-3.256295331941568,8.643842162257748,23.474846340796578,-22.19055865691179,"3.31","1.62","183","92.3","13","79.8","1612","6.5",630871,547943,"643376","665489","624415","543768","605412","666971","545341","606192","54.03","null","null","null","null","null","null","null",2,"4","Changeup",0,0,0,0,0,0,0,0,"Standard","Standard"
