"pitch_type","game_date","release_speed","release_pos_x","release_pos_z","player_name","batter","pitcher","events","description","spin_dir","spin_rate_deprecated","break_angle_deprecated","break_length_deprecated","zone","des","game_type","stand","p_throws","home_team","away_team","type","hit_location","bb_type","balls","strikes","game_year","pfx_x","pfx_z","plate_x","plate_z","on_3b","on_2b","on_1b","outs_when_up","inning","inning_topbot","hc_x","hc_y","tfs_deprecated","tfs_zulu_deprecated","fielder_2","umpire","sv_id","vx0","vy0","vz0","ax","ay","az","sz_top","sz_bot","hit_distance_sc","launch_speed","launch_angle","effective_speed","release_spin_rate","release_extension","game_pk","pitcher","fielder_2","fielder_3","fielder_4","fielder_5","fielder_6","fielder_7","fielder_8","fielder_9","release_pos_y","estimated_ba_using_speedangle","estimated_woba_using_speedangle","woba_value","woba_denom","babip_value","iso_value","launch_speed_angle","at_bat_number","pitch_number","pitch_name","home_score","away_score","bat_score","fld_score","post_away_score","post_home_score","post_bat_score","post_fld_score","if_fielding_alignment","of_fielding_alignment"
"FC","2020-09-19","82.0","2.64","5.67","Hyun Jin Ryu",457803,547943,"field_out","hit_into_play",,,,,"5","Jay Bruce flies out to right fielder Cavan Biggio.  ","R","L","L","PHI","TOR","X",9,"fly_ball",3,2,2020,"-0.2","0.3","-0.25","2.94","null","null","null",1,6,"Bot","159.99","118.51",,,"643376",,"null",-6.076161045941341,-119.29007113582274,-0.1968749097632032,-1.2240163424043329,22.545555410565548,-29.60234531068292,"3.62","1.75","211","81.6","51","82.4","2106","6.5",631123,547943,"643376","543768","542340","605412","666182","666971","545341","624415","54.00","0.000","0.000","0.00",1,0,0,3,46,"6","Cutter",2,1,2,1,1,2,2,1,"Infield shift","Standard"
"FC","2020-09-19","83.4","2.59","5.79","Hyun Jin Ryu",457803,547943,"null","ball",,,,,"13","null","R","L","L","PHI","TOR","B","null","null",2,2,2020,"-0.3","0.5","-1.18","2.50","null","null","null",1,6,"Bot","null","null",,,"643376",,"null",-8.224338910556098,-121.2994830249156,-2.1253706359397357,-0.8601254164025859,23.928498757311203,-27.009088334700387,"3.58","1.81","null","null","null","83.8","2005","6.6",631123,547943,"643376","543768","542340","605412","666182","666971","545341","624415","53.90","null","null","null","null","null","null","null",46,"5","Cutter",2,1,2,1,1,2,2,1,"Infield shift","Standard"
"CH","2020-09-19","77.9","2.75","5.57","Hyun Jin Ryu",457803,547943,"null","ball",,,,,"13","null","R","L","L","PHI","TOR","B","null","null",1,2,2020,"1.5","0.3","-1.44","0.42","null","null","null",1,6,"Bot","null","null",,,"643376",,"null",-11.730713874702897,-112.79100238536418,-4.648907222555213,14.79435181737415,21.67280317184261,-28.799733411693907,"3.58","1.75","null","null","null","78.0","1318","6.7",631123,547943,"643376","543768","542340","605412","666182","666971","545341","624415","53.77","null","null","null","null","null","null","null",46,"4","Changeup",2,1,2,1,1,2,2,1,"Infield shift","Standard"
"CH","2020-09-19","78.7","2.78","5.53","Hyun Jin Ryu",457803,547943,"null","swinging_strike",,,,,"7","null","R","L","L","PHI","TOR","S","null","null",1,1,2020,"1.3","0.2","-0.80","1.67","null","null","null",1,6,"Bot","null","null",,,"643376",,"null",-10.202859672560566,-114.18312127357443,-1.8380019136744847,13.02033903760909,20.87202248645368,-30.545094202322165,"3.62","1.75","null","null","null","79.3","1279","6.9",631123,547943,"643376","543768","542340","605412","666182","666971","545341","624415","53.64","null","null","null","null","null","null","null",46,"3","Changeup",2,1,2,1,1,2,2,1,"Infield shift","Standard"
"CH","2020-09-19","77.2","2.58","5.61","Hyun Jin Ryu",457803,547943,"null","ball",,,,,"13","null","R","L","L","PHI","TOR","B","null","null",0,1,2020,"1.2","0.4","-0.99","1.02","null","null","null",1,6,"Bot","null","null",,,"643376",,"null",-9.905614190191104,-112.02702275067382,-3.5493922820832338,12.233491533266207,19.130512773696395,-28.29797677650431,"3.61","1.77","null","null","null","77.7","1474","6.6",631123,547943,"643376","543768","542340","605412","666182","666971","545341","624415","53.86","null","null","null","null","null","null","null",46,"2","Changeup",2,1,2,1,1,2,2,1,"Infield shift","Standard"
"FC","2020-09-19","82.2","2.37","5.79","Hyun Jin Ryu",457803,547943,"null","swinging_strike",,,,,"13","null","R","L","L","PHI","TOR","S","null","null",0,0,2020,"-0.4","0.5","-1.01","2.23","null","null","null",1,6,"Bot","null","null",,,"643376",,"null",-6.994657914688132,-119.59689264636167,-2.5022172878895814,-2.0859975414334695,23.327510654867993,-27.024665628933974,"3.62","1.75","null","null","null","82.6","2025","6.6",631123,547943,"643376","543768","542340","605412","666182","666971","545341","624415","53.94","null","null","null","null","null","null","null",46,"1","Cutter",2,1,2,1,1,2,2,1,"Infield shift","Standard"
"CH","2020-09-19","78.5","2.44","5.69","Hyun Jin Ryu",594838,547943,"field_out","hit_into_play",,,,,"5","Phil Gosselin pops out to shortstop Bo Bichette.  ","R","R","L","PHI","TOR","X",6,"popup",2,1,2020,"1.4","1.1","0.11","2.43","null","null","null",0,6,"Bot","113.78","115.32",,,"643376",,"null",-7.646024671859725,-114.09884092567734,-2.193796293564492,13.556023578031676,20.736037278322968,-22.552686613978395,"3.31","1.61","206","90.7","56","78.7","1284","6.5",631123,547943,"643376","543768","542340","605412","666182","666971","545341","624415","54.03","0.007","0.008","0.00",1,0,0,3,45,"4","Changeup",2,1,2,1,1,2,2,1,"Standard","Standard"
"FC","2020-09-19","82.6","2.30","5.88","Hyun Jin Ryu",594838,547943,"null","ball",,,,,"12","null","R","R","L","PHI","TOR","B","null","null",1,1,2020,"0.3","0.9","0.49","3.85","null","null","null",0,6,"Bot","null","null",,,"643376",,"null",-4.629445686686861,-120.33899803488312,0.027821821224989995,3.3460387143413834,21.30622450361419,-23.391893875163532,"3.35","1.71","null","null","null","83.1","1935","6.3",631123,547943,"643376","543768","542340","605412","666182","666971","545341","624415","54.17","null","null","null","null","null","null","null",45,"3","Cutter",2,1,2,1,1,2,2,1,"Standard","Standard"
"CH","2020-09-19","77.1","2.55","5.67","Hyun Jin Ryu",594838,547943,"null","ball",,,,,"14","null","R","R","L","PHI","TOR","B","null","null",0,1,2020,"1.5","0.7","1.78","2.42","null","null","null",0,6,"Bot","null","null",,,"643376",,"null",-4.474269423871574,-112.1682736291389,-1.2328079775777954,13.865782870800453,21.353347926149755,-26.094820379415573,"3.37","1.70","null","null","null","77.2","1293","6.5",631123,547943,"643376","543768","542340","605412","666182","666971","545341","624415","53.99","null","null","null","null","null","null","null",45,"2","Changeup",2,1,2,1,1,2,2,1,"Standard","Standard"
"CU","2020-09-19","69.7","2.36","6.16","Hyun Jin Ryu",594838,547943,"null","foul_bunt",,,,,"9","null","R","R","L","PHI","TOR","S","null","null",0,0,2020,"-1.0","-1.1","0.42","1.64","null","null","null",0,6,"Bot","null","null",,,"643376",,"null",-2.0532259757943963,-101.42187745155512,1.03094466451674,-6.519028856707083,19.403546403373056,-40.34841567701765,"3.31","1.61","4","null","null","69.1","2374","6.2",631123,547943,"643376","543768","542340","605412","666182","666971","545341","624415","54.26","null","null","null","null","null","null","null",45,"1","Curveball",2,1,2,1,1,2,2,1,"Standard","Standard"
"FC","2020-09-19","83.9","2.31","5.85","Hyun Jin Ryu",544369,547943,"field_out","hit_into_play",,,,,"4","Didi Gregorius lines out to left fielder Lourdes Gurriel Jr. ","R","L","L","PHI","TOR","X",7,"line_drive",0,0,2020,"-0.1","0.6","-0.73","2.81",656514,457705,547180,2,5,"Bot","79.69","81.76",,,"643376",,"null",-6.821236585069451,-122.00412297355432,-1.8835331235449813,0.15200647091340494,23.917997230808023,-25.678872503651192,"3.36","1.67","300","89.0","22","84.3","2006","6.6",631123,547943,"643376","543768","542340","605412","666182","666971","545341","624415","53.92","0.236","0.212","0.00",1,0,0,3,41,"1","Cutter",2,1,2,1,1,2,2,1,"Standard","Standard"
"CU","2020-09-19","74.2","2.12","6.06","Hyun Jin Ryu",516416,547943,"strikeout","swinging_strike",,,,,"13","Jean Segura strikes out swinging.  ","R","R","L","PHI","TOR","S",2,"null",1,2,2020,"-0.9","-1.3","-0.58","1.20",656514,457705,547180,1,5,"Bot","null","null",,,"643376",,"null",-3.884793584107328,-107.88629684617565,-0.32938445477868816,-6.471335129839019,22.023142034266897,-42.24855834723714,"3.17","1.54","null","null","null","73.7","2532","6.4",631123,547943,"643376","543768","542340","605412","666182","666971","545341","624415","54.13","null","null","0.00",1,0,0,"null",40,"4","Curveball",2,1,2,1,1,2,2,1,"Standard","Standard"
"FF","2020-09-19","89.3","2.22","5.84","Hyun Jin Ryu",516416,547943,"null","ball",,,,,"11","null","R","R","L","PHI","TOR","B","null","null",0,2,2020,"0.8","1.4","-0.24","4.65",656514,457705,547180,1,5,"Bot","null","null",,,"643376",,"null",-7.749057663312483,-129.8079799514566,0.13520502866982353,10.653756080339576,29.4023895584972,-16.372642051217593,"3.11","1.54","null","null","null","89.4","1953","6.6",631123,547943,"643376","543768","542340","605412","666182","666971","545341","624415","53.92","null","null","null","null","null","null","null",40,"3","4-Seam Fastball",2,1,2,1,1,2,2,1,"Standard","Standard"
"FC","2020-09-19","85.5","2.34","5.89","Hyun Jin Ryu",516416,547943,"null","foul",,,,,"1","null","R","R","L","PHI","TOR","S","null","null",0,1,2020,"0.1","0.9","-0.35","2.89",656514,457705,547180,1,5,"Bot","null","null",,,"643376",,"null",-6.5268460789703155,-124.53781249690235,-2.6233623848249246,1.84206341502564,22.333023580186712,-22.79912629888771,"3.17","1.54","null","null","null","86.5","1949","6.6",631123,547943,"643376","543768","542340","605412","666182","666971","545341","624415","53.86","null","null","null","null","null","null","null",40,"2","Cutter",2,1,2,1,1,2,2,1,"Standard","Standard"
"FC","2020-09-19","85.5","2.39","5.85","Hyun Jin Ryu",516416,547943,"null","called_strike",,,,,"5","null","R","R","L","PHI","TOR","S","null","null",0,0,2020,"0.1","0.9","-0.19","2.03",656514,457705,547180,1,5,"Bot","null","null",,,"643376",,"null",-6.381537113458779,-124.42378723498949,-4.511627188583454,2.416463054368403,23.340942401808544,-22.527646152709035,"3.14","1.53","null","null","null","86.4","1974","6.7",631123,547943,"643376","543768","542340","605412","666182","666971","545341","624415","53.79","null","null","null","null","null","null","null",40,"1","Cutter",2,1,2,1,1,2,2,1,"Standard","Standard"
"CU","2020-09-19","73.2","2.15","6.05","Hyun Jin Ryu",547180,547943,"single","hit_into_play_no_out",,,,,"13","Bryce Harper singles on a line drive to right fielder Cavan Biggio.   Adam Haseley to 3rd.    Andrew McCutchen to 2nd.  ","R","L","L","PHI","TOR","X",9,"line_drive",1,2,2020,"-0.9","-1.3","-0.55","0.73","null",656514,457705,1,5,"Bot","149.13","125.69",,,"643376",,"null",-3.8528563269961396,-106.50224347426109,-1.1001777194913946,-6.196802594575918,21.40563384021999,-41.65511264989227,"3.21","1.65","188","79.3","13","73.0","2495","6.5",631123,547943,"643376","543768","542340","605412","666182","666971","545341","624415","53.99","0.529","0.476","0.90",1,1,0,4,39,"4","Curveball",2,1,2,1,1,2,2,1,"Infield shift","Strategic"
"FC","2020-09-19","84.7","2.29","5.83","Hyun Jin Ryu",547180,547943,"null","ball",,,,,"13","null","R","L","L","PHI","TOR","B","null","null",0,2,2020,"-0.1","0.3","-2.10","1.27","null",656514,457705,1,5,"Bot","null","null",,,"643376",,"null",-9.99830168210088,-123.02834267536795,-4.924384207441406,0.4779244812787212,23.263909635778706,-28.314388572794993,"3.00","1.74","null","null","null","85.1","2013","6.5",631123,547943,"643376","543768","542340","605412","666182","666971","545341","624415","53.96","null","null","null","null","null","null","null",39,"3","Cutter",2,1,2,1,1,2,2,1,"Infield shift","Strategic"
"CH","2020-09-19","77.8","2.71","5.49","Hyun Jin Ryu",547180,547943,"null","foul",,,,,"13","null","R","L","L","PHI","TOR","S","null","null",0,1,2020,"1.1","0.5","-0.16","1.50","null",656514,457705,1,5,"Bot","null","null",,,"643376",,"null",-8.282745392477722,-113.02180401887618,-2.5735968140186127,11.248431522828486,20.19348972199444,-27.61717957529756,"3.21","1.65","null","null","null","78.3","1273","6.7",631123,547943,"643376","543768","542340","605412","666182","666971","545341","624415","53.80","null","null","null","null","null","null","null",39,"2","Changeup",2,1,2,1,1,2,2,1,"Infield shift","Strategic"
"FC","2020-09-19","84.5","2.51","5.82","Hyun Jin Ryu",547180,547943,"null","foul",,,,,"3","null","R","L","L","PHI","TOR","S","null","null",0,0,2020,"0.0","0.6","0.47","3.11","null",656514,457705,1,5,"Bot","null","null",,,"643376",,"null",-4.78982072438486,-123.06992033939001,-1.1910737608787316,0.8254163619145884,22.907791394261444,-26.04619449051143,"3.21","1.65","167","67.6","57","85.3","1967","6.6",631123,547943,"643376","543768","542340","605412","666182","666971","545341","624415","53.89","null","null","null","null","null","null","null",39,"1","Cutter",2,1,2,1,1,2,2,1,"Infield shift","Strategic"
"CH","2020-09-19","79.9","2.60","5.60","Hyun Jin Ryu",457705,547943,"single","hit_into_play_score",,,,,"14","Andrew McCutchen singles on a ground ball to center fielder Randal Grichuk.   Andrew Knapp scores.    Adam Haseley to 2nd.  ","R","R","L","PHI","TOR","X",8,"ground_ball",2,1,2020,"1.2","0.4","0.92","1.86",595284,"null",656514,1,5,"Bot","121.09","97.84",,,"643376",,"null",-6.086942599164866,-116.16115343129911,-2.299055824517794,12.33789821971726,21.59170888400474,-28.16345137851458,"3.38","1.61","13","100.3","-8","80.5","1363","6.8",631123,547943,"643376","543768","542340","605412","666182","666971","545341","624415","53.75","0.257","0.231","0.90",1,1,0,2,38,"4","Changeup",1,1,1,1,1,1,1,1,"Standard","Standard"
"CH","2020-09-19","79.6","2.57","5.59","Hyun Jin Ryu",457705,547943,"null","ball",,,,,"14","null","R","R","L","PHI","TOR","B","null","null",1,1,2020,"1.1","0.5","1.58","2.12",595284,"null",656514,1,5,"Bot","null","null",,,"643376",,"null",-4.197597206755912,-115.88497536228392,-1.7285069708556753,10.311333495997422,22.466700796211697,-27.870290624807474,"3.44","1.61","null","null","null","80.1","1413","6.7",631123,547943,"643376","543768","542340","605412","666182","666971","545341","624415","53.78","null","null","null","null","null","null","null",38,"3","Changeup",1,1,1,1,1,1,1,1,"Standard","Standard"
"FC","2020-09-19","87.0","2.29","5.87","Hyun Jin Ryu",457705,547943,"null","ball",,,,,"13","null","R","R","L","PHI","TOR","B","null","null",0,1,2020,"0.0","0.8","-1.02","1.91",595284,"null",656514,1,5,"Bot","null","null",,,"643376",,"null",-8.079385178087449,-126.49306711649511,-5.068393505260579,1.8449092395584274,24.090147345047843,-22.52594427004606,"3.49","1.67","null","null","null","87.9","2027","6.8",631123,547943,"643376","543768","542340","605412","666182","666971","545341","624415","53.74","null","null","null","null","null","null","null",38,"2","Cutter",1,1,1,1,1,1,1,1,"Standard","Standard"
"FC","2020-09-19","86.6","2.44","5.88","Hyun Jin Ryu",457705,547943,"null","foul_tip",,,,,"3","null","R","R","L","PHI","TOR","S","null","null",0,0,2020,"0.2","0.9","0.44","3.28",595284,"null",656514,1,5,"Bot","null","null",,,"643376",,"null",-5.273773266350614,-126.04535584423542,-1.9423587409696057,3.5913858498197246,24.16274256149828,-22.04187754857732,"3.38","1.61","null","null","null","87.0","2053","6.4",631123,547943,"643376","543768","542340","605412","666182","666971","545341","624415","54.07","null","null","null","null","null","null","null",38,"1","Cutter",1,1,1,1,1,1,1,1,"Standard","Standard"
"FC","2020-09-19","85.9","2.38","5.81","Hyun Jin Ryu",656514,547943,"single","hit_into_play_no_out",,,,,"8","Adam Haseley singles on a sharp ground ball to center fielder Randal Grichuk.   Andrew Knapp to 3rd.  ","R","L","L","PHI","TOR","X",8,"ground_ball",1,0,2020,"-0.1","0.6","0.18","1.82","null","null",595284,1,5,"Bot","134.63","112.49",,,"643376",,"null",-5.063172223936118,-125.10094593311572,-4.5533332312759205,-0.12461585799079263,24.114949983629252,-24.856633620906813,"3.03","1.52","27","104.9","-3","87.1","1921","6.9",631123,547943,"643376","543768","542340","605412","666182","666971","545341","624415","53.62","0.364","0.328","0.90",1,1,0,2,37,"2","Cutter",1,1,1,1,1,1,1,1,"Standard","Standard"
"FF","2020-09-19","88.8","2.42","5.70","Hyun Jin Ryu",656514,547943,"null","ball",,,,,"13","null","R","L","L","PHI","TOR","B","null","null",0,0,2020,"1.0","1.2","-0.81","1.33","null","null",595284,1,5,"Bot","null","null",,,"643376",,"null",-10.070461842376435,-128.79881398142044,-7.096379443990054,13.418837807243234,26.4707002719507,-17.827190569915064,"3.00","1.62","null","null","null","89.1","1845","6.7",631123,547943,"643376","543768","542340","605412","666182","666971","545341","624415","53.84","null","null","null","null","null","null","null",37,"1","4-Seam Fastball",1,1,1,1,1,1,1,1,"Standard","Standard"
"CH","2020-09-19","77.5","2.70","5.63","Hyun Jin Ryu",595284,547943,"single","hit_into_play_score",,,,,"12","Andrew Knapp singles on a ground ball to left fielder Lourdes Gurriel Jr.  Jay Bruce scores.  ","R","R","L","PHI","TOR","X",7,"ground_ball",0,0,2020,"1.3","0.0","0.92","2.46",457803,"null","null",1,5,"Bot","107.63","127.79",,,"643376",,"null",-6.273508502328996,-112.78041098811308,0.19258916393042913,12.439375369297316,20.43792362559629,-32.53809712499022,"3.20","1.54","141","73.0","13","78.1","1252","6.7",631123,547943,"643376","543768","542340","605412","666182","666971","545341","624415","53.79","0.364","0.328","0.90",1,1,0,4,36,"1","Changeup",0,1,0,1,1,0,0,1,"Strategic","Standard"
"CH","2020-09-19","78.6","2.59","5.77","Hyun Jin Ryu",664068,547943,"sac_bunt","hit_into_play",,,,,"13","Scott Kingery out on a sacrifice bunt, pitcher Hyun Jin Ryu to first baseman Travis Shaw.   Jay Bruce to 3rd.  ","R","R","L","PHI","TOR","X",1,"ground_ball",0,0,2020,"1.2","0.3","-0.18","1.45","null",457803,"null",0,5,"Bot","132.96","191.39",,,"643376",,"null",-8.340947320125318,-114.13203307457371,-3.099385522562252,12.450559991133632,21.792678566685915,-28.873590145266558,"3.43","1.57","5","21.6","-20","78.7","1326","6.6",631123,547943,"643376","543768","542340","605412","666182","666971","545341","624415","53.93","0.200","0.211","0.00",0,0,0,1,35,"1","Changeup",0,1,0,1,1,0,0,1,"Standard","Standard"
"FF","2020-09-19","91.3","2.38","5.75","Hyun Jin Ryu",457803,547943,"double","hit_into_play_no_out",,,,,"5","Jay Bruce doubles (4) on a line drive to left fielder Lourdes Gurriel Jr. ","R","L","L","PHI","TOR","X",7,"line_drive",3,2,2020,"1.2","1.1","-0.03","2.96","null","null","null",0,5,"Bot","29.41","96.45",,,"643376",,"null",-8.644174764868003,-132.71204036846677,-3.569318602857213,15.789402652886677,26.854542888309652,-18.48491283069699,"3.62","1.75","331","96.7","30","91.9","1995","6.6",631123,547943,"643376","543768","542340","605412","666182","666971","545341","624415","53.89","0.486","0.822","1.25",1,1,1,5,34,"7","4-Seam Fastball",0,1,0,1,1,0,0,1,"Infield shift","Standard"
"FC","2020-09-19","83.8","2.42","5.80","Hyun Jin Ryu",457803,547943,"null","foul",,,,,"4","null","R","L","L","PHI","TOR","S","null","null",3,2,2020,"-0.2","0.4","-0.55","2.47","null","null","null",0,5,"Bot","null","null",,,"643376",,"null",-6.434228655313703,-121.96790536804866,-2.0514097554144843,-1.135348654584008,23.582369490196022,-28.13321762508797,"3.62","1.75","196","71.0","54","84.4","2086","6.6",631123,547943,"643376","543768","542340","605412","666182","666971","545341","624415","53.86","null","null","null","null","null","null","null",34,"6","Cutter",0,1,0,1,1,0,0,1,"Infield shift","Standard"
