name,throw_bat,year,decade,avg,obp,slg,ops,hr,rbi,rank,team_game
ÀüÁØ¿ì,¿ì¿ì,2014,2010,0.292,0.351,0.458,0.809,14,66,42,128
¼­µ¿¿í,¿ì¾ç,2016,2010,0.292,0.384,0.496,0.88,16,67,43,144
±è¹®È£,ÁÂÁÂ,2017,2010,0.292,0.367,0.356,0.723,2,35,35,144
±è¼±ºó,¿ì¿ì,2019,2010,0.292,0.359,0.371,0.729,3,40,23,144
·¯ÇÁ,¿ì¿ì,2019,2010,0.292,0.403,0.515,0.917,22,101,24,144
ÃÖÁ¤,¿ì¿ì,2019,2010,0.292,0.405,0.519,0.924,29,99,25,144
ÀÌ´ëÈ£,¿ì¿ì,2020,2010,0.292,0.354,0.452,0.806,20,110,28,144
±èÁ¾¸ð,¿ì¿ì,1982,1980,0.291,0.341,0.453,0.794,10,43,13,80
±è¿ì¿­,¿ì¿ì,1983,1980,0.291,0.373,0.465,0.838,9,56,10,100
±è¹ÎÈ£,ÁÂÁÂ,1989,1980,0.291,0.4,0.403,0.804,4,49,9,120
ÀÌÁ¤ÈÆ,ÁÂÁÂ,1990,1980,0.291,0.362,0.408,0.77,7,52,10,120
±è°æ±â,¿ì¿ì,1991,1990,0.291,0.346,0.436,0.782,8,59,16,126
±è½Ç,ÁÂÁÂ,1996,1990,0.291,0.35,0.365,0.715,0,38,10,126
ÀÌÁ¾¿­,¿ì¾ç,1999,1990,0.291,0.372,0.427,0.799,9,55,27,132
ÀüÁØÈ£,ÁÂÁÂ,1999,1990,0.291,0.374,0.34,0.715,4,43,28,132
±è¼ö¿¬,ÁÂÁÂ,2001,2000,0.291,0.366,0.332,0.698,0,20,23,133
¿ìÁî,¿ì¿ì,2001,2000,0.291,0.406,0.571,0.977,34,113,24,133
¼ÛÁö¸¸,¿ì¿ì,2002,2000,0.291,0.377,0.57,0.946,38,104,12,133
Ã¤Á¾¹ü,¿ì¿ì,2002,2000,0.291,0.368,0.446,0.814,17,68,13,133
¸¶ÇØ¿µ,¿ì¿ì,2003,2000,0.291,0.373,0.568,0.94,38,123,18,133
µ¥ÀÌºñ½º,ÁÂÁÂ,2004,2000,0.291,0.379,0.484,0.864,19,77,21,133
¸¶Æ¾,ÁÂÁÂ,2004,2000,0.291,0.388,0.433,0.821,9,52,22,133
ÀÌÁø¿µ,ÁÂÁÂ,2005,2000,0.291,0.366,0.47,0.836,20,74,15,126
±èÅÂ±Õ2,¿ì¿ì,2006,2000,0.291,0.408,0.447,0.855,13,73,8,126
Á¤¼ºÈÆ,¿ì¿ì,2006,2000,0.291,0.366,0.447,0.813,13,66,9,126
¹Ú±âÇõ,¿ì¿ì,2008,2000,0.291,0.359,0.342,0.701,1,36,20,126
½Å¸íÃ¶,¿ì¿ì,2009,2000,0.291,0.357,0.482,0.839,20,61,22,133
¼ÛÁö¸¸,¿ì¿ì,2010,2000,0.291,0.371,0.472,0.843,17,63,22,133
¾ÈÄ¡È«,¿ì¿ì,2010,2000,0.291,0.356,0.401,0.758,8,50,23,133
À¯ÇÑÁØ,¿ì¿ì,2010,2000,0.291,0.353,0.403,0.756,9,79,24,133
Á¤¼ºÈÆ,¿ì¿ì,2011,2010,0.291,0.363,0.41,0.773,10,57,15,133
±èÇö¼ö,¿ìÁÂ,2012,2010,0.291,0.362,0.382,0.744,7,65,16,133
°­Á¤È£,¿ì¿ì,2013,2010,0.291,0.39,0.489,0.879,22,96,22,128
³ªÁÖÈ¯,¿ì¿ì,2017,2010,0.291,0.324,0.489,0.813,19,65,36,144
ÃÖÁØ¼®,¿ì¿ì,2017,2010,0.291,0.368,0.43,0.799,14,82,37,144
³ªÁö¿Ï,¿ì¿ì,2020,2010,0.291,0.392,0.444,0.837,17,92,29,144
±èÀç¹Ú,¿ì¿ì,1983,1980,0.29,0.373,0.399,0.772,5,46,11,100
±èµ¿¼ö,¿ì¿ì,1990,1980,0.29,0.384,0.463,0.847,13,62,11,120
ÀåÁ¾ÈÆ,¿ì¿ì,1990,1980,0.29,0.405,0.545,0.95,28,91,12,120
¿©ÅÂ±¸,ÁÂÁÂ,1992,1990,0.29,0.366,0.438,0.804,9,44,19,126
ÀÓÇü¼®,¿ì¿ì,1992,1990,0.29,0.351,0.544,0.895,26,73,20,126
ÀÌ¸í¼ö,¿ì¿ì,1995,1990,0.29,0.354,0.394,0.749,9,32,13,126
È«¼ºÈç,¿ì¿ì,2000,1990,0.29,0.338,0.397,0.735,10,59,19,133
ÀÌÈ£ÁØ,¿ì¿ì,2003,2000,0.29,0.389,0.564,0.953,36,102,19,133
Àå¿øÁø,¿ì¾ç,2003,2000,0.29,0.346,0.394,0.74,5,48,20,133
Áø°©¿ë,¿ì¿ì,2003,2000,0.29,0.356,0.49,0.846,21,53,21,133
È«¼¼¿Ï,¿ì¿ì,2003,2000,0.29,0.35,0.483,0.833,22,100,22,133
±èÅÂ±Õ2,¿ì¿ì,2007,2000,0.29,0.425,0.483,0.908,21,85,16,126
Á¤¼ºÈÆ,¿ì¿ì,2007,2000,0.29,0.354,0.467,0.821,16,76,17,126
Å¬¶ô,¿ìÁÂ,2009,2000,0.29,0.377,0.504,0.881,24,90,23,133
ÀÌº´±Ô,ÁÂÁÂ,2010,2000,0.29,0.346,0.396,0.742,9,64,25,133
±è¼±ºó,¿ì¿ì,2011,2010,0.29,0.366,0.373,0.739,4,47,16,133
¹Úº´È£,¿ì¿ì,2012,2010,0.29,0.398,0.561,0.959,31,105,17,133
¼ÕÁÖÀÎ,¿ì¿ì,2014,2010,0.29,0.346,0.367,0.713,5,30,43,128
±èÇÏ¼º,¿ì¿ì,2015,2010,0.29,0.363,0.489,0.852,19,73,34,144
È²Àç±Õ,¿ì¿ì,2015,2010,0.29,0.351,0.521,0.871,26,97,35,144
ÀÌÀç¿ø,¿ì¿ì,2016,2010,0.29,0.368,0.436,0.803,15,64,44,144
°­¹éÈ£,¿ìÁÂ,2018,2010,0.29,0.357,0.524,0.881,29,84,44,144
ÃÖÀçÈÆ,¿ì¿ì,2019,2010,0.29,0.398,0.362,0.76,3,31,26,144
¹ÚÇØ¹Î,¿ìÁÂ,2020,2010,0.29,0.345,0.415,0.76,11,55,30,144
ÀÌ¸¸¼ö,¿ì¿ì,1982,1980,0.289,0.4,0.5,0.9,13,51,14,80
±èÀçÇö,ÁÂÁÂ,1994,1990,0.289,0.379,0.495,0.874,21,80,11,126
ÇÇ¾î½¼,¿ìÁÂ,1999,1990,0.289,0.356,0.498,0.854,31,108,29,132
Á¤°æ¹è,¿ì¿ì,2000,1990,0.289,0.355,0.457,0.812,12,38,20,133
È«¼ºÈç,¿ì¿ì,2002,2000,0.289,0.347,0.454,0.801,18,70,14,133
±èÅÂ¿Ï,¿ì¿ì,2009,2000,0.289,0.422,0.539,0.961,23,68,24,133
¼Õ½ÃÇå,¿ì¿ì,2009,2000,0.289,0.366,0.437,0.803,11,59,25,133
¼ÛÁö¸¸,¿ì¿ì,2009,2000,0.289,0.386,0.521,0.908,22,67,26,133
°­¹ÎÈ£,¿ì¿ì,2011,2010,0.289,0.366,0.48,0.846,19,66,17,133
À¯ÇÑÁØ,¿ì¿ì,2011,2010,0.289,0.365,0.369,0.734,3,54,18,133
È²Àç±Õ,¿ì¿ì,2011,2010,0.289,0.364,0.445,0.809,12,68,19,133
±èÀçÈ£,¿ì¿ì,2020,2010,0.289,0.362,0.346,0.708,2,39,31,144
¹èÁ¤´ë,¿ì¿ì,2020,2010,0.289,0.372,0.42,0.792,13,65,32,144
ÀÌ±¤Àº,¿ì¿ì,1984,1980,0.288,0.341,0.497,0.839,18,68,11,100
±è¿ì±Ù,¿ì¿ì,1985,1980,0.288,0.359,0.383,0.742,5,31,12,110
±è¼º·¡,¿ì¿ì,1986,1980,0.288,0.36,0.427,0.787,8,48,10,108
±è¿ëÃ¶,¿ì¿ì,1986,1980,0.288,0.355,0.447,0.801,10,57,11,108
½Å°æ½Ä,ÁÂÁÂ,1988,1980,0.288,0.333,0.368,0.7,4,38,21,108
±è¿ë±¹,¿ì¿ì,1989,1980,0.288,0.351,0.42,0.771,9,44,10,120
±èÇü¼®,ÁÂÁÂ,1991,1990,0.288,0.357,0.436,0.792,11,71,17,126
ÀÌÈ£¼º,¿ì¿ì,1991,1990,0.288,0.396,0.493,0.889,21,84,18,126
±è¹ÎÈ£2,¿ì¿ì,1995,1990,0.288,0.347,0.378,0.725,2,30,14,126
ÀÌµ¿¼ö,¿ì¿ì,1995,1990,0.288,0.367,0.5,0.867,22,81,15,126
¹ÚÇö½Â,¿ì¿ì,1996,1990,0.288,0.36,0.435,0.795,8,51,11,126
Á¤¼ö±Ù,ÁÂÁÂ,1998,1990,0.288,0.357,0.379,0.736,1,36,17,126
ÃÖÅÂ¿ø,¿ì¿ì,1998,1990,0.288,0.338,0.373,0.711,4,39,18,126
¹ÚÁø¸¸,¿ì¿ì,2000,1990,0.288,0.345,0.486,0.83,15,58,21,133
½º¹Ì½º,¿ì¿ì,2000,1990,0.288,0.37,0.605,0.975,35,100,22,133
¹ÚÇö½Â,¿ì¿ì,2001,2000,0.288,0.402,0.391,0.793,5,53,25,133
°­µ¿¿ì,ÁÂÁÂ,2002,2000,0.288,0.348,0.408,0.756,9,49,15,133
¹Ú¿ëÅÃ,¿ìÁÂ,2002,2000,0.288,0.362,0.467,0.829,9,55,16,133
¾È°æÇö,¿ì¿ì,2002,2000,0.288,0.349,0.403,0.752,8,58,17,133
ÀÌÈ£ÁØ,¿ì¿ì,2002,2000,0.288,0.356,0.507,0.863,23,64,18,133
Áø°©¿ë,¿ì¿ì,2005,2000,0.288,0.358,0.389,0.747,6,41,16,126
Áø°©¿ë,¿ì¿ì,2006,2000,0.288,0.342,0.399,0.741,6,47,10,126
³ªÁÖÈ¯,¿ì¿ì,2009,2000,0.288,0.351,0.44,0.791,15,65,27,133
°­µ¿¿ì,ÁÂÁÂ,2011,2010,0.288,0.359,0.4,0.758,13,51,20,133
¾ÈÄ¡È«,¿ì¿ì,2012,2010,0.288,0.343,0.378,0.721,3,64,18,133
±è»ó¼ö,¿ì¿ì,2014,2010,0.288,0.353,0.407,0.76,5,63,44,128
ÀÌ¿ë±Ô,ÁÂÁÂ,2014,2010,0.288,0.384,0.344,0.727,0,20,45,128
ÀÌÁ¾¿í,ÁÂÁÂ,2014,2010,0.288,0.351,0.411,0.762,6,78,46,128
¹é»ó¿ø,¿ìÁÂ,2016,2010,0.288,0.359,0.364,0.723,3,49,45,144
ÃÖÁ¤,¿ì¿ì,2016,2010,0.288,0.407,0.58,0.987,40,106,46,144
±èÇÏ¼º,¿ì¿ì,2018,2010,0.288,0.361,0.474,0.834,20,84,45,144
Çã°æ¹Î,¿ì¿ì,2019,2010,0.288,0.355,0.371,0.726,4,60,27,144
¹Ú¿ë¼º,¿ì¿ì,1983,1980,0.287,0.358,0.493,0.851,17,63,12,100
À±µ¿±Õ,ÁÂÁÂ,1984,1980,0.287,0.393,0.436,0.828,10,40,12,100
À¯µÎ¿­,¿ì¿ì,1985,1980,0.287,0.382,0.483,0.866,13,50,13,110
·ùÁßÀÏ,¿ì¿ì,1987,1980,0.287,0.358,0.364,0.721,2,28,16,108
È«¹®Á¾,ÁÂÁÂ,1987,1980,0.287,0.353,0.402,0.755,7,49,17,108
³ëÂù¿±,¿ì¿ì,1989,1980,0.287,0.374,0.381,0.755,1,56,11,120
±è»ó±¹,¿ì¿ì,1990,1980,0.287,0.382,0.43,0.812,10,46,13,120
ÀÌ¸¸¼ö,¿ì¿ì,1990,1980,0.287,0.388,0.54,0.928,26,57,14,120
±è±¤¸²,ÁÂÁÂ,1992,1990,0.287,0.339,0.352,0.691,1,31,21,126
Á¤¿µ±Ô,ÁÂÁÂ,1995,1990,0.287,0.356,0.451,0.807,11,45,16,126
¼ÛÁö¸¸,¿ì¿ì,1996,1990,0.287,0.36,0.52,0.881,18,53,12,126
±èÀçÇö,ÁÂÁÂ,1999,1990,0.287,0.374,0.468,0.842,21,94,30,132
½º¹Ì½º,¿ì¿ì,1999,1990,0.287,0.33,0.635,0.965,40,98,31,132
±èÁ¾±¹,¿ì¿ì,2002,2000,0.287,0.362,0.393,0.755,8,53,19,133
µ¥ÀÌºñ½º,ÁÂÁÂ,2002,2000,0.287,0.366,0.505,0.871,21,72,20,133
±èÀçÇö,ÁÂÁÂ,2006,2000,0.287,0.419,0.404,0.824,8,51,11,126
È«¼ºÈç,¿ì¿ì,2006,2000,0.287,0.336,0.405,0.742,10,56,12,126
³ªÁö¿Ï,¿ì¿ì,2013,2010,0.287,0.397,0.474,0.871,21,96,23,128
ÀÌÅÃ±Ù,¿ì¿ì,2013,2010,0.287,0.346,0.413,0.759,9,66,24,128
Á¤Çö¼®,¿ì¿ì,2013,2010,0.287,0.362,0.368,0.73,4,27,25,128
³ª¹Ù·Î,¿ì¿ì,2015,2010,0.287,0.397,0.596,0.993,48,137,36,144
±èÁø¿ì,¿ì¿ì,1986,1980,0.286,0.375,0.455,0.831,8,41,12,108
±èÇü¼®,ÁÂÁÂ,1986,1980,0.286,0.332,0.401,0.733,8,47,13,108
±èÀç¹Ú,¿ì¿ì,1989,1980,0.286,0.378,0.345,0.722,3,27,12,120
±èÇü¼®,ÁÂÁÂ,1989,1980,0.286,0.349,0.418,0.767,10,57,13,120
±èÁ¾¸ð,¿ì¿ì,1990,1980,0.286,0.354,0.423,0.776,10,64,15,120
ÀÌ±¤Àº,¿ì¿ì,1990,1980,0.286,0.379,0.408,0.787,8,44,16,120
¿ø¿ø±Ù,¿ìÁÂ,1991,1990,0.286,0.368,0.39,0.758,3,38,19,126
°­¼®Ãµ,¿ì¿ì,1996,1990,0.286,0.343,0.373,0.716,4,49,13,126
°­¼®Ãµ,¿ì¿ì,2000,1990,0.286,0.349,0.4,0.748,7,49,23,133
¼­¿ëºó,ÁÂÁÂ,2001,2000,0.286,0.352,0.358,0.711,0,49,26,133
ÀÌ¿µ¿ì,ÁÂÁÂ,2001,2000,0.286,0.383,0.486,0.868,15,65,27,133
±èµ¿ÁÖ,¿ì¿ì,2004,2000,0.286,0.404,0.467,0.871,19,76,23,133
¹ÚÁø¸¸,¿ì¿ì,2004,2000,0.286,0.361,0.445,0.806,17,69,24,133
Àå¿øÁø,¿ì¾ç,2005,2000,0.286,0.361,0.345,0.706,3,42,17,126
Á¤°æ¹è,¿ì¿ì,2005,2000,0.286,0.356,0.405,0.761,11,63,18,126
Á¤¼ö±Ù,ÁÂÁÂ,2005,2000,0.286,0.371,0.354,0.725,0,29,19,126
ÀÌ¼þ¿ë,ÁÂÁÂ,2006,2000,0.286,0.381,0.376,0.757,7,43,13,126
°­Á¤È£,¿ì¿ì,2009,2000,0.286,0.347,0.508,0.855,23,81,28,133
ÃÖÈñ¼·,ÁÂÁÂ,2010,2000,0.286,0.401,0.482,0.883,21,84,26,133
±èµ¿ÁÖ,¿ì¿ì,2011,2010,0.286,0.396,0.475,0.871,17,75,21,133
ÃÖÁØ¼®,¿ì¿ì,2014,2010,0.286,0.416,0.507,0.923,23,90,47,128
Çã°æ¹Î,¿ì¿ì,2016,2010,0.286,0.357,0.385,0.742,7,81,47,144
±ÇÈñµ¿,¿ì¿ì,2017,2010,0.286,0.371,0.458,0.829,19,86,38,144
ÀÌÇüÁ¾,¿ì¿ì,2019,2010,0.286,0.364,0.442,0.806,13,63,28,144
¾ÈÄ¡È«,¿ì¿ì,2020,2010,0.286,0.351,0.413,0.763,8,54,33,144
ÀÌ¿ë±Ô,ÁÂÁÂ,2020,2010,0.286,0.381,0.337,0.718,1,32,34,144
±è¿ë±¹,¿ì¿ì,1988,1980,0.285,0.348,0.351,0.699,3,42,22,108
±è°æ±â,¿ì¿ì,1990,1980,0.285,0.37,0.432,0.803,10,68,17,120
·ùÁßÀÏ,¿ì¿ì,1991,1990,0.285,0.35,0.392,0.742,5,45,20,126
¹ÚÁ¤ÅÂ,¿ì¿ì,1991,1990,0.285,0.347,0.464,0.811,14,74,21,126
±è»óÈÆ,ÁÂÁÂ,1993,1990,0.285,0.346,0.424,0.77,12,71,9,126
±èÀÀ±¹,ÁÂÁÂ,1993,1990,0.285,0.351,0.396,0.747,3,48,10,126
ÀÌ½Â¿±,ÁÂÁÂ,1995,1990,0.285,0.349,0.477,0.826,13,73,17,126
½ÉÀçÇÐ,ÁÂÁÂ,1996,1990,0.285,0.401,0.468,0.869,18,72,14,126
½ÉÀçÇÐ,ÁÂÁÂ,1997,1990,0.285,0.37,0.455,0.825,15,84,20,126
¹ÚÁ¤ÅÂ,¿ì¿ì,2000,1990,0.285,0.362,0.381,0.743,6,53,24,133
±è´ëÀÍ,ÁÂÁÂ,2001,2000,0.285,0.328,0.391,0.719,5,33,28,133
±èÁ¾±¹,¿ì¿ì,2001,2000,0.285,0.358,0.377,0.735,4,25,29,133
Àå¿øÁø,¿ì¾ç,2001,2000,0.285,0.336,0.359,0.695,5,53,30,133
ÃÖ±â¹®,¿ì¾ç,2002,2000,0.285,0.335,0.426,0.761,8,50,21,133
µð¾ÆÁî,¿ì¿ì,2003,2000,0.285,0.347,0.494,0.841,22,63,23,133
Á¶°æÈ¯,¿ì¿ì,2003,2000,0.285,0.37,0.527,0.897,23,68,24,133
¹ÚÇÑÀÌ,ÁÂÁÂ,2006,2000,0.285,0.39,0.376,0.766,6,43,14,126
ÀÌÁ¾¿­,¿ì¾ç,2007,2000,0.285,0.347,0.36,0.707,4,53,18,126
Á¤¼öºó,ÁÂÁÂ,2011,2010,0.285,0.357,0.372,0.729,1,38,22,133
°­¹ÎÈ£,¿ì¿ì,2017,2010,0.285,0.363,0.482,0.846,22,68,39,144
ÇÏÁÖ¼®,¿ìÁÂ,2017,2010,0.285,0.322,0.44,0.762,11,52,40,144
ÀÌ´ëÈ£,¿ì¿ì,2019,2010,0.285,0.36,0.435,0.795,16,88,29,144
±èÇý¼º,¿ìÁÂ,2020,2010,0.285,0.345,0.399,0.744,7,61,35,144
±è¿ëÈñ,¿ì¿ì,1982,1980,0.284,0.362,0.457,0.818,11,38,15,80
Á¶Èï¿î,¿ì¿ì,1982,1980,0.284,0.333,0.405,0.738,4,35,16,80
°­Á¤±æ,ÁÂÁÂ,1988,1980,0.284,0.356,0.385,0.74,4,32,23,108
°­Á¤±æ,ÁÂÁÂ,1989,1980,0.284,0.354,0.387,0.742,4,48,14,120
ÀÌ¸¸¼ö,¿ì¿ì,1989,1980,0.284,0.375,0.482,0.857,20,64,15,120
¹ÚÃ¶¿ì,ÁÂÁÂ,1990,1980,0.284,0.374,0.43,0.804,10,45,18,120
±èµ¿¼ö,¿ì¿ì,1998,1990,0.284,0.363,0.51,0.873,20,66,19,126
ÀåÁ¾ÈÆ,¿ì¿ì,1999,1990,0.284,0.368,0.533,0.901,27,86,32,132
¹ÚÀçÈ«,¿ì¿ì,2001,2000,0.284,0.381,0.448,0.828,18,80,31,133
½Åµ¿ÁÖ,¿ì¿ì,2001,2000,0.284,0.355,0.437,0.792,11,52,32,133
±èÀÀ±¹,ÁÂÁÂ,2002,2000,0.284,0.345,0.365,0.71,3,49,22,133
ÀÌ¼þ¿ë,ÁÂÁÂ,2002,2000,0.284,0.36,0.472,0.831,19,76,23,133
¼ÕÀÎÈ£,ÁÂÁÂ,2004,2000,0.284,0.384,0.382,0.767,5,42,25,133
Àå¿øÁø,¿ì¾ç,2004,2000,0.284,0.354,0.373,0.727,5,49,26,133
Æç·Î¿ì,¿ì¿ì,2005,2000,0.284,0.351,0.5,0.851,23,69,20,126
µ¥ÀÌºñ½º,ÁÂÁÂ,2006,2000,0.284,0.373,0.487,0.86,21,74,15,126
¾È°æÇö,¿ì¿ì,2006,2000,0.284,0.377,0.44,0.816,15,70,16,126
ÀÌÀçÁÖ,¿ì¿ì,2006,2000,0.284,0.373,0.456,0.829,13,59,17,126
ÀÌÁ¾¿í,ÁÂÁÂ,2006,2000,0.284,0.352,0.358,0.71,1,32,18,126
Á¤±Ù¿ì,¿ì¿ì,2006,2000,0.284,0.335,0.402,0.738,8,42,19,126
ÀÌ¹üÈ£,¿ì¿ì,2009,2000,0.284,0.371,0.505,0.876,25,79,29,133
ÃÖÇü¿ì,¿ìÁÂ,2009,2000,0.284,0.377,0.508,0.885,23,83,30,133
È²Àç±Õ,¿ì¿ì,2009,2000,0.284,0.35,0.453,0.803,18,63,31,133
¹ÚÇÑÀÌ,ÁÂÁÂ,2013,2010,0.284,0.353,0.376,0.729,6,55,26,128
±è¼ºÇö,¿ì¿ì,2014,2010,0.284,0.372,0.377,0.749,5,43,48,128
¹Ú°æ¼ö,¿ì¿ì,2015,2010,0.284,0.398,0.507,0.905,22,73,37,144
Àå¼º¿ì,¿ì¿ì,2015,2010,0.284,0.351,0.425,0.776,13,77,38,144
¹ÚÇØ¹Î,¿ìÁÂ,2017,2010,0.284,0.339,0.393,0.732,7,54,41,144
ÇÑµ¿¹Î,¿ìÁÂ,2018,2010,0.284,0.372,0.601,0.973,41,115,46,144
È£À×,¿ìÁÂ,2019,2010,0.284,0.342,0.46,0.802,18,73,30,144
¿À´ë¼®,¿ì¿ì,1982,1980,0.283,0.374,0.395,0.77,4,30,17,80
±è¼º·¡,¿ì¿ì,1985,1980,0.283,0.389,0.467,0.856,13,51,14,110
±èÀç¹Ú,¿ì¿ì,1987,1980,0.283,0.351,0.373,0.725,1,24,18,108
±èÁ¾Çå,¿ì¿ì,1993,1990,0.283,0.353,0.35,0.703,0,25,11,126
ÀÌ¸í¼ö,¿ì¿ì,1993,1990,0.283,0.356,0.398,0.754,4,56,12,126
±èÀçÇö,ÁÂÁÂ,1996,1990,0.283,0.369,0.411,0.779,11,60,15,126
¹ÚÁø¸¸,¿ì¿ì,1996,1990,0.283,0.318,0.402,0.719,6,38,16,126
·ùÁöÇö,¿ì¿ì,2001,2000,0.283,0.392,0.411,0.802,9,53,33,133
ºê¸®¶Ç,¿ì¿ì,2002,2000,0.283,0.355,0.499,0.854,25,90,24,133
¹ÚÁø¸¸,¿ì¿ì,2003,2000,0.283,0.366,0.458,0.824,16,48,25,133
¹ÚÁø¸¸,¿ì¿ì,2006,2000,0.283,0.383,0.432,0.814,11,65,20,126
¹ßµ¥½º,ÁÂÁÂ,2007,2000,0.283,0.385,0.407,0.792,13,72,19,126
°¡¸£½Ã¾Æ,ÁÂÁÂ,2008,2000,0.283,0.354,0.541,0.896,30,111,21,126
Àå¹Î¼®,ÁÂÁÂ,2010,2000,0.283,0.337,0.372,0.71,1,47,27,133
ÀÌ¿ë±Ô,ÁÂÁÂ,2012,2010,0.283,0.373,0.332,0.705,2,37,19,133
°í¸ÞÁî,¿ì¿ì,2016,2010,0.283,0.326,0.489,0.815,21,62,48,144
±è¹Î¼º,¿ì¿ì,2018,2010,0.283,0.354,0.414,0.768,10,45,47,144
³ëÁøÇõ,¿ìÁÂ,2018,2010,0.283,0.338,0.431,0.769,11,42,48,144
±èÀçÈ¯,¿ìÁÂ,2019,2010,0.283,0.369,0.434,0.804,15,91,31,144
È²Àç±Õ,¿ì¿ì,2019,2010,0.283,0.361,0.467,0.827,20,67,32,144
±èÀÎ½Ä,¿ì¿ì,1986,1980,0.282,0.323,0.35,0.672,2,29,14,108
Çã±Ô¿Á,ÁÂÁÂ,1989,1980,0.282,0.348,0.373,0.72,3,28,16,120
¹ÚÃ¶¿ì,ÁÂÁÂ,1991,1990,0.282,0.371,0.448,0.819,14,80,22,126
ÀüÁØÈ£,ÁÂÁÂ,1993,1990,0.282,0.354,0.333,0.687,1,31,13,126
±èÁ¾¼®,ÁÂÁÂ,1994,1990,0.282,0.342,0.398,0.741,5,64,12,126
½ÉÁ¤¼ö,¿ì¿ì,1995,1990,0.282,0.348,0.508,0.856,21,59,18,126
±è¼±Áø,¿ì¿ì,1998,1990,0.282,0.328,0.417,0.745,8,46,20,126
¹Ú°æ¿Ï,¿ì¿ì,2000,1990,0.282,0.417,0.615,1.032,40,95,25,133
¾È°æÇö,¿ì¿ì,2001,2000,0.282,0.369,0.466,0.835,17,87,34,133
¹ÚÁ¾È£,¿ì¾ç,2004,2000,0.282,0.345,0.377,0.722,8,59,27,133
½ÉÀçÇÐ,ÁÂÁÂ,2004,2000,0.282,0.413,0.532,0.945,22,81,28,133
Á¤º¸¸í,¿ì¿ì,2007,2000,0.282,0.335,0.373,0.708,2,45,20,126
Á¶ÀÎ¼º,¿ì¿ì,2007,2000,0.282,0.331,0.432,0.763,13,73,21,126
°­Á¤È£,¿ì¿ì,2011,2010,0.282,0.355,0.401,0.756,9,63,23,133
±è¹Î¼º,¿ì¿ì,2013,2010,0.282,0.36,0.441,0.801,15,72,27,128
Á¶¿µÈÆ,ÁÂÁÂ,2013,2010,0.282,0.349,0.413,0.762,6,39,28,128
ÀÌÀç¿ø,¿ì¿ì,2015,2010,0.282,0.366,0.427,0.794,17,100,39,144
±è¹Î¼º,¿ì¿ì,2017,2010,0.282,0.351,0.436,0.787,15,78,42,144
·Î¸Æ,¿ì¿ì,2020,2010,0.282,0.399,0.546,0.946,32,91,36,144
±è¿ëÃ¶,¿ì¿ì,1983,1980,0.281,0.354,0.486,0.84,14,38,13,100
À¯µÎ¿­,¿ì¿ì,1988,1980,0.281,0.344,0.384,0.728,7,38,24,108
À¯½Â¾È,¿ì¿ì,1989,1980,0.281,0.366,0.492,0.858,21,85,17,120
°­¼®Ãµ,¿ì¿ì,1990,1980,0.281,0.356,0.455,0.811,12,49,19,120
±è¼ºÇÑ,¿ì¿ì,1990,1980,0.281,0.364,0.444,0.808,11,49,20,120
±èÇü¼®,ÁÂÁÂ,1992,1990,0.281,0.357,0.466,0.824,16,71,22,126
·ùÁßÀÏ,¿ì¿ì,1993,1990,0.281,0.376,0.385,0.76,8,45,14,126
¹éÀÎ¼ö,¿ì¿ì,1994,1990,0.281,0.333,0.388,0.721,7,49,13,126
ÀÌ¸í¼ö,¿ì¿ì,1996,1990,0.281,0.357,0.354,0.711,4,24,17,126
½Å±¹È¯,¿ì¿ì,1997,1990,0.281,0.337,0.417,0.754,8,58,21,126
·ùÁöÇö,¿ì¿ì,2000,1990,0.281,0.364,0.376,0.74,7,38,26,133
Áø°©¿ë,¿ì¿ì,2002,2000,0.281,0.35,0.465,0.815,18,86,25,133
Æä¸£³­µ¥½º,¿ì¿ì,2002,2000,0.281,0.353,0.599,0.952,45,107,26,133
Á¶¿ø¿ì,¿ì¿ì,2003,2000,0.281,0.342,0.374,0.716,8,48,26,133
¸¶ÇØ¿µ,¿ì¿ì,2004,2000,0.281,0.38,0.394,0.774,11,71,29,133
¼ÛÁö¸¸,¿ì¿ì,2007,2000,0.281,0.351,0.45,0.801,15,64,22,126
Àå¼ºÈ£,ÁÂÁÂ,2007,2000,0.281,0.384,0.42,0.804,11,62,23,126
ÀÓÀçÃ¶,¿ì¿ì,2009,2000,0.281,0.388,0.373,0.761,6,50,32,133
±è¼±ºó,¿ì¿ì,2012,2010,0.281,0.35,0.367,0.717,5,55,20,133
¹ÚÁ¤±Ç,ÁÂÁÂ,2015,2010,0.281,0.352,0.477,0.829,21,70,40,144
½º³ªÀÌ´õ,ÁÂÁÂ,2015,2010,0.281,0.351,0.527,0.877,26,71,41,144
±èÇÏ¼º,¿ì¿ì,2016,2010,0.281,0.36,0.477,0.837,20,84,49,144
±è¹ÎÇõ,¿ìÁÂ,2019,2010,0.281,0.341,0.307,0.648,0,32,33,144
±èºÀ¿¬,¿ì¿ì,1983,1980,0.28,0.372,0.552,0.924,22,59,14,100
½Å°æ½Ä,ÁÂÁÂ,1985,1980,0.28,0.35,0.416,0.766,8,58,15,110
±è¼ºÇÑ,¿ì¿ì,1986,1980,0.28,0.338,0.453,0.791,18,57,15,108
À±´ö±Ô,ÁÂÁÂ,1986,1980,0.28,0.338,0.381,0.72,3,45,16,108
