Player,Date,Tournament,Surface,Round,W/L,Score
Novak Djokovic,13-01-2014,Australian Open,Hard,R32,W,"6-3, 6-3, 7-5"
Novak Djokovic,13-01-2014,Australian Open,Hard,R64,W,"6-0, 6-4, 6-4"
Novak Djokovic,13-01-2014,Australian Open,Hard,R128,W,"6-3, 7-6(2), 6-1"
Novak Djokovic,15-11-2013,Davis Cup WG,Hard,F,W,"6-4, 7-6(5), 6-2"
Novak Djokovic,15-11-2013,Davis Cup WG,Hard,F,W,"7-5, 6-1, 6-4"
Novak Djokovic,04-11-2013,Tour Finals,Hard (i),F,W,"6-3, 6-4"
Novak Djokovic,04-11-2013,Tour Finals,Hard (i),SF,W,"6-3, 6-3"
Novak Djokovic,04-11-2013,Tour Finals,Hard (i),RR,W,"6-3, 3-6, 6-3"
Novak Djokovic,04-11-2013,Tour Finals,Hard (i),RR,W,"6-4, 6-7(2), 6-2"
Novak Djokovic,04-11-2013,Tour Finals,Hard (i),RR,W,"7-6(5), 4-6, 6-3"
Novak Djokovic,28-10-2013,Paris Masters,Hard (i),F,W,"7-5, 7-5"
Novak Djokovic,28-10-2013,Paris Masters,Hard (i),SF,W,"4-6, 6-3, 6-2"
Novak Djokovic,28-10-2013,Paris Masters,Hard (i),QF,W,"6-1, 6-4"
Novak Djokovic,28-10-2013,Paris Masters,Hard (i),R16,W,"6-7(5), 6-1, 6-2"
Novak Djokovic,28-10-2013,Paris Masters,Hard (i),R32,W,"7-6(3), 6-3"
Novak Djokovic,07-10-2013,Shanghai Masters,Hard,F,W,"6-1, 3-6, 7-6(3)"
Novak Djokovic,07-10-2013,Shanghai Masters,Hard,SF,W,"6-2, 7-5"
Novak Djokovic,07-10-2013,Shanghai Masters,Hard,QF,W,"6-7(4), 6-2, 6-4"
Novak Djokovic,07-10-2013,Shanghai Masters,Hard,R16,W,"6-3, 6-3"
Novak Djokovic,07-10-2013,Shanghai Masters,Hard,R32,W,"6-2, 6-0"
Novak Djokovic,30-09-2013,Beijing,Hard,F,W,"6-3, 6-4"
Novak Djokovic,30-09-2013,Beijing,Hard,SF,W,"6-4, 6-2"
Novak Djokovic,30-09-2013,Beijing,Hard,QF,W,"6-1, 6-2"
Novak Djokovic,30-09-2013,Beijing,Hard,R16,W,"7-5, 2-6, 6-2"
Novak Djokovic,30-09-2013,Beijing,Hard,R32,W,"6-0, 6-3"
Novak Djokovic,13-09-2013,Davis Cup WG,Clay,SF,W,"7-6(1), 6-2, 6-2"
Novak Djokovic,13-09-2013,Davis Cup WG,Clay,SF,W,"6-2, 6-0, 6-4"
Novak Djokovic,26-08-2013,US Open,Hard,F,L,"6-2, 3-6, 6-4, 6-1"
Novak Djokovic,26-08-2013,US Open,Hard,SF,W,"2-6, 7-6(4), 3-6, 6-3, 6-4"
Novak Djokovic,26-08-2013,US Open,Hard,QF,W,"6-3, 6-2, 3-6, 6-0"
Novak Djokovic,26-08-2013,US Open,Hard,R16,W,"6-3, 6-0, 6-0"
Novak Djokovic,26-08-2013,US Open,Hard,R32,W,"6-0, 6-2, 6-2"
Novak Djokovic,26-08-2013,US Open,Hard,R64,W,"7-6(2), 6-2, 6-2"
Novak Djokovic,26-08-2013,US Open,Hard,R128,W,"6-1, 6-2, 6-2"
Novak Djokovic,11-08-2013,Cincinnati Masters,Hard,QF,L,"7-6(5), 3-6, 7-5"
Novak Djokovic,11-08-2013,Cincinnati Masters,Hard,R16,W,"6-2, 6-0"
Novak Djokovic,11-08-2013,Cincinnati Masters,Hard,R32,W,"7-5, 6-2"
Novak Djokovic,05-08-2013,Canada Masters,Hard,SF,L,"6-4, 3-6, 7-6(2)"
Novak Djokovic,05-08-2013,Canada Masters,Hard,QF,W,"6-1, 6-2"
Novak Djokovic,05-08-2013,Canada Masters,Hard,R16,W,"2-6, 6-4, 6-4"
Novak Djokovic,05-08-2013,Canada Masters,Hard,R32,W,"6-2, 6-1"
Novak Djokovic,24-06-2013,Wimbledon,Grass,F,L,"6-4, 7-5, 6-4"
Novak Djokovic,24-06-2013,Wimbledon,Grass,SF,W,"7-5, 4-6, 7-6(2), 6-7(6), 6-3"
Novak Djokovic,24-06-2013,Wimbledon,Grass,QF,W,"7-6(5), 6-4, 6-3"
Novak Djokovic,24-06-2013,Wimbledon,Grass,R16,W,"6-1, 6-4, 7-6(4)"
Novak Djokovic,24-06-2013,Wimbledon,Grass,R32,W,"6-3, 6-2, 6-2"
Novak Djokovic,24-06-2013,Wimbledon,Grass,R64,W,"7-6(2), 6-3, 6-1"
Novak Djokovic,24-06-2013,Wimbledon,Grass,R128,W,"6-3, 7-5, 6-4"
Novak Djokovic,27-05-2013,Roland Garros,Clay,SF,L,"6-4, 3-6, 6-1, 6-7(3), 9-7"
Novak Djokovic,27-05-2013,Roland Garros,Clay,QF,W,"6-3, 7-6(5), 7-5"
Novak Djokovic,27-05-2013,Roland Garros,Clay,R16,W,"4-6, 6-3, 6-4, 6-4"
Novak Djokovic,27-05-2013,Roland Garros,Clay,R32,W,"6-2, 6-2, 6-3"
Novak Djokovic,27-05-2013,Roland Garros,Clay,R64,W,"6-2, 6-0, 6-2"
Novak Djokovic,27-05-2013,Roland Garros,Clay,R128,W,"7-6(5), 6-4, 7-5"
Novak Djokovic,12-05-2013,Rome Masters,Clay,QF,L,"2-6, 7-5, 6-4"
Novak Djokovic,12-05-2013,Rome Masters,Clay,R16,W,"6-1, 6-4"
Novak Djokovic,12-05-2013,Rome Masters,Clay,R32,W,"6-2, 6-3"
Novak Djokovic,05-05-2013,Madrid Masters,Clay,R32,L,"7-6(6), 6-7(8), 6-3"
Novak Djokovic,14-04-2013,Monte Carlo Masters,Clay,F,W,"6-2, 7-6(1)"
Novak Djokovic,14-04-2013,Monte Carlo Masters,Clay,SF,W,"6-2, 6-1"
Novak Djokovic,14-04-2013,Monte Carlo Masters,Clay,QF,W,"6-4, 6-3"
Novak Djokovic,14-04-2013,Monte Carlo Masters,Clay,R16,W,"4-6, 6-2, 6-2"
Novak Djokovic,14-04-2013,Monte Carlo Masters,Clay,R32,W,"4-6, 6-1, 6-4"
Novak Djokovic,05-04-2013,Davis Cup WG,Hard,QF,W,"7-5, 6-7(4), 6-1, 6-0"
Novak Djokovic,05-04-2013,Davis Cup WG,Hard,QF,W,"7-6(5), 6-2, 7-5"
Novak Djokovic,20-03-2013,Miami Masters,Hard,R16,L,"6-2, 6-4"
Novak Djokovic,20-03-2013,Miami Masters,Hard,R32,W,"6-2, 6-4"
Novak Djokovic,20-03-2013,Miami Masters,Hard,R64,W,"6-1, 6-0"
Novak Djokovic,07-03-2013,Indian Wells Masters,Hard,SF,L,"4-6, 6-4, 6-4"
Novak Djokovic,07-03-2013,Indian Wells Masters,Hard,QF,W,"6-3, 6-1"
Novak Djokovic,07-03-2013,Indian Wells Masters,Hard,R16,W,"6-0, 7-6(6)"
Novak Djokovic,07-03-2013,Indian Wells Masters,Hard,R32,W,"7-6(4), 6-1"
Novak Djokovic,07-03-2013,Indian Wells Masters,Hard,R64,W,"6-0, 5-7, 6-2"
Novak Djokovic,25-02-2013,Dubai,Hard,F,W,"7-5, 6-3"
Novak Djokovic,25-02-2013,Dubai,Hard,SF,W,"6-3, 7-6(4)"
Novak Djokovic,25-02-2013,Dubai,Hard,QF,W,"6-0, 6-3"
Novak Djokovic,25-02-2013,Dubai,Hard,R16,W,"6-1, 7-6(4)"
Novak Djokovic,25-02-2013,Dubai,Hard,R32,W,"6-1, 6-4"
Novak Djokovic,01-02-2013,Davis Cup WG,Clay,R16,W,"6-3, 6-2, 6-2"
Novak Djokovic,14-01-2013,Australian Open,Hard,F,W,"6-7(2), 7-6(3), 6-3, 6-2"
Novak Djokovic,14-01-2013,Australian Open,Hard,SF,W,"6-2, 6-2, 6-1"
Novak Djokovic,14-01-2013,Australian Open,Hard,QF,W,"6-1, 4-6, 6-1, 6-4"
Novak Djokovic,14-01-2013,Australian Open,Hard,R16,W,"1-6, 7-5, 6-4, 6-7(5), 12-10"
Novak Djokovic,14-01-2013,Australian Open,Hard,R32,W,"6-4, 6-3, 7-5"
Novak Djokovic,14-01-2013,Australian Open,Hard,R64,W,"6-1, 6-2, 6-3"
Novak Djokovic,14-01-2013,Australian Open,Hard,R128,W,"6-2, 6-4, 7-5"
Novak Djokovic,05-11-2012,Tour Finals,Hard (i),F,W,"7-6(6), 7-5"
Novak Djokovic,05-11-2012,Tour Finals,Hard (i),SF,W,"4-6, 6-3, 6-2"
Novak Djokovic,05-11-2012,Tour Finals,Hard (i),RR,W,"6-2, 7-6(6)"
Novak Djokovic,05-11-2012,Tour Finals,Hard (i),RR,W,"4-6, 6-3, 7-5"
Novak Djokovic,05-11-2012,Tour Finals,Hard (i),RR,W,"7-6(4), 6-3"
Novak Djokovic,29-10-2012,Paris Masters,Hard (i),R32,L,"0-6, 7-6(5), 6-4"
Novak Djokovic,07-10-2012,Shanghai Masters,Hard,F,W,"5-7, 7-6(11), 6-3"
Novak Djokovic,07-10-2012,Shanghai Masters,Hard,SF,W,"6-3, 6-4"
Novak Djokovic,07-10-2012,Shanghai Masters,Hard,QF,W,"6-3, 6-3"
Novak Djokovic,07-10-2012,Shanghai Masters,Hard,R16,W,"6-3, 6-3"
Novak Djokovic,07-10-2012,Shanghai Masters,Hard,R32,W,"6-3, 6-2"
Novak Djokovic,01-10-2012,Beijing,Hard,F,W,"7-6(4), 6-2"
Novak Djokovic,01-10-2012,Beijing,Hard,SF,W,"6-1, 6-4"
Novak Djokovic,01-10-2012,Beijing,Hard,QF,W,"6-1, 6-2"
Novak Djokovic,01-10-2012,Beijing,Hard,R16,W,"6-1, 6-3"
Novak Djokovic,01-10-2012,Beijing,Hard,R32,W,"6-1, 6-7(3), 6-2"
Novak Djokovic,27-08-2012,US Open,Hard,F,L,"7-6(10), 7-5, 2-6, 3-6, 6-2"
Novak Djokovic,27-08-2012,US Open,Hard,SF,W,"2-6, 6-1, 6-4, 6-2"
Novak Djokovic,27-08-2012,US Open,Hard,QF,W,"6-2, 7-6(3), 6-4"
Novak Djokovic,27-08-2012,US Open,Hard,R16,W R,"6-4, 6-1, 3-1, RET"
Novak Djokovic,27-08-2012,US Open,Hard,R32,W,"6-3, 6-2, 6-2"
Novak Djokovic,27-08-2012,US Open,Hard,R64,W,"6-2, 6-1, 6-2"
Novak Djokovic,27-08-2012,US Open,Hard,R128,W,"6-1, 6-0, 6-1"
Novak Djokovic,12-08-2012,Cincinnati Masters,Hard,F,L,"6-0, 7-6(7)"
Novak Djokovic,12-08-2012,Cincinnati Masters,Hard,SF,W,"6-3, 6-2"
Novak Djokovic,12-08-2012,Cincinnati Masters,Hard,QF,W,"6-3, 6-2"
Novak Djokovic,12-08-2012,Cincinnati Masters,Hard,R16,W R,"6-0, RET"
Novak Djokovic,12-08-2012,Cincinnati Masters,Hard,R32,W,"7-6(4), 6-2"
Novak Djokovic,06-08-2012,Canada Masters,Hard,F,W,"6-3, 6-2"
Novak Djokovic,06-08-2012,Canada Masters,Hard,SF,W,"6-4, 6-1"
Novak Djokovic,06-08-2012,Canada Masters,Hard,QF,W,"6-3, 3-6, 6-3"
Novak Djokovic,06-08-2012,Canada Masters,Hard,R16,W,"6-4, 6-4"
Novak Djokovic,06-08-2012,Canada Masters,Hard,R32,W,"6-2, 6-3"
Novak Djokovic,25-07-2012,London Olympics,Grass,BR,L,"7-5, 6-4"
Novak Djokovic,25-07-2012,London Olympics,Grass,SF,L,"7-5, 7-5"
Novak Djokovic,25-07-2012,London Olympics,Grass,QF,W,"6-1, 7-5"
Novak Djokovic,25-07-2012,London Olympics,Grass,R16,W,"4-6, 7-5, 6-1"
Novak Djokovic,25-07-2012,London Olympics,Grass,R32,W,"6-2, 6-1"
Novak Djokovic,25-07-2012,London Olympics,Grass,R64,W,"6-7(7), 6-2, 6-2"
Novak Djokovic,25-06-2012,Wimbledon,Grass,SF,L,"6-3, 3-6, 6-4, 6-3"
Novak Djokovic,25-06-2012,Wimbledon,Grass,QF,W,"6-4, 6-1, 6-4"
Novak Djokovic,25-06-2012,Wimbledon,Grass,R16,W,"6-3, 6-1, 6-3"
Novak Djokovic,25-06-2012,Wimbledon,Grass,R32,W,"4-6, 6-2, 6-2, 6-2"
Novak Djokovic,25-06-2012,Wimbledon,Grass,R64,W,"6-4, 6-4, 6-4"
Novak Djokovic,25-06-2012,Wimbledon,Grass,R128,W,"6-3, 6-3, 6-1"
Novak Djokovic,27-05-2012,Roland Garros,Clay,F,L,"6-4, 6-3, 2-6, 7-5"
Novak Djokovic,27-05-2012,Roland Garros,Clay,SF,W,"6-4, 7-5, 6-3"
Novak Djokovic,27-05-2012,Roland Garros,Clay,QF,W,"6-1, 5-7, 5-7, 7-6(6), 6-1"
Novak Djokovic,27-05-2012,Roland Garros,Clay,R16,W,"4-6, 6-7(5), 6-3, 7-5, 6-3"
Novak Djokovic,27-05-2012,Roland Garros,Clay,R32,W,"6-1, 6-2, 6-2"
Novak Djokovic,27-05-2012,Roland Garros,Clay,R64,W,"6-0, 6-4, 6-4"
Novak Djokovic,27-05-2012,Roland Garros,Clay,R128,W,"7-6(3), 6-3, 6-1"
Novak Djokovic,13-05-2012,Rome Masters,Clay,F,L,"7-5, 6-3"
Novak Djokovic,13-05-2012,Rome Masters,Clay,SF,W,"6-2, 7-6(4)"
Novak Djokovic,13-05-2012,Rome Masters,Clay,QF,W,"7-5, 6-1"
Novak Djokovic,13-05-2012,Rome Masters,Clay,R16,W,"4-6, 6-2, 6-3"
Novak Djokovic,13-05-2012,Rome Masters,Clay,R32,W,"6-3, 6-3"
Novak Djokovic,06-05-2012,Madrid Masters,Clay,QF,L,"7-6(2), 6-3"
Novak Djokovic,06-05-2012,Madrid Masters,Clay,R16,W,"7-6(5), 6-4"
Novak Djokovic,06-05-2012,Madrid Masters,Clay,R32,W,"6-2, 2-6, 6-3"
Novak Djokovic,15-04-2012,Monte Carlo Masters,Clay,F,L,"6-3, 6-1"
Novak Djokovic,15-04-2012,Monte Carlo Masters,Clay,SF,W,"4-6, 6-3, 6-2"
Novak Djokovic,15-04-2012,Monte Carlo Masters,Clay,QF,W,"6-4, 6-2"
Novak Djokovic,15-04-2012,Monte Carlo Masters,Clay,R16,W,"2-6, 6-1, 6-4"
Novak Djokovic,15-04-2012,Monte Carlo Masters,Clay,R32,W,"6-1, 6-4"
Novak Djokovic,21-03-2012,Miami Masters,Hard,F,W,"6-1, 7-6(4)"
Novak Djokovic,21-03-2012,Miami Masters,Hard,SF,W,"6-0, 7-6(5)"
Novak Djokovic,21-03-2012,Miami Masters,Hard,QF,W,"6-2, 7-6(1)"
Novak Djokovic,21-03-2012,Miami Masters,Hard,R16,W,"7-5, 6-3"
Novak Djokovic,21-03-2012,Miami Masters,Hard,R32,W,"6-3, 6-4"
Novak Djokovic,21-03-2012,Miami Masters,Hard,R64,W,"6-4, 6-4"
Novak Djokovic,08-03-2012,Indian Wells Masters,Hard,SF,L,"7-6(7), 3-6, 7-6(5)"
Novak Djokovic,08-03-2012,Indian Wells Masters,Hard,QF,W,"6-3, 6-4"
Novak Djokovic,08-03-2012,Indian Wells Masters,Hard,R16,W,"6-0, 6-7(5), 6-2"
Novak Djokovic,08-03-2012,Indian Wells Masters,Hard,R32,W,"6-2, 6-3"
Novak Djokovic,08-03-2012,Indian Wells Masters,Hard,R64,W,"6-3, 6-2"
Novak Djokovic,27-02-2012,Dubai,Hard,SF,L,"6-2, 7-5"
Novak Djokovic,27-02-2012,Dubai,Hard,QF,W,"6-1, 7-6(6)"
Novak Djokovic,27-02-2012,Dubai,Hard,R16,W,"7-6(5), 6-3"
Novak Djokovic,27-02-2012,Dubai,Hard,R32,W,"6-4, 6-2"
Novak Djokovic,16-01-2012,Australian Open,Hard,F,W,"5-7, 6-4, 6-2, 6-7(5), 7-5"
Novak Djokovic,16-01-2012,Australian Open,Hard,SF,W,"6-3, 3-6, 6-7(4), 6-1, 7-5"
Novak Djokovic,16-01-2012,Australian Open,Hard,QF,W,"6-4, 7-6(4), 6-1"
Novak Djokovic,16-01-2012,Australian Open,Hard,R16,W,"6-1, 6-3, 4-6, 6-3"
Novak Djokovic,16-01-2012,Australian Open,Hard,R32,W,"6-0, 6-1, 6-1"
Novak Djokovic,16-01-2012,Australian Open,Hard,R64,W,"6-3, 6-2, 6-1"
Novak Djokovic,16-01-2012,Australian Open,Hard,R128,W,"6-2, 6-0, 6-0"
Novak Djokovic,20-11-2011,Tour Finals,Hard (i),RR,L,"3-6, 6-3, 6-3"
Novak Djokovic,20-11-2011,Tour Finals,Hard (i),RR,L,"6-3, 6-1"
Novak Djokovic,20-11-2011,Tour Finals,Hard (i),RR,W,"3-6, 6-3, 7-6(3)"
Novak Djokovic,07-11-2011,Paris Masters,Hard (i),QF,L W,W/O
Novak Djokovic,07-11-2011,Paris Masters,Hard (i),R16,W,"4-6, 6-3, 6-1"
Novak Djokovic,07-11-2011,Paris Masters,Hard (i),R32,W,"6-4, 6-3"
Novak Djokovic,31-10-2011,Basel,Hard (i),SF,L,"2-6, 7-6(4), 6-0"
Novak Djokovic,31-10-2011,Basel,Hard (i),QF,W,"2-6, 6-2, 6-3"
Novak Djokovic,31-10-2011,Basel,Hard (i),R16,W,"6-1, 6-2"
Novak Djokovic,31-10-2011,Basel,Hard (i),R32,W,"6-2, 4-6, 7-5"
Novak Djokovic,16-09-2011,Davis Cup WG,Hard,SF,L R,"7-6(5), 3-0, RET"
Novak Djokovic,29-08-2011,US Open,Hard,F,W,"6-2, 6-4, 6-7(3), 6-1"
Novak Djokovic,29-08-2011,US Open,Hard,SF,W,"6-7(7), 4-6, 6-3, 6-2, 7-5"
Novak Djokovic,29-08-2011,US Open,Hard,QF,W R,"7-6(2), 6-7(3), 6-0, 3-0, RET"
Novak Djokovic,29-08-2011,US Open,Hard,R16,W,"7-6(14), 6-4, 6-2"
Novak Djokovic,29-08-2011,US Open,Hard,R32,W,"6-3, 6-4, 6-2"
Novak Djokovic,29-08-2011,US Open,Hard,R64,W,"6-0, 6-0, 6-2"
Novak Djokovic,29-08-2011,US Open,Hard,R128,W R,"6-0, 5-1, RET"
Novak Djokovic,14-08-2011,Cincinnati Masters,Hard,F,L R,"6-4, 3-0, RET"
Novak Djokovic,14-08-2011,Cincinnati Masters,Hard,SF,W R,"7-5, RET"
Novak Djokovic,14-08-2011,Cincinnati Masters,Hard,QF,W,"3-6, 6-4, 6-3"
Novak Djokovic,14-08-2011,Cincinnati Masters,Hard,R16,W,"6-3, 6-3"
Novak Djokovic,14-08-2011,Cincinnati Masters,Hard,R32,W,"6-2, 6-3"
Novak Djokovic,08-08-2011,Canada Masters,Hard,F,W,"6-2, 3-6, 6-4"
Novak Djokovic,08-08-2011,Canada Masters,Hard,SF,W R,"6-4, 3-0, RET"
Novak Djokovic,08-08-2011,Canada Masters,Hard,QF,W,"6-2, 6-1"
Novak Djokovic,08-08-2011,Canada Masters,Hard,R16,W,"7-5, 6-2"
Novak Djokovic,08-08-2011,Canada Masters,Hard,R32,W,"7-5, 6-1"
Novak Djokovic,20-06-2011,Wimbledon,Grass,F,W,"6-4, 6-1, 1-6, 6-3"
Novak Djokovic,20-06-2011,Wimbledon,Grass,SF,W,"7-6(4), 6-2, 6-7(9), 6-3"
Novak Djokovic,20-06-2011,Wimbledon,Grass,QF,W,"6-2, 3-6, 6-3, 7-5"
Novak Djokovic,20-06-2011,Wimbledon,Grass,R16,W,"6-3, 6-3, 6-3"
Novak Djokovic,20-06-2011,Wimbledon,Grass,R32,W,"6-4, 4-6, 6-3, 6-4"
Novak Djokovic,20-06-2011,Wimbledon,Grass,R64,W,"6-3, 6-4, 6-2"
Novak Djokovic,20-06-2011,Wimbledon,Grass,R128,W,"6-4, 6-1, 6-1"
Novak Djokovic,22-05-2011,Roland Garros,Clay,SF,L,"7-6(5), 6-3, 3-6, 7-6(5)"
Novak Djokovic,22-05-2011,Roland Garros,Clay,QF,W W,W/O
Novak Djokovic,22-05-2011,Roland Garros,Clay,R16,W,"6-4, 6-4, 6-2"
Novak Djokovic,22-05-2011,Roland Garros,Clay,R32,W,"6-3, 3-6, 6-3, 6-2"
Novak Djokovic,22-05-2011,Roland Garros,Clay,R64,W R,"6-4, 6-1, 2-3, RET"
Novak Djokovic,22-05-2011,Roland Garros,Clay,R128,W,"6-2, 6-1, 6-3"
Novak Djokovic,08-05-2011,Rome Masters,Clay,F,W,"6-4, 6-4"
Novak Djokovic,08-05-2011,Rome Masters,Clay,SF,W,"6-1, 3-6, 7-6(2)"
Novak Djokovic,08-05-2011,Rome Masters,Clay,QF,W,"6-3, 6-0"
Novak Djokovic,08-05-2011,Rome Masters,Clay,R16,W,"6-4, 6-1"
Novak Djokovic,08-05-2011,Rome Masters,Clay,R32,W,"6-0, 6-3"
Novak Djokovic,01-05-2011,Madrid Masters,Clay,F,W,"7-5, 6-4"
Novak Djokovic,01-05-2011,Madrid Masters,Clay,SF,W,"4-6, 6-4, 6-1"
Novak Djokovic,01-05-2011,Madrid Masters,Clay,QF,W,"6-4, 4-6, 6-3"
Novak Djokovic,01-05-2011,Madrid Masters,Clay,R16,W,"6-1, 6-2"
Novak Djokovic,01-05-2011,Madrid Masters,Clay,R32,W,"6-3, 6-4"
Novak Djokovic,25-04-2011,Belgrade,Clay,F,W,"7-6(4), 6-2"
Novak Djokovic,25-04-2011,Belgrade,Clay,SF,W W,W/O
Novak Djokovic,25-04-2011,Belgrade,Clay,QF,W,"6-3, 6-2"
Novak Djokovic,25-04-2011,Belgrade,Clay,R16,W,"6-2, 6-3"
Novak Djokovic,23-03-2011,Miami Masters,Hard,F,W,"4-6, 6-3, 7-6(4)"
Novak Djokovic,23-03-2011,Miami Masters,Hard,SF,W,"6-3, 6-1"
Novak Djokovic,23-03-2011,Miami Masters,Hard,QF,W,"6-4, 6-2"
Novak Djokovic,23-03-2011,Miami Masters,Hard,R16,W,"6-3, 6-2"
Novak Djokovic,23-03-2011,Miami Masters,Hard,R32,W,"6-2, 6-0"
Novak Djokovic,23-03-2011,Miami Masters,Hard,R64,W,"6-0, 6-1"
Novak Djokovic,10-03-2011,Indian Wells Masters,Hard,F,W,"4-6, 6-3, 6-2"
Novak Djokovic,10-03-2011,Indian Wells Masters,Hard,SF,W,"6-3, 3-6, 6-2"
Novak Djokovic,10-03-2011,Indian Wells Masters,Hard,QF,W,"6-2, 6-4"
Novak Djokovic,10-03-2011,Indian Wells Masters,Hard,R16,W,"6-0, 6-1"
Novak Djokovic,10-03-2011,Indian Wells Masters,Hard,R32,W,"6-0, 6-1"
Novak Djokovic,10-03-2011,Indian Wells Masters,Hard,R64,W,"6-0, 6-4"
Novak Djokovic,21-02-2011,Dubai,Hard,F,W,"6-3, 6-3"
Novak Djokovic,21-02-2011,Dubai,Hard,SF,W R,"6-7(5), 6-2, 4-2, RET"
Novak Djokovic,21-02-2011,Dubai,Hard,QF,W,"7-5, 6-1"
Novak Djokovic,21-02-2011,Dubai,Hard,R16,W,"6-3, 2-6, 6-4"
Novak Djokovic,21-02-2011,Dubai,Hard,R32,W,"6-3, 6-3"
Novak Djokovic,17-01-2011,Australian Open,Hard,F,W,"6-4, 6-2, 6-3"
Novak Djokovic,17-01-2011,Australian Open,Hard,SF,W,"7-6(3), 7-5, 6-4"
Novak Djokovic,17-01-2011,Australian Open,Hard,QF,W,"6-1, 7-6(5), 6-1"
Novak Djokovic,17-01-2011,Australian Open,Hard,R16,W,"6-3, 6-4, 6-0"
Novak Djokovic,17-01-2011,Australian Open,Hard,R32,W R,"6-2, RET"
Novak Djokovic,17-01-2011,Australian Open,Hard,R64,W,"7-5, 6-7(8), 6-0, 6-2"
Novak Djokovic,17-01-2011,Australian Open,Hard,R128,W,"6-1, 6-3, 6-1"
Novak Djokovic,03-12-2010,Davis Cup WG,Hard,F,W,"6-2, 6-2, 6-4"
Novak Djokovic,03-12-2010,Davis Cup WG,Hard,F,W,"6-3, 6-1, 7-5"
Novak Djokovic,21-11-2010,Tour Finals,Hard (i),SF,L,"6-1, 6-4"
Novak Djokovic,21-11-2010,Tour Finals,Hard (i),RR,W,"6-2, 6-3"
Novak Djokovic,21-11-2010,Tour Finals,Hard (i),RR,W,"6-3, 6-3"
Novak Djokovic,21-11-2010,Tour Finals,Hard (i),RR,L,"7-5, 6-2"
Novak Djokovic,07-11-2010,Paris Masters,Hard (i),R16,L,"7-6(6), 6-2"
Novak Djokovic,07-11-2010,Paris Masters,Hard (i),R32,W,"6-4, 6-3"
Novak Djokovic,01-11-2010,Basel,Hard (i),F,L,"6-4, 3-6, 6-1"
Novak Djokovic,01-11-2010,Basel,Hard (i),SF,W,"7-6(4), 6-4"
Novak Djokovic,01-11-2010,Basel,Hard (i),QF,W,"6-2, 6-3"
Novak Djokovic,01-11-2010,Basel,Hard (i),R16,W,"6-4, 7-6(6)"
Novak Djokovic,01-11-2010,Basel,Hard (i),R32,W,"6-4, 6-2"
Novak Djokovic,10-10-2010,Shanghai Masters,Hard,SF,L,"7-5, 6-4"
Novak Djokovic,10-10-2010,Shanghai Masters,Hard,QF,W,"6-2, 6-3"
Novak Djokovic,10-10-2010,Shanghai Masters,Hard,R16,W,"6-1, 6-1"
Novak Djokovic,10-10-2010,Shanghai Masters,Hard,R32,W,"6-3, 6-3"
Novak Djokovic,04-10-2010,Beijing,Hard,F,W,"6-2, 6-4"
Novak Djokovic,04-10-2010,Beijing,Hard,SF,W,"7-6(1), 6-2"
Novak Djokovic,04-10-2010,Beijing,Hard,QF,W,"6-3, 6-2"
Novak Djokovic,04-10-2010,Beijing,Hard,R16,W W,W/O
Novak Djokovic,04-10-2010,Beijing,Hard,R32,W,"6-1, 6-3"
Novak Djokovic,17-09-2010,Davis Cup WG,Hard,SF,W,"4-6, 6-3, 6-2, 6-4"
Novak Djokovic,30-08-2010,US Open,Hard,F,L,"6-4, 5-7, 6-4, 6-2"
Novak Djokovic,30-08-2010,US Open,Hard,SF,W,"5-7, 6-1, 5-7, 6-2, 7-5"
Novak Djokovic,30-08-2010,US Open,Hard,QF,W,"7-6(2), 6-1, 6-2"
Novak Djokovic,30-08-2010,US Open,Hard,R16,W,"6-3, 6-4, 6-1"
Novak Djokovic,30-08-2010,US Open,Hard,R32,W,"6-1, 7-6(4), 6-3"
Novak Djokovic,30-08-2010,US Open,Hard,R64,W,"7-5, 6-3, 7-6(6)"
Novak Djokovic,30-08-2010,US Open,Hard,R128,W,"6-3, 3-6, 2-6, 7-5, 6-3"
Novak Djokovic,15-08-2010,Cincinnati Masters,Hard,QF,L,"6-4, 7-5"
Novak Djokovic,15-08-2010,Cincinnati Masters,Hard,R16,W,"6-1, 7-6(7)"
Novak Djokovic,15-08-2010,Cincinnati Masters,Hard,R32,W,"6-3, 7-5"
Novak Djokovic,09-08-2010,Canada Masters,Hard,SF,L,"6-1, 3-6, 7-5"
Novak Djokovic,09-08-2010,Canada Masters,Hard,QF,W,"6-2, 6-3"
Novak Djokovic,09-08-2010,Canada Masters,Hard,R16,W,"6-3, 6-4"
Novak Djokovic,09-08-2010,Canada Masters,Hard,R32,W,"7-5, 7-5"
Novak Djokovic,09-07-2010,Davis Cup WG,Hard,QF,W,"6-3, 6-3, 6-2"
Novak Djokovic,09-07-2010,Davis Cup WG,Hard,QF,W,"7-6(3), 6-4, 6-1"
Novak Djokovic,21-06-2010,Wimbledon,Grass,SF,L,"6-3, 7-6(9), 6-3"
Novak Djokovic,21-06-2010,Wimbledon,Grass,QF,W,"6-3, 6-2, 6-2"
Novak Djokovic,21-06-2010,Wimbledon,Grass,R16,W,"7-5, 6-4, 3-6, 6-4"
Novak Djokovic,21-06-2010,Wimbledon,Grass,R32,W,"6-1, 6-4, 6-4"
