season,pick,team,player,college,years,pos,g,gs,mp,fg,fga,x3p,x3pa,ft,fta,trb,ast,stl,blk,tov,pf,pts,ws
1992,22,PHO,Oliver Miller,Arkansas,9,C,493,196,11338,1536,2874,5,43,548,858,2893,1061,455,758,921,1460,3625,21.3
1992,23,MIL,Lee Mayberry,Arkansas,7,PG,496,150,10337,950,2287,379,1006,267,405,642,1767,352,43,591,865,2546,7.8
1992,24,GSW,Latrell Sprewell,Alabama,13,SF,913,868,35270,6076,14294,1104,3272,3456,4298,3724,3664,1294,399,2450,1689,16712,56.3
1992,25,LAC,Elmore Spencer,UNLV,5,C,157,75,2641,389,754,0,3,145,250,555,109,53,170,249,336,923,8.32667E-17
1992,26,POR,Dave Johnson,Syracuse,2,SG,59,0,475,74,203,3,15,53,80,64,17,12,1,37,30,204,-0.3
1992,27,CHI,Byron Houston,Oklahoma State,4,PF,214,10,2674,307,673,10,39,211,312,648,114,103,86,173,543,835,3.9
1992,28,MIN,Marlon Maxey,Texas-El Paso,2,PF,98,5,1146,182,336,0,3,115,168,363,22,27,51,78,188,479,2.6
1992,29,NJN,P.J. Brown,Louisiana Tech,15,PF,1089,990,33823,3852,8365,8,59,2158,2718,8409,1661,912,1116,1342,3218,9870,89.7
1992,30,DAL,Sean Rooks,Arizona,12,C,749,230,13560,1710,3725,2,22,1254,1795,2877,631,255,499,804,1657,4676,16.3
1992,31,POR,Reggie Smith,TCU,2,PF,66,9,384,39,99,0,1,21,52,120,5,16,7,16,63,99,0.4
1992,32,WSB,Brent Price,Oklahoma,9,PG,418,80,7007,818,1918,363,938,482,585,684,1236,313,16,626,759,2481,12.1
1992,33,CHI,Corey Williams,Oklahoma State,2,PG,39,0,288,36,98,1,4,19,23,37,29,6,2,13,30,92,0.2
1992,34,MIN,Chris Smith,UConn,3,SG,224,39,3956,425,976,59,161,231,324,291,627,118,56,219,346,1140,3.2
1992,35,CHH,Tony Bennett,Green Bay,3,PG,152,7,1886,221,536,55,164,41,56,155,303,69,1,93,200,538,1.6
1992,36,LAL,Duane Cooper,USC,2,PG,88,2,781,80,199,8,37,36,50,59,178,21,2,89,78,204,-0.5
1992,37,MIA,Isaiah Morris,Arkansas,1,SF,25,0,102,26,57,0,0,3,4,12,4,3,1,8,14,55,0
1992,38,ATL,Elmer Bennett,Notre Dame,3,PG,21,0,159,16,47,3,11,13,18,10,22,9,1,20,16,48,-0.3
1992,39,CHI,Litterial Green,Georgia,5,PG,148,4,1189,144,343,2,26,133,200,75,182,49,6,78,124,423,1.6
1992,41,HOU,Popeye Jones,Murray State,11,PF,535,304,12579,1574,3523,25,89,553,736,3981,696,300,161,603,1501,3726,22
1992,42,MIA,Matt Geiger,Georgia Tech,10,C,552,214,12221,2039,4083,16,69,965,1325,3158,388,306,347,744,1629,5059,28.4
1992,43,GSW,Sasha Danilovi?,,2,SG,75,60,2331,331,754,119,314,176,223,182,149,69,12,153,209,957,4.3
1992,45,SEA,Chris King,Wake Forest,3,SF,103,66,2058,271,640,46,120,105,166,311,116,74,34,119,183,693,1
1992,46,DEN,Robert Werdann,St. John's,3,C,47,0,273,37,98,0,1,27,47,81,9,13,8,20,65,101,0.1
1992,47,BOS,Darren Morningstar,Pitt,1,C,23,15,367,39,82,0,0,18,30,81,15,14,2,19,70,96,0.4
1992,48,PHO,Brian Davis,Duke,1,SF,68,3,374,40,126,1,3,50,68,55,22,16,4,19,34,131,0
1992,50,GSW,Matt Fish,UNC Wilmington,3,C,50,9,512,71,142,0,1,35,56,110,25,19,14,33,91,177,0.6
1992,52,CHI,Matt Steigenga,Michigan State,1,SF,2,0,12,1,4,0,2,1,2,3,2,1,1,2,1,3,0
1993,1,ORL,Chris Webber,Michigan,15,PF,831,827,30847,7192,15024,264,883,2534,3906,8124,3526,1197,1200,2313,2700,17182,84.5
1993,2,PHI,Shawn Bradley,BYU,12,C,832,484,19531,2713,5935,4,39,1322,1847,5268,573,532,2119,1059,2567,6752,40.8
1993,3,GSW,Anfernee Hardaway,Memphis,14,SG,704,557,23711,3995,8731,503,1591,2191,2831,3146,3525,1125,312,1786,1562,10684,62
1993,4,DAL,Jamal Mashburn,Kentucky,11,SF,611,584,22762,4277,10222,767,2226,2323,3032,3271,2414,632,109,1585,1533,11644,43.7
1993,5,MIN,Isaiah Rider,UNLV,9,SG,563,424,17851,3583,8085,667,1896,1572,1935,2166,1535,367,136,1425,1327,9405,22.9
1993,6,WSB,Calbert Cheaney,Indiana,13,SG,825,498,22007,3366,7227,204,684,890,1288,2610,1398,659,198,994,2074,7826,23.3
1993,7,SAC,Bobby Hurley,Duke,5,PG,269,62,4170,361,1023,64,235,246,320,283,880,120,7,385,360,1032,-1.2
1993,8,MIL,Vin Baker,University of Hartford,13,PF,791,604,25737,4692,9675,39,181,2416,3787,5867,1509,582,798,1756,2560,11839,47.1
1993,9,DEN,Rodney Rogers,Wake Forest,12,SF,866,347,21873,3608,7994,690,1986,1562,2264,3881,1722,868,451,1631,2678,9468,38.8
1993,10,DET,Lindsey Hunter,Jackson State University,17,PG,937,438,23253,2970,7663,1075,2984,941,1261,2021,2506,1120,165,1159,1857,7956,32.8
1993,11,DET,Allan Houston,Tennessee,12,SG,839,727,28311,5337,12017,1305,3247,2572,2979,2434,1990,566,139,1760,2062,14551,55.2
1993,12,LAL,George Lynch,UNC,12,SF,774,420,17683,2086,4677,146,477,791,1213,3902,1121,817,258,890,1675,5109,32.1
1993,13,LAC,Terry Dehere,Seton Hall,6,PG,402,65,7305,1082,2632,328,867,743,954,588,1034,213,36,617,830,3235,7.3
1993,14,IND,Scott Haskin,Oregon State,1,C,27,2,186,21,45,0,0,13,19,55,6,2,15,13,33,55,0.3
1993,15,ATL,Doug Edwards,Florida State,3,PF,85,0,838,71,188,0,6,61,86,153,60,17,27,57,90,203,0.3
1993,16,NJN,Rex Walters,Kansas,7,SG,335,67,4602,572,1296,187,518,216,267,403,569,129,30,291,439,1547,6.5
1993,17,CHH,Greg Graham,Indiana,5,SG,207,18,2530,331,813,49,169,227,293,219,201,128,12,179,213,938,1.4
1993,18,UTA,Luther Wright,Seton Hall,1,C,15,2,92,8,23,0,1,3,4,10,0,1,2,6,21,19,-0.1
1993,19,BOS,Acie Earl,Iowa,4,C,193,18,2512,361,896,0,9,258,387,517,61,63,126,170,351,980,0.3
1993,20,CHH,Scott Burrell,UConn,8,SF,383,122,7592,971,2321,339,909,366,506,1332,527,341,180,337,865,2647,16.4
1993,21,POR,James Robinson,Alabama,7,PG,381,51,6935,1050,2662,400,1151,382,574,660,715,205,71,504,648,2882,5.7
1993,22,CLE,Chris Mills,Arizona,10,SF,568,328,17282,2391,5541,439,1251,1136,1391,2808,1063,421,247,726,1532,6357,37.7
1993,23,SEA,Ervin Johnson,New Orleans,13,C,845,452,16989,1393,2756,2,10,685,1133,5148,387,471,1087,724,2430,3473,37.8
1993,24,HOU,Sam Cassell,Florida State,15,PG,993,690,29812,5698,12558,672,2029,3567,4144,3221,5939,1058,163,2418,2744,15635,87.8
1993,25,CHI,Corie Blount,Cincinnati,11,PF,644,77,9925,959,2038,3,26,366,624,2690,460,328,266,519,1375,2287,18.3
1993,26,ORL,Geert Hammink,LSU,3,C,8,0,27,4,10,0,0,6,9,7,2,0,0,2,4,14,0
1993,27,PHO,Malcolm Mackey,Georgia Tech,1,C,22,0,69,14,37,0,2,4,8,24,1,0,3,2,9,32,0.1
1993,28,DAL,Lucious Harris,Cal State Long Beach,12,SG,800,145,15701,2194,5151,402,1155,994,1258,1864,1130,556,86,594,1013,5784,28.6
1993,30,WSB,Gheorghe Mure?an,,6,C,307,207,6729,1265,2206,0,1,490,761,1957,150,171,455,446,958,3020,18.9
1993,31,SAC,Evers Burns,Maryland,1,PF,23,0,143,22,55,0,0,12,23,30,9,6,3,7,33,56,0.1
1993,32,PHI,Alphonso Ford,Mississippi Valley State University,2,PG,11,0,114,16,52,1,10,2,4,20,10,3,0,9,7,35,-0.3
1993,33,DAL,Eric Riley,Michigan,5,C,186,41,1844,218,478,0,4,138,196,479,60,54,132,126,303,574,2.5
1993,34,GSW,Darnell Mee,Western Kentucky,2,SG,40,0,293,29,93,6,27,12,27,36,18,16,13,18,34,76,-0.1
1993,35,MIA,Ed Stokes,Arizona,1,C,4,0,17,1,3,0,0,1,2,4,1,1,2,2,4,3,0
1993,37,LAL,Nick Van Exel,Cincinnati,13,PG,880,670,28969,4636,11458,1528,4278,1858,2341,2545,5777,726,92,1850,1380,12658,55.9
1993,40,ATL,Rich Manning,Washington,2,PF,55,2,512,81,195,2,5,18,28,94,10,7,8,24,66,182,-0.3
1993,42,SEA,Adonis Jordan,Kansas,2,PG,10,0,97,8,27,3,12,2,4,6,22,3,1,8,6,21,-0.1
1993,43,DEN,Josh Grant,Utah,1,PF,53,0,382,59,146,17,61,22,29,89,24,18,8,30,62,157,0.5
1993,45,UTA,Bryon Russell,Cal State Long Beach,13,SF,841,392,19805,2274,5272,685,1856,1430,1906,2914,1085,874,203,835,1984,6663,47.5
1993,46,HOU,Richard Petru?ka,UCLA,1,C,22,0,92,20,46,7,15,6,8,31,1,2,3,15,15,53,0
1993,47,SAS,Chris Whitney,Clemson,11,PG,579,165,10052,1227,3110,552,1528,732,837,815,1613,351,32,619,984,3738,21.3
1993,48,POR,Kevin Thompson,NC State,1,C,14,0,58,6,14,0,1,1,2,13,3,0,2,5,11,13,0
1993,52,SAC,Mike Peplowski,Michigan State,3,C,68,19,705,84,151,0,1,26,49,176,26,19,27,38,151,194,1
1994,1,MIL,Glenn Robinson,Purdue,11,SF,688,668,25346,5571,12129,620,1823,2472,3016,4189,1879,826,389,2147,1847,14234,39.7
1994,2,DAL,Jason Kidd,California,19,PG,1391,1350,50111,6219,15557,1988,5701,3103,3954,8725,12091,2684,450,4003,2572,17529,138.7
1994,3,DET,Grant Hill,Duke,18,SF,1026,972,34776,6345,13126,219,697,4228,5498,6169,4252,1248,576,2459,2377,17137,99.9
1994,4,MIN,Donyell Marshall,UConn,15,PF,957,422,25027,4096,9410,902,2578,1622,2219,6376,1305,790,848,1292,2173,10716,58.9
1994,5,WSB,Juwan Howard,Michigan,19,PF,1208,900,36654,6543,13950,6,50,3067,4014,7428,2663,818,312,2469,3493,16159,59.4
1994,6,PHI,Sharone Wright,Clemson,4,C,203,115,4531,777,1705,1,12,419,678,1023,118,82,203,355,562,1974,1.4
1994,7,LAC,Lamond Murray,California,11,SF,736,364,18477,3137,7301,528,1466,1484,1955,3033,978,684,319,1207,1471,8286,19.8
1994,8,SAC,Brian Grant,Xavier,12,PF,756,577,21417,3103,6332,6,28,1721,2306,5622,923,455,561,1235,2409,7933,54.6
1994,9,BOS,Eric Montross,UNC,8,C,465,288,8479,891,1819,0,3,289,604,2159,207,122,275,405,1270,2071,8.6
1994,10,LAL,Eddie Jones,Temple,14,SG,954,902,32778,4932,11286,1546,4147,2745,3394,3857,2812,1620,580,1507,2483,14155,100.5
1994,11,SEA,Carlos Rogers,Tennessee State,8,C,298,55,5654,888,1658,32,124,388,690,1272,182,128,235,297,515,2196,11
1994,12,MIA,Khalid Reeves,Arizona,6,PG,277,113,5837,744,1788,235,647,444,597,580,886,234,32,446,629,2167,8.4
1994,13,DEN,Jalen Rose,Michigan,13,SF,923,572,27925,4852,10945,746,2102,2770,3457,3193,3527,729,315,2102,2408,13220,47.2
1994,14,NJN,Yinka Dare,George Washington,4,C,110,25,1002,86,217,0,0,61,107,281,4,12,70,96,179,233,-0.7
1994,15,IND,Eric Piatkowski,Nebraska,14,SG,789,250,14613,2044,4711,865,2168,966,1152,1716,778,404,115,628,1152,5919,31
1994,16,GSW,Clifford Rozier,Louisville,4,C,173,64,2984,350,705,2,11,125,269,897,98,78,113,162,435,827,3.9
1994,17,POR,Aaron McKie,Temple,13,SG,793,287,19156,2265,5177,388,1109,953,1224,2587,2126,912,164,1059,1588,5871,40
1994,18,MIL,Eric Mobley,Pitt,3,C,113,38,1570,180,333,3,4,77,162,351,57,27,61,103,194,440,1.1
1994,19,DAL,Tony Dumas,Missouri-Kansas City,4,SG,156,13,2222,409,1013,102,312,220,362,198,186,65,19,148,256,1140,1.3
1994,20,PHI,B.J. Tyler,Texas,1,PG,55,8,809,72,189,16,51,35,50,62,174,36,2,97,58,195,-0.7
1994,21,CHI,Dickey Simpkins,Providence,7,PF,327,100,5201,495,1124,2,9,396,641,1187,305,91,60,368,593,1388,4.8
1994,22,SAS,Bill Curley,Boston College,5,PF,147,11,1614,157,354,2,9,78,105,290,60,61,44,75,345,394,1.6
1994,23,PHO,Wesley Person,Auburn,11,SG,733,454,20727,3128,6843,1150,2754,786,1010,2402,1234,579,230,680,965,8192,43.9
1994,24,NYK,Monty Williams,Notre Dame,9,SF,456,109,7624,1143,2375,4,36,594,893,1296,544,251,137,554,897,2884,11.5
1994,25,LAC,Greg Minor,Louisville,5,SG,277,93,5144,794,1662,24,106,290,378,741,384,156,46,225,464,1902,8.2
1994,26,NYK,Charlie Ward,Florida State,11,PG,630,285,14080,1400,3428,639,1754,508,659,1648,2539,776,128,1038,1276,3947,33
1994,27,ORL,Brooks Thompson,Oklahoma State,4,PG,168,8,1714,278,679,149,396,55,85,158,281,87,5,154,229,760,2
1994,29,PHO,Antonio Lang,Duke,6,PF,143,1,1395,121,266,0,8,87,121,210,50,55,46,89,207,329,1.6
1994,30,MIN,Howard Eisley,Boston College,12,PG,786,167,16013,1881,4617,516,1474,838,1013,1324,2748,540,83,1172,1701,5116,19.5
1994,32,WSB,Jim McIlvaine,Marquette,7,C,401,214,5927,423,948,1,10,225,408,1243,105,136,691,231,1052,1072,9.4
1994,33,PHI,Derrick Alston,Duquesne,3,C,139,42,2657,318,650,1,7,114,234,525,94,95,87,112,298,751,2.6
1994,34,ATL,Gaylon Nickerson,Northwestern Oklahoma State University,1,SG,4,0,42,4,12,0,2,7,7,5,1,1,1,1,1,15,0.1
1994,35,SAC,Michael Smith,Providence,7,PF,367,170,8816,730,1361,1,5,499,921,2707,594,300,199,420,902,1960,19.8
1994,37,SEA,Dontonio Wingfield,Cincinnati,4,SF,114,2,1146,157,404,47,152,62,86,275,76,39,15,89,191,423,1.7
1994,38,CHH,Darrin Hancock,Kansas,3,SF,133,14,1395,196,370,2,6,73,126,169,89,56,10,97,157,467,1.1
1994,39,GSW,Anthony Miller,Michigan State,8,PF,181,15,1637,197,386,2,8,114,198,488,66,58,26,90,244,510,3.7
1994,40,MIA,Jeff Webster,Oklahoma,1,SF,11,0,58,8,23,2,6,0,0,7,3,4,0,3,7,18,0
1994,43,POR,Shawnelle Scott,St. John's,4,C,105,11,634,78,168,0,0,33,71,228,20,14,23,36,123,189,1.3
1994,45,GSW,Dwayne Morton,Louisville,1,PG,41,6,395,50,129,9,25,58,85,58,18,11,15,27,45,167,0.2
1994,46,MIL,Voshon Lenard,Minnesota,11,SG,565,321,15349,2444,5892,936,2437,921,1171,1609,1180,424,131,748,1212,6745,29.7
1994,47,UTA,Jamie Watson,South Carolina,4,SF,102,7,1248,126,269,12,38,59,85,149,117,65,17,93,151,323,1.2
1994,50,PHO,Charles Claxton,Georgia,1,C,3,0,7,1,2,0,0,0,2,2,0,0,1,1,4,2,0
1994,51,SAC,Lawrence Funderburke,Ohio State,7,PF,318,7,4726,812,1606,2,17,405,600,1142,183,94,100,225,360,2031,13
1994,52,PHO,Anthony Goldwire,Houston,8,PG,266,72,4951,580,1425,206,533,301,380,359,737,167,9,264,388,1667,6.5
1994,54,SEA,?eljko Rebra?a,,5,C,215,22,3280,488,926,0,0,300,379,688,88,57,160,203,512,1276,8.2
1995,1,GSW,Joe Smith,Maryland,16,PF,1030,619,27022,4325,9512,30,126,2528,3200,6575,1010,606,868,1290,2974,11208,60.2
1995,2,LAC,Antonio McDyess,Alabama,15,PF,1015,645,28053,5046,10161,7,60,2128,3178,7638,1300,782,1102,1623,3077,12227,69.8
1995,3,PHI,Jerry Stackhouse,UNC,18,SG,970,564,30222,5386,13182,988,3202,4649,5659,3067,3240,869,437,2641,1810,16409,52.4
1995,4,WSB,Rasheed Wallace,UNC,16,PF,1109,956,36243,6320,13529,1086,3228,2280,3162,7404,1994,1090,1460,1693,3259,16006,105.1
1995,5,MIN,Kevin Garnett,,21,PF,1462,1425,50418,10505,21142,174,632,4887,6190,14662,5445,1859,2037,3179,3561,26071,191.5
1995,6,VAN,Bryant Reeves,Oklahoma State,6,C,395,341,12071,1999,4208,2,27,945,1345,2745,623,200,302,744,1365,4945,13
1995,7,TOR,Damon Stoudamire,Arizona,13,PG,878,793,29106,4329,10662,1236,3464,1869,2244,3039,5371,953,81,2039,1705,11763,55.5
1995,8,POR,Shawn Respert,Michigan State,4,SG,172,5,2350,315,760,97,285,124,152,226,177,91,7,125,192,851,2.1
1995,9,NJN,Ed O'Bannon,UCLA,2,SF,128,34,2062,249,679,28,126,108,143,316,102,73,23,82,192,634,1.1
1995,10,MIA,Kurt Thomas,TCU,18,PF,1110,650,27160,3836,7894,9,32,1292,1701,7328,1204,724,841,1241,3579,8973,64.4
1995,11,MIL,Gary Trent,Ohio University,9,PF,506,130,9866,1792,3580,4,50,778,1210,2276,504,223,174,599,1096,4366,23.4
1995,12,DAL,Cherokee Parks,Duke,9,C,472,151,7459,868,1848,8,38,312,495,1703,265,207,306,281,931,2056,11.7
1995,13,SAC,Corliss Williamson,Arkansas,12,SF,822,293,18749,3603,7355,6,44,1935,2710,3183,972,462,261,1316,2250,9147,34.7
1995,14,BOS,Eric Williams,Providence,12,SF,658,308,15731,1865,4490,219,688,1693,2301,2139,936,548,103,789,1596,5642,23.1
1995,15,DEN,Brent Barry,Oregon State,14,SG,912,449,23643,2896,6301,1395,3442,1301,1581,2780,2892,955,253,1289,1754,8488,70.7
1995,16,ATL,Alan Henderson,Indiana,12,PF,652,220,13780,1976,4215,5,26,1137,1778,3249,397,364,297,717,1436,5094,28.1
1995,17,CLE,Bob Sura,Florida State,10,SG,657,205,15597,1918,4628,423,1303,1395,2024,2240,2474,641,142,1231,1477,5654,28.2
1995,18,DET,Theo Ratliff,Wyoming,16,C,810,533,20500,2207,4451,0,2,1395,1965,4596,465,393,1968,1001,2288,5809,47.8
1995,19,DET,Randolph Childress,Wake Forest,2,PG,51,0,405,39,119,18,66,28,35,25,49,17,1,46,38,124,-0.2
1995,20,CHI,Jason Caffey,Alabama,8,PF,462,170,9045,1276,2652,0,8,816,1282,2022,420,209,110,647,1148,3368,13.5
1995,21,PHO,Michael Finley,Wisconsin,15,SF,1103,875,37996,6696,15095,1454,3880,2460,3032,4804,3245,996,323,1629,1812,17306,85.3
1995,22,CHH,George Z?dek,UCLA,3,C,135,23,1328,161,395,1,4,130,166,286,32,14,12,69,241,453,0.9
1995,23,IND,Travis Best,Georgia Tech,10,PG,708,148,15150,2002,4642,266,772,1106,1324,1249,2444,661,60,928,1616,5376,30.9
1995,24,DAL,Loren Meyer,Iowa State,3,C,140,54,2044,260,602,8,23,117,168,480,77,31,50,133,371,645,0.5
1995,25,ORL,David Vaughn,Memphis,4,PF,118,8,1156,137,324,0,2,67,105,361,36,31,48,98,216,341,0.6
1995,26,SEA,Sherell Ford,University of Illinois at Chicago,1,SF,28,1,139,30,80,4,25,26,34,24,5,8,1,6,27,90,0.4
1995,27,PHO,Mario Bennett,Arizona State,4,PF,68,18,606,111,208,1,3,46,90,182,24,31,22,33,112,269,1.9
1995,28,UTA,Greg Ostertag,Kansas,11,C,756,321,14753,1339,2757,1,10,833,1465,4145,443,189,1293,684,1873,3512,33.8
1995,29,SAS,Cory Alexander,Virginia,7,PG,307,35,4847,587,1508,237,669,266,352,481,834,263,37,467,514,1677,3
1995,30,DET,Lou Roe,UMass,2,SF,66,2,479,46,138,5,20,33,51,92,21,13,9,28,52,130,0
1995,31,CHI,Dragan Tarla?,,1,C,43,12,598,39,99,0,0,25,33,122,31,7,19,38,95,103,-0.2
1995,32,WSB,Terrence Rencher,Texas,1,PG,36,1,405,33,100,9,29,31,46,44,54,16,2,43,37,106,-0.2
1995,33,BOS,Junior Burrough,Virginia,1,PF,61,3,495,64,170,0,0,61,93,109,15,15,10,40,74,189,-0.2
1995,34,GSW,Andrew DeClercq,Florida,10,C,587,253,9847,1118,2207,0,2,579,932,2488,339,390,301,550,1789,2815,19.3
1995,35,TOR,Jimmy King,Michigan,2,SG,64,1,890,112,261,5,34,56,81,112,90,24,13,61,78,285,0
1995,36,VAN,Lawrence Moten,Syracuse,3,SG,119,21,1814,286,701,59,197,116,178,181,182,77,32,126,143,747,0.1
1995,37,LAL,Frankie King,Western Carolina University,2,SG,13,0,79,10,28,1,3,6,8,16,7,6,0,5,11,27,0
1995,39,CLE,Donny Marshall,UConn,5,SF,119,0,919,87,271,42,125,77,113,121,36,37,5,45,107,293,0.8
1995,40,GSW,Dwayne Whitfield,Jackson State University,1,PF,8,1,122,13,30,0,0,14,22,25,2,3,2,8,14,40,0
1995,42,ATL,Donnie Boyce,Colorado,2,SG,30,2,195,30,86,6,24,13,26,25,16,13,5,22,19,79,-0.3
1995,43,MIL,Eric Snow,Michigan State,13,PG,846,551,23132,2144,5054,55,265,1448,1897,2141,4245,975,105,1391,2013,5791,43.5
1995,47,SAC,Tyus Edney,UCLA,4,PG,226,87,4743,583,1438,65,202,497,617,393,910,217,6,395,387,1728,6.7
1995,48,MIN,Mark Davis,Texas Tech,5,SF,230,37,3681,473,1071,28,114,287,438,697,294,200,75,324,481,1261,2.2
1995,49,MIN,Jerome Allen,Penn,2,SG,117,1,1305,114,326,40,126,68,108,123,201,52,9,103,126,336,0.1
1995,50,GSW,Martin Lewis,Seward County Community College,2,SF,25,0,239,35,74,3,10,16,27,35,7,9,5,15,29,89,0.1
1995,52,IND,Fred Hoiberg,Iowa State,10,SG,541,61,9978,959,2227,373,941,653,765,1438,846,428,59,292,783,2944,27.6
1995,55,GSW,Michael McDonald,New Orleans,1,C,1,0,4,0,0,0,0,0,0,1,0,0,0,2,1,0,-0.1
1995,56,PHO,Chris Carr,Southern Illinois,6,SG,297,66,4505,730,1753,159,470,369,457,658,294,93,46,310,502,1988,3.9
1995,57,ATL,Cuonzo Martin,Purdue,2,SG,7,0,32,3,12,3,5,0,2,3,3,1,0,2,2,9,-0.1
1995,58,DET,Don Reid,Georgetown,8,PF,403,149,5374,583,1099,0,1,288,438,1169,143,182,282,253,1135,1454,13.6
1996,1,PHI,Allen Iverson,Georgetown,14,SG,914,901,37584,8467,19906,1059,3383,6375,8168,3394,5624,1983,164,3262,1777,24368,98.9
1996,2,TOR,Marcus Camby,UMass,17,C,973,786,28684,3767,8077,18,88,1710,2551,9513,1837,967,2331,1362,2687,9262,81.5
1996,3,VAN,Shareef Abdur-Rahim,California,12,PF,830,704,28882,5434,11515,154,519,4006,4943,6239,2109,820,638,2136,2324,15028,71.1
1996,4,MIL,Stephon Marbury,Georgia Tech,13,PG,846,816,31891,5769,13324,991,3048,3768,4804,2516,6471,1022,121,2547,2014,16297,77.6
1996,5,MIN,Ray Allen,UConn,18,SG,1300,1149,46344,8567,18955,2973,7429,4398,4920,5272,4361,1451,244,2709,2858,24505,145.2
1996,6,BOS,Antoine Walker,Kentucky,12,PF,893,707,31531,6085,14710,1386,4264,2091,3303,6891,3170,1085,469,2504,2516,15647,38.1
1996,7,LAC,Lorenzen Wright,Memphis,13,C,778,447,18535,2556,5573,2,29,1077,1670,4943,622,471,572,877,2276,6191,30.5
1996,8,NJN,Kerry Kittles,Villanova,8,SG,507,455,16929,2779,6337,694,1838,913,1171,1983,1295,811,221,621,893,7165,45
1996,9,DAL,Samaki Walker,Louisville,10,PF,445,143,7612,936,2026,1,9,503,798,2089,252,134,316,403,895,2376,14.4
1996,10,IND,Erick Dampier,Mississippi State,16,C,987,771,24003,2784,5595,2,16,1739,2779,7005,817,330,1398,1435,2869,7309,52.6
1996,11,GSW,Todd Fuller,NC State,5,C,225,23,2500,317,752,0,4,201,301,674,46,34,60,146,351,835,2.2
1996,12,CLE,Vitaly Potapenko,Wright State University,11,C,610,189,11608,1639,3424,1,6,716,1031,2725,418,258,209,786,1537,3995,15.5
1996,13,CHH,Kobe Bryant,,20,SG,1346,1198,48637,11719,26200,1827,5546,8378,10011,7047,6306,1944,640,4010,3353,33643,172.6
1996,14,SAC,Peja Stojakovi?,,13,SF,804,665,26966,4825,10719,1760,4392,2237,2500,3782,1408,747,106,1090,1398,13647,82.5
1996,15,PHO,Steve Nash,Santa Clara,18,PG,1217,1053,38069,6321,12892,1685,3939,3060,3384,3642,10335,899,102,3478,1982,17387,130
1996,16,CHH,Tony Delk,Kentucky,10,PG,545,103,11702,1874,4593,472,1376,737,958,1351,1024,447,77,573,862,4957,19.6
1996,17,POR,Jermaine O'Neal,,18,PF,1011,697,27364,5144,11025,14,95,3007,4208,7261,1369,470,1820,1872,2896,13309,66.1
1996,18,NYK,John Wallace,Syracuse,7,SF,381,45,6143,1152,2496,15,50,582,786,1061,281,134,216,470,706,2901,6.4
1996,19,NYK,Walter McCarty,Kentucky,10,PF,593,108,10374,1092,2786,456,1318,416,596,1554,670,380,173,520,1211,3056,13.8
1996,20,CLE,Zydrunas Ilgauskas,,13,C,843,724,22965,4207,8842,31,100,2531,3243,6191,955,421,1327,1509,2776,10976,66.4
1996,21,NYK,Dontae' Jones,Mississippi State,1,SF,15,0,91,19,57,6,23,0,0,9,5,2,3,11,12,44,-0.3
1996,22,VAN,Roy Rogers,Alabama,3,PF,137,50,2309,288,596,1,2,75,141,483,57,26,209,101,268,652,1.7
1996,23,DEN,Efthimis Rentzias,,1,C,35,0,144,20,59,4,8,8,9,26,7,6,2,4,21,52,0.2
1996,24,LAL,Derek Fisher,Little Rock,18,PG,1287,731,32719,3720,9329,1248,3341,2025,2479,2658,3804,1352,98,1473,2684,10713,62.3
1996,25,UTA,Martin M??rsepp,,2,PF,83,7,951,137,322,20,62,95,137,181,50,41,25,47,154,389,2
1996,26,DET,Jerome Williams,Georgetown,9,PF,587,159,12755,1425,2839,1,26,1014,1573,3743,474,618,128,587,1229,3865,37.9
1996,27,ORL,Brian Evans,Indiana,3,SF,102,1,1097,144,378,37,108,50,61,164,77,35,18,42,115,375,1.7
1996,28,ATL,Priest Lauderdale,Central State University,2,C,74,0,525,102,216,0,1,51,92,143,33,8,26,83,102,255,-0.8
1996,29,CHI,Travis Knight,UConn,7,C,371,58,4566,522,1192,15,58,217,312,1160,224,136,220,244,805,1276,7.8
1996,30,HOU,Othella Harrington,Georgetown,12,PF,709,263,13924,2021,4001,0,11,1170,1585,3130,443,185,286,948,1868,5212,23.1
1996,31,PHI,Mark Hendrickson,Washington State,4,PF,114,8,1508,134,322,3,18,110,137,316,63,50,15,63,139,381,2.1
1996,33,MIL,Moochie Norris,University of West Florida,9,PG,445,35,7640,816,2033,116,406,524,708,868,1233,321,19,524,484,2272,10
1996,37,DEN,Jeff McInnis,UNC,11,PG,576,334,15927,2189,5081,305,929,713,896,1170,2514,371,31,789,1194,5396,23
1996,38,BOS,Steve Hamer,Tennessee,1,C,35,3,268,30,57,0,2,16,29,60,7,2,4,13,39,76,0.2
1996,41,SAC,Jason Sasser,Texas Tech,2,SF,14,0,108,14,34,1,3,1,2,15,4,5,0,4,15,30,0
1996,42,HOU,Randy Livingston,LSU,11,PG,203,19,2684,304,749,34,97,131,170,282,415,121,31,223,297,773,2.4
1996,43,PHO,Ben Davis,Arizona,4,PF,40,0,154,21,59,0,0,12,26,53,5,6,2,7,25,54,0.2
1996,44,CHH,Malik Rose,Drexel,13,PF,813,85,13404,1792,4104,14,79,1405,1892,3371,684,487,293,1059,1896,5003,26.5
1996,46,POR,Marcus Brown,Murray State,2,PG,27,0,229,32,84,13,39,15,21,22,23,8,2,16,34,92,0.3
