season,pick,team,player,college,years,pos,g,gs,mp,fg,fga,x3p,x3pa,ft,fta,trb,ast,stl,blk,tov,pf,pts,ws
2011,2,MIN,Derrick Williams,Arizona,7,PF,428,112,8864,1329,3064,251,838,900,1267,1693,293,199,108,399,532,3809,14.2
2011,3,UTA,Enes Kanter,,10,C,641,223,13932,3036,5596,43,150,1300,1676,4867,546,258,301,978,1396,7415,43.9
2011,4,CLE,Tristan Thompson,Texas,10,PF,619,429,17372,2344,4524,9,32,1142,1871,5393,624,317,447,718,1438,5839,43
2011,5,TOR,Jonas Valan?i?nas,,9,C,559,531,14146,2753,4896,77,217,1364,1747,4952,522,214,585,862,1556,6947,52.4
2011,6,WAS,Jan Vesel?,,3,PF,162,25,2455,263,505,0,2,64,157,562,96,107,84,123,384,590,4
2011,7,SAC,Bismack Biyombo,,10,C,636,271,12864,1232,2367,0,2,809,1408,3968,338,159,852,577,1408,3273,25.3
2011,8,DET,Brandon Knight,Kentucky,8,PG,446,349,13137,2250,5474,711,2012,1058,1313,1377,1769,385,75,1086,884,6269,11.6
2011,9,CHA,Kemba Walker,UConn,9,PG,661,616,22349,4542,10851,1463,4062,2607,3113,2534,3576,847,261,1434,1002,13154,54.6
2011,10,MIL,Jimmer Fredette,BYU,6,SG,241,7,3213,524,1282,193,519,197,224,243,331,94,11,223,222,1438,2.2
2011,11,GSW,Klay Thompson,Washington State,8,SG,615,578,20340,4512,9824,1798,4291,1173,1384,2130,1416,561,332,1053,1313,11995,46.8
2011,12,UTA,Alec Burks,Colorado,10,SG,495,86,10806,1736,4114,405,1114,1205,1523,1586,918,322,92,628,867,5082,16.8
2011,13,PHO,Markieff Morris,Kansas,10,PF,637,348,16226,2811,6270,529,1534,1135,1459,3403,1057,550,349,1012,1827,7286,25.1
2011,14,HOU,Marcus Morris,Kansas,9,SF,607,354,16390,2682,6211,899,2449,1063,1400,2825,914,426,171,730,1316,7326,30.4
2011,15,IND,Kawhi Leonard,San Diego State,10,SF,524,497,16252,3521,7172,764,1997,1987,2325,3352,1403,932,346,828,906,9793,74.4
2011,16,PHI,Nikola Vu?evi?,USC,10,C,598,537,18103,4185,8386,276,825,980,1313,6110,1532,515,556,1030,1507,9626,48.2
2011,17,NYK,Iman Shumpert,Georgia Tech,9,SG,459,246,11459,1224,3126,489,1447,381,499,1533,845,513,120,529,1058,3318,12.9
2011,18,WAS,Chris Singleton,Florida State,3,SF,148,62,2605,233,620,58,182,88,139,472,92,117,57,100,325,612,2.2
2011,19,CHA,Tobias Harris,Tennessee,10,PF,618,498,19061,3740,7946,818,2244,1548,1888,3745,1256,455,302,854,1241,9846,45.6
2011,20,MIN,Donatas Motiej?nas,,6,PF,251,101,4566,731,1558,121,404,249,417,952,269,118,82,287,538,1832,7.2
2011,21,POR,Nolan Smith,Duke,2,PG,84,4,829,109,294,19,73,40,56,83,97,25,4,71,81,277,-0.8
2011,22,DEN,Kenneth Faried,Morehead State University,8,PF,478,385,11728,2190,4009,10,45,1040,1590,3884,470,351,392,626,1180,5430,38.7
2011,23,HOU,Nikola Miroti?,,5,PF,319,95,7718,1303,3084,614,1712,690,854,1894,407,240,228,381,666,3910,20.9
2011,24,OKC,Reggie Jackson,Boston College,10,PG,561,348,14120,2680,6267,659,1955,1186,1383,1659,2456,390,66,1078,1094,7205,29.3
2011,25,BOS,MarShon Brooks,Providence,5,SG,200,50,3456,613,1371,109,316,257,342,424,282,120,42,248,269,1592,3.3
2011,26,DAL,Jordan Hamilton,Texas,5,SF,151,21,2100,342,839,137,384,69,103,429,127,73,34,102,144,890,3
2011,27,NJN,JaJuan Johnson,Purdue,1,PF,36,0,298,54,121,0,0,6,9,58,6,5,14,14,25,114,0.2
2011,28,CHI,Norris Cole,Cleveland State University,6,PG,360,60,8018,1005,2469,207,639,289,389,702,981,280,34,517,679,2506,3
2011,29,SAS,Cory Joseph,Texas,10,PG,600,121,13115,1615,3666,293,883,600,780,1551,1736,459,132,600,906,4123,24.1
2011,30,CHI,Jimmy Butler,Marquette,10,SG,581,476,19188,3207,7066,504,1514,2969,3556,2963,2155,925,278,892,837,9887,75.1
2011,31,MIA,Bojan Bogdanovi?,,7,SF,462,345,13172,2305,5008,872,2215,1088,1268,1607,689,255,37,723,746,6570,22.6
2011,32,CLE,Justin Harper,Richmond,3,PF,22,0,150,18,53,8,29,1,3,18,4,3,3,12,10,45,-0.4
2011,33,DET,Kyle Singler,Duke,6,SF,356,172,7794,843,2015,299,826,341,434,1026,272,203,110,278,734,2326,10.1
2011,34,WAS,Shelvin Mack,Butler,8,PG,456,56,8392,1165,2752,302,916,365,499,894,1421,300,24,560,568,2997,10.3
2011,35,SAC,Tyler Honeycutt,UCLA,2,SF,24,0,120,11,35,1,5,5,7,24,9,4,4,7,5,28,-0.1
2011,36,NJN,Jordan Williams,Maryland,1,C,43,5,635,77,152,0,0,43,66,156,11,21,15,23,61,197,1.3
2011,37,LAC,Trey Thompkins,Georgia,1,C,24,0,119,24,61,4,13,5,7,24,3,3,3,6,10,57,0
2011,38,HOU,Chandler Parsons,Florida,9,SF,440,369,13246,2129,4611,687,1844,626,878,1972,1201,412,152,657,865,5571,29
2011,39,CHA,Jeremy Tyler,,3,C,104,23,1034,157,349,0,1,59,106,269,25,23,42,68,164,373,0.2
2011,40,MIL,Jon Leuer,Wisconsin,8,PF,377,80,5945,979,2023,125,381,312,407,1426,301,137,102,259,583,2395,13.1
2011,41,LAL,Darius Morris,Michigan,4,PG,132,17,1464,166,432,47,146,51,81,126,189,45,2,112,127,430,-0.4
2011,42,IND,D?vis Bert?ns,,5,PF,274,32,5109,733,1663,508,1235,225,265,760,312,118,122,170,440,2199,12.9
2011,43,CHI,Malcolm Lee,UCLA,3,SG,36,12,534,52,136,10,34,26,37,65,51,20,10,27,52,140,0.5
2011,44,GSW,Charles Jenkins,Hofstra,2,SG-PG,110,29,1334,179,412,4,22,46,61,100,214,48,8,81,107,408,0.5
2011,45,NOH,Josh Harrellson,Kentucky,3,C,75,4,888,105,240,33,95,22,35,227,26,30,36,33,96,265,2.1
2011,46,LAL,Andrew Goudelock,College of Charleston,3,SG,49,0,475,77,196,29,84,14,16,34,24,10,2,28,36,197,0.1
2011,47,LAC,Travis Leslie,Georgia,1,SG,10,0,45,5,14,0,0,4,9,9,5,2,2,2,4,14,0.1
2011,48,ATL,Keith Benson,Oakland,1,C,3,0,9,0,1,0,0,0,0,3,0,0,0,0,0,0,0
2011,49,MEM,Josh Selby,Kansas,2,PG,38,0,296,31,94,3,21,18,25,20,34,9,0,36,24,83,-0.7
2011,50,PHI,Lavoy Allen,Temple,6,PF,388,87,6905,828,1758,2,15,189,277,1843,384,120,214,257,706,1847,13.8
2011,52,DET,Vernon Macklin,Florida,1,C,23,0,135,19,35,0,0,8,14,34,5,4,4,3,9,46,0.5
2011,53,ORL,DeAndre Liggins,Kentucky,5,SG,177,24,1907,129,321,43,122,45,82,252,122,108,31,86,201,346,1.6
2011,55,BOS,E'Twaun Moore,Purdue,10,SG,571,190,12175,1872,4115,545,1397,321,435,1163,1015,380,126,511,914,4610,14.4
2011,60,SAC,Isaiah Thomas,Washington,9,PG,525,361,15182,3091,7097,1011,2781,2315,2654,1288,2599,464,56,1221,1109,9508,45.2
2012,1,NOH,Anthony Davis,Kentucky,9,PF,528,523,18239,4704,9126,253,794,3016,3759,5483,1182,730,1264,1023,1262,12677,83
2012,2,CHA,Michael Kidd-Gilchrist,Kentucky,8,SF,446,356,10978,1462,3085,28,103,798,1116,2420,515,296,304,400,956,3750,21
2012,3,WAS,Bradley Beal,Florida,9,SG,545,511,18832,4162,9204,1241,3268,1860,2306,2169,2171,622,214,1241,1200,11425,41.5
2012,4,CLE,Dion Waiters,Syracuse,8,SG,419,211,11835,2106,5110,575,1660,718,1034,1108,1163,391,113,761,813,5505,8.7
2012,5,SAC,Thomas Robinson,Kansas,5,PF,313,12,4204,640,1361,0,6,248,491,1507,190,161,111,319,546,1528,4.5
2012,6,POR,Damian Lillard,Weber State,9,PG,615,615,22381,4901,11211,1776,4764,3309,3723,2573,4009,603,193,1709,1229,14887,81.9
2012,7,GSW,Harrison Barnes,UNC,9,SF,612,551,19074,3090,6904,760,2028,1428,1794,3000,989,426,117,719,1017,8368,34.2
2012,8,TOR,Terrence Ross,Washington,9,SG,561,176,13831,2266,5397,1068,2887,579,699,1588,617,477,188,508,977,6179,22.2
2012,9,DET,Andre Drummond,UConn,9,C,599,548,18590,3661,6760,15,103,1334,2894,8288,778,835,938,1172,1907,8671,60.7
2012,10,NOH,Austin Rivers,Duke,9,SG,552,149,13517,1873,4485,612,1757,695,1079,1163,1267,385,100,619,1214,5053,11.4
2012,11,POR,Meyers Leonard,Illinois,9,C,444,91,7129,955,1980,324,831,258,318,1730,393,83,127,307,960,2492,15.6
2012,12,HOU,Jeremy Lamb,UConn,8,SG,481,128,10196,1874,4218,494,1457,790,928,1788,770,352,173,407,793,5032,23.4
2012,13,PHO,Kendall Marshall,UNC,4,PG,160,57,3083,315,789,128,346,44,72,253,779,107,10,285,180,802,1
2012,14,MIL,John Henson,UNC,8,C,445,160,8752,1438,2661,20,80,487,857,2368,496,211,642,496,998,3383,20.7
2012,15,PHI,Maurice Harkless,St. John's,9,SF,537,324,12384,1534,3208,324,997,456,745,1997,505,524,355,468,1102,3848,21.9
2012,16,HOU,Royce White,Iowa State,1,PF,3,0,9,0,1,0,0,0,0,0,0,0,0,0,2,0,0
2012,17,DAL,Tyler Zeller,UNC,8,C,414,166,7254,1161,2284,10,35,541,708,1820,367,104,241,348,897,2873,17
2012,18,HOU,Terrence Jones,Kentucky,6,PF,234,118,5562,985,1968,93,313,368,593,1334,238,146,270,219,392,2431,14.7
2012,19,ORL,Andrew Nicholson,St. Bonaventure,5,PF,285,36,4080,708,1517,87,271,197,255,857,126,74,95,212,458,1700,3.9
2012,20,DEN,Evan Fournier,,9,SG,523,381,14858,2663,5930,933,2485,1119,1387,1433,1360,444,59,862,1278,7378,24.1
2012,21,BOS,Jared Sullinger,Ohio State,5,PF,269,172,6532,1172,2685,141,518,408,564,2006,477,180,161,332,784,2893,15.3
2012,22,BOS,Fab Melo,Syracuse,1,C,6,0,36,3,6,0,0,1,4,3,0,2,2,1,7,7,0
2012,23,ATL,John Jenkins,Vanderbilt,6,SG,171,8,2183,311,705,117,319,116,137,250,138,31,14,95,95,855,2.9
2012,24,CLE,Jared Cunningham,Oregon State,4,SG,84,3,605,60,173,19,62,58,86,56,39,21,2,32,72,197,0.2
2012,25,MEM,Tony Wroten,Washington,4,PG,145,34,3076,575,1393,84,363,370,572,363,437,137,28,375,268,1604,-1.3
2012,26,IND,Miles Plumlee,Duke,7,C,346,168,5658,748,1381,0,0,201,370,1562,178,153,256,308,540,1697,10.7
2012,27,MIA,Arnett Moultrie,Mississippi State,2,PF,59,2,729,94,172,0,0,22,33,180,12,25,14,26,65,210,1.7
2012,28,OKC,Perry Jones,Baylor,3,SF,143,21,1675,195,464,36,123,62,94,252,54,36,33,60,135,488,1.7
2012,29,CHI,Marquis Teague,Kentucky,3,PG,91,3,909,85,248,10,45,37,56,90,134,23,12,77,98,217,-0.9
2012,30,GSW,Festus Ezeli,Vanderbilt,3,C,170,61,2394,275,536,0,0,162,291,725,63,48,166,133,328,712,5.9
2012,31,CHA,Jeff Taylor,Vanderbilt,3,SF,132,50,2566,299,731,82,257,127,191,263,107,72,21,92,234,807,1.3
2012,32,WAS,Tom?? Satoransk?,,5,SG,275,151,6404,756,1612,184,499,335,410,849,1131,240,41,371,498,2031,13.8
2012,33,CLE,Bernard James,Florida State,3,C,92,13,761,76,153,0,3,51,75,212,13,17,61,34,105,203,1.8
2012,34,CLE,Jae Crowder,Marquette,9,SF,608,297,15028,2008,4772,871,2565,934,1201,2505,931,593,197,530,1224,5821,32.5
2012,35,GSW,Draymond Green,Michigan State,9,PF,576,428,16201,1875,4307,521,1632,899,1267,3966,2855,789,609,1187,1592,5170,44.4
2012,36,SAC,Orlando Johnson,UC Santa Barbara,3,SG,103,1,1112,117,327,47,151,48,66,180,69,20,14,48,86,329,1.4
2012,37,TOR,Quincy Acy,Baylor,7,PF,337,60,5392,583,1314,183,523,293,386,1179,217,140,135,219,665,1642,8.6
2012,38,DEN,Quincy Miller,Baylor,3,PF,69,16,934,107,306,33,113,48,68,169,37,30,37,54,82,295,-0.1
2012,39,DET,Khris Middleton,Texas A&M,9,SF,517,442,16282,3071,6706,903,2303,1381,1576,2404,1733,644,96,994,1346,8426,38.9
2012,40,POR,Will Barton,Memphis,9,SG,496,161,12110,2035,4693,572,1649,850,1082,2089,1248,371,205,677,785,5492,20.6
2012,41,POR,Tyshawn Taylor,Kansas,2,PG,61,3,491,63,178,9,25,39,57,33,57,25,1,56,54,174,-1
2012,42,MIL,Doron Lamb,Kentucky,2,SG,100,0,1272,123,323,50,127,49,70,95,75,24,1,53,106,345,0.1
2012,43,ATL,Mike Scott,Virginia,9,PF,504,22,8330,1358,2957,441,1210,366,482,1607,459,158,60,338,750,3523,15.9
2012,44,DET,Kim English,Missouri,1,SG,41,0,407,42,112,14,50,21,29,37,26,16,3,19,46,119,0.2
2012,45,PHI,Justin Hamilton,LSU,3,C,113,21,1961,268,577,68,220,83,104,403,91,61,73,73,169,687,3.7
2012,46,NOH,Darius Miller,Kentucky,5,SF,253,28,5161,523,1252,327,856,151,182,423,346,110,61,163,510,1524,5.8
2012,47,UTA,Kevin Murphy,Tennessee Technological University,1,SG,17,0,52,7,28,1,5,0,0,4,2,1,0,3,4,15,-0.3
2012,48,NYK,Kostas Papanikolaou,,2,SF,69,7,1089,93,263,41,138,22,32,158,101,42,18,76,95,249,0.4
2012,49,ORL,Kyle O'Quinn,Norfolk State,8,C,472,65,6714,1085,2099,31,142,367,496,2166,643,189,453,458,960,2568,17.9
2012,51,BOS,Kris Joseph,Syracuse,1,SF,10,0,54,2,14,0,3,5,8,7,1,3,0,2,3,9,-0.1
2012,52,GSW,Ognjen Kuzmi?,,2,C,37,0,164,13,25,0,0,9,15,38,8,5,5,15,30,35,0.3
2012,53,LAC,Furkan Aldemir,,1,PF,41,9,540,40,78,0,5,13,27,176,28,17,16,17,96,93,1.4
2012,54,PHI,Tornike Shengelia,,2,SF,45,0,247,23,51,1,8,12,24,39,17,6,2,23,29,59,-0.1
2012,55,DAL,Darius Johnson-Odom,Marquette,2,SG,7,0,21,0,11,0,4,0,2,6,2,1,0,2,3,0,-0.3
2012,58,MIN,Robbie Hummel,Purdue,2,SF,98,9,1397,146,349,48,140,39,45,266,50,32,11,28,143,379,1.9
2012,60,LAL,Robert Sacre,Gonzaga,4,C,189,35,2745,318,729,0,1,151,225,593,126,56,110,102,336,787,2.4
2013,1,CLE,Anthony Bennett,UNLV,4,PF,151,4,1905,251,641,36,138,120,179,472,77,58,27,99,206,658,0.5
2013,2,ORL,Victor Oladipo,Indiana,8,SG,421,361,13888,2688,6100,651,1862,1276,1607,1934,1645,697,203,1080,1009,7303,24.2
2013,3,WAS,Otto Porter,Georgetown,8,SF,413,295,11078,1768,3670,551,1364,463,587,2037,618,486,183,331,769,4550,29.8
2013,4,CHA,Cody Zeller,Indiana,8,C,419,252,9613,1354,2637,28,113,875,1197,2496,583,285,298,452,1104,3611,27.7
2013,5,PHO,Alex Len,Maryland,8,C,467,183,9170,1417,2863,96,288,783,1134,2920,395,191,461,577,1238,3713,18.1
2013,6,NOH,Nerlens Noel,Kentucky,7,C,361,167,7977,1193,2199,2,7,506,781,2240,422,472,501,495,917,2894,21.5
2013,7,SAC,Ben McLemore,Kansas,7,SG,439,256,10344,1417,3366,620,1695,500,642,1066,465,292,87,511,984,3954,8
2013,8,DET,Kentavious Caldwell-Pope,Georgia,8,SG,539,397,15743,2247,5381,881,2524,865,1086,1708,878,603,102,537,1001,6240,27.4
2013,9,MIN,Trey Burke,Michigan,8,PG,394,129,9049,1612,3932,480,1391,463,579,791,1384,226,45,496,538,4167,11.5
2013,10,POR,CJ McCollum,Lehigh,8,SG,481,384,14879,3415,7519,1017,2563,1037,1254,1587,1506,412,180,835,1046,8884,31.9
2013,11,PHI,Michael Carter-Williams,Syracuse,8,PG,360,192,9098,1387,3446,167,652,808,1134,1574,1572,472,197,843,878,3749,7.1
2013,12,OKC,Steven Adams,Pitt,8,C,530,466,14207,2157,3664,1,10,876,1573,4029,615,469,531,757,1384,5191,45.3
2013,13,DAL,Kelly Olynyk,Gonzaga,8,C,500,103,10647,1759,3692,568,1524,750,968,2421,934,354,223,706,1388,4836,28.6
2013,14,UTA,Shabazz Muhammad,UCLA,5,SF,278,16,4772,940,1988,123,386,501,667,770,151,81,24,183,283,2504,8.4
2013,15,MIL,Giannis Antetokounmpo,,8,PF,528,463,17137,3873,7357,309,1087,2547,3526,4700,2275,620,692,1458,1589,10602,64.3
2013,16,BOS,Lucas Nogueira,,4,C,141,10,1754,182,288,9,34,73,114,388,72,89,144,75,221,446,6
2013,17,ATL,Dennis Schr?der,,8,PG,496,177,12654,2643,6063,564,1674,1148,1387,1404,2260,392,61,1173,950,6998,16.8
2013,18,ATL,Shane Larkin,Miami (FL),4,PG,256,41,4880,545,1290,117,348,192,247,490,737,243,24,301,375,1399,4.4
2013,19,CLE,Sergey Karasev,,3,SF,95,22,1110,96,243,31,110,64,76,140,87,32,4,57,94,287,0.9
2013,20,CHI,Tony Snell,New Mexico,7,SF,501,275,11278,1178,2755,621,1611,259,309,1156,582,237,118,289,701,3236,16
2013,21,UTA,Gorgui Dieng,Louisville,8,C,515,204,11344,1553,3108,116,339,836,1061,3166,702,427,506,603,1174,4058,27.3
2013,22,BRK,Mason Plumlee,Duke,8,C,532,257,11477,1740,3029,2,32,944,1679,3294,1183,399,490,782,1436,4426,34.4
2013,23,IND,Solomon Hill,Arizona,8,SF,364,172,8000,733,1857,292,868,370,462,1162,575,253,86,334,633,2128,10.5
2013,24,NYK,Tim Hardaway Jr.,Michigan,8,SG,474,237,12607,2236,5314,944,2671,972,1191,1265,877,297,66,524,803,6388,19.4
2013,25,LAC,Reggie Bullock,UNC,8,SF,301,138,5924,766,1781,397,1030,161,195,631,342,159,38,170,331,2090,10.3
2013,26,MIN,Andre Roberson,Colorado,6,SG,302,269,6738,571,1197,111,435,123,263,1215,261,265,198,183,654,1376,12.7
2013,27,DEN,Rudy Gobert,,8,C,474,382,13994,2043,3193,0,3,1464,2321,5191,646,327,1030,771,1240,5550,63.6
2013,29,OKC,Archie Goodwin,Kentucky,4,SG,165,15,2396,367,856,45,191,261,373,331,206,69,38,206,192,1040,1.2
2013,30,PHO,Nemanja Nedovi?,,1,SG,24,0,142,8,39,3,18,7,8,15,13,0,1,13,13,26,-0.4
2013,31,CLE,Allen Crabbe,California,7,SG,381,113,9125,1226,2888,617,1596,384,462,1073,434,223,104,285,764,3453,13.8
2013,32,OKC,?lex Abrines,,3,SG,174,16,2777,305,789,219,595,95,108,248,88,92,22,72,291,924,4.9
2013,33,CLE,Carrick Felix,Arizona State,1,SG,7,0,38,7,14,2,5,3,4,6,4,0,0,4,4,19,0
2013,34,HOU,Isaiah Canaan,Murray State,6,SG,235,77,4799,616,1661,366,1042,315,377,438,454,145,23,259,364,1913,4.2
2013,35,PHI,Glen Rice Jr.,Georgia Tech,2,SG,16,1,152,14,52,6,24,9,13,24,9,6,1,11,18,43,-0.2
2013,36,SAC,Ray McCallum,Detroit Mercy,3,PG,154,46,2808,374,916,71,212,101,142,306,368,79,27,148,190,920,2.1
2013,37,DET,Tony Mitchell,University of North Texas,1,PF,21,0,79,5,12,1,1,11,19,26,2,6,3,4,9,22,0.2
2013,38,WAS,Nate Wolters,South Dakota State,3,PG,84,31,1575,191,452,18,69,61,96,185,209,43,17,70,86,461,0.9
2013,39,POR,Jeff Withey,Kansas,5,C,206,15,2072,249,474,2,14,166,232,518,64,56,156,76,229,666,6.7
2013,40,POR,Grant Jerrett,Arizona,1,PF,8,0,51,7,26,1,15,1,1,9,3,2,2,3,11,16,-0.1
2013,41,MEM,Jamaal Franklin,San Diego State,2,SG,24,0,174,17,41,6,13,2,2,25,9,4,3,14,27,42,0
2013,42,PHI,Pierre Jackson,Baylor,1,PG,8,1,84,13,39,3,11,6,7,9,19,2,0,3,5,35,0
2013,43,MIL,Ricky Ledo,Providence,2,SG,28,0,277,38,113,13,35,20,26,38,21,7,1,28,23,109,-0.6
2013,44,DAL,Mike Muscala,Bucknell,8,C,354,30,5457,725,1575,272,740,261,311,1110,328,124,174,222,518,1983,13.3
2013,46,UTA,Erick Green,Virginia Tech,2,PG,52,1,452,66,175,15,52,12,14,37,42,13,0,14,30,159,0.1
2013,47,ATL,Raul Neto,,6,PG,253,57,3485,465,1043,147,388,153,194,322,471,134,21,242,307,1230,5.7
2013,48,LAL,Ryan Kelly,Duke,4,PF,163,59,3125,324,857,102,323,231,290,504,215,79,84,106,309,981,3.1
2013,49,CHI,Erik Murphy,Florida,1,C,24,0,62,3,13,0,3,0,0,8,2,0,4,2,7,6,-0.1
2013,50,ATL,James Ennis,Cal State Long Beach,6,SF,347,103,6980,781,1718,269,768,424,533,1128,308,210,104,265,703,2255,14
2013,52,MIN,Lorenzo Brown,NC State,5,PG,103,7,1185,123,338,18,106,29,41,151,183,61,15,74,101,293,-0.1
2013,55,MEM,Joffrey Lauvergne,,4,C,208,18,2823,477,995,49,172,156,217,789,180,55,34,165,286,1159,5.2
2013,56,DET,Peyton Siva,Louisville,1,SG,24,0,224,18,57,7,25,11,15,14,34,9,1,18,27,54,-0.2
2014,1,CLE,Andrew Wiggins,Kansas,7,SF,454,454,16242,3304,7488,540,1625,1795,2451,1977,1065,452,278,954,981,8943,15
2014,2,MIL,Jabari Parker,Duke,6,PF,285,190,8258,1719,3486,202,624,615,831,1633,593,266,112,516,601,4255,13.1
2014,3,PHI,Joel Embiid,Kansas,5,C,209,209,6358,1672,3485,238,747,1423,1795,2397,651,158,374,736,706,5005,22.8
2014,4,ORL,Aaron Gordon,Arizona,7,PF,403,314,11517,1940,4330,441,1383,822,1173,2587,964,312,257,562,816,5143,21.8
2014,5,UTA,Dante Exum,,6,PG,239,69,4429,499,1226,165,536,203,265,424,502,97,42,301,420,1366,3.2
2014,6,BOS,Marcus Smart,Oklahoma State,7,SG,401,183,11607,1312,3519,584,1835,742,957,1430,1628,630,150,684,1047,3950,20.7
2014,7,LAL,Julius Randle,Kentucky,7,PF,375,295,10934,2274,4610,168,570,1316,1818,3375,1045,248,178,937,1189,6032,20.4
2014,8,SAC,Nik Stauskas,Michigan,5,SG,335,63,6662,765,1967,396,1121,346,425,688,513,139,80,339,425,2272,3.8
2014,9,CHH,Noah Vonleh,Indiana,6,PF,335,171,5672,640,1390,92,297,288,417,1741,256,137,136,265,608,1660,9.3
2014,10,PHI,Elfrid Payton,Louisiana,7,PG,387,331,11350,1750,3869,158,546,589,943,1703,2566,516,136,934,846,4247,14.9
2014,11,DEN,Doug McDermott,Creighton,7,SF,410,14,8170,1267,2725,504,1224,331,401,900,347,80,41,248,578,3369,13.9
2014,12,ORL,Dario ?ari?,,5,PF,306,201,8094,1344,3051,465,1298,590,705,1896,634,190,75,516,660,3743,14.7
2014,13,MIN,Zach LaVine,UCLA,7,SG,353,266,10857,2250,5035,646,1721,1094,1336,1279,1275,336,95,897,781,6240,12
2014,14,PHO,T.J. Warren,NC State,7,SF,328,232,9436,2097,4140,247,685,639,820,1358,392,325,168,337,775,5080,19.4
2014,15,ATL,Adreian Payne,Michigan State,4,PF,107,24,1403,174,429,15,59,66,97,315,66,45,27,90,203,429,-0.6
2014,16,CHI,Jusuf Nurki?,,7,C,318,237,7356,1497,3045,5,52,750,1114,2562,621,272,416,654,995,3749,17.4
2014,17,BOS,James Young,Kentucky,4,SG,95,0,812,77,210,38,137,27,48,96,28,24,5,15,58,219,0.8
2014,18,PHO,Tyler Ennis,Syracuse,4,PG,186,21,2336,320,763,66,208,73,95,250,359,98,18,171,233,779,1.3
2014,19,CHI,Gary Harris,Michigan State,7,SG,368,306,10663,1673,3683,541,1501,572,712,961,779,460,81,459,654,4459,17.9
2014,20,TOR,Bruno Caboclo,,7,SF,99,20,1257,154,385,62,196,55,65,254,71,36,57,65,129,425,1.6
2014,21,OKC,Mitch McGary,Michigan,2,PF,52,2,557,99,188,0,6,29,50,183,17,17,18,38,82,227,1.3
2014,22,MEM,Jordan Adams,UCLA,2,SG,32,0,263,37,92,10,26,17,28,30,19,19,7,16,26,101,0.4
2014,23,UTA,Rodney Hood,Duke,7,SG,341,248,9326,1536,3606,583,1566,592,706,980,645,262,67,379,750,4247,17.2
2014,24,CHH,Shabazz Napier,UConn,6,PG,345,56,5986,808,2034,345,1000,472,579,657,849,286,48,452,404,2433,8.1
2014,25,HOU,Clint Capela,,7,C,334,274,8674,1766,2785,0,2,543,1033,3243,324,229,491,412,838,4075,36.2
2014,26,MIA,P.J. Hairston,UNC,2,SF,111,54,2000,232,677,119,404,81,100,266,59,53,24,63,198,664,0.9
2014,27,PHO,Bogdan Bogdanovi?,,4,SG,209,98,5888,1042,2401,427,1142,320,397,673,732,208,46,344,447,2831,8.7
2014,28,LAC,C.J. Wilcox,Washington,3,SG,66,0,376,50,135,19,57,13,16,31,30,15,4,18,30,132,0.1
2014,29,OKC,Josh Huestis,Stanford,3,PF,76,10,1068,71,205,39,125,6,25,180,23,16,48,29,85,187,0.7
2014,30,SAS,Kyle Anderson,UCLA,7,SF,367,168,7212,800,1638,82,264,309,442,1456,734,349,196,326,525,1991,17.9
2014,31,MIL,Damien Inglis,,1,SF,20,1,156,13,37,3,13,7,8,31,10,6,3,11,11,36,-0.1
2014,32,PHI,K.J. McDaniels,Clemson,3,SF,148,16,2092,278,675,70,241,156,201,324,95,70,94,151,205,782,1.3
2014,33,CLE,Joe Harris,Virginia,7,SG,331,171,8037,1263,2639,622,1459,304,390,1040,535,151,64,399,678,3452,14.8
2014,34,NYK,Cleanthony Early,Wichita State,2,SF,56,9,801,88,254,26,99,39,52,123,42,26,15,49,73,241,-0.6
2014,35,UTA,Jarnell Stokes,Tennessee,3,PF,28,2,151,25,43,0,0,17,32,40,7,7,5,7,29,67,0.7
2014,36,MIL,Johnny O'Bryant,LSU,4,PF,147,19,1684,213,530,18,50,65,98,352,69,32,19,77,199,509,0.2
2014,38,DET,Spencer Dinwiddie,Colorado,7,PG,317,130,8162,1318,3212,439,1379,1028,1296,875,1578,214,90,560,745,4103,18.3
2014,39,PHI,Jerami Grant,Syracuse,7,PF,454,169,11125,1483,3192,372,1073,882,1319,1748,484,269,508,423,1031,4220,22.6
2014,40,MIN,Glenn Robinson III,Michigan,7,SF,281,103,4930,647,1409,177,474,212,276,731,218,145,55,144,258,1683,7.6
2014,41,DEN,Nikola Joki?,,6,C,381,340,11054,2486,4741,347,1028,1143,1384,3657,2098,423,265,959,1084,6462,48.7
2014,42,HOU,Nick Johnson,Arizona,1,SG,28,0,262,26,75,5,21,17,25,39,11,7,3,19,34,74,-0.1
2014,43,ATL,Edy Tavares,,2,C,13,0,101,15,24,0,0,3,11,32,4,1,12,7,11,33,0.3
2014,44,MIN,Markel Brown,Oklahoma State,3,SG,113,35,1794,205,539,56,190,118,151,234,132,69,27,83,157,584,1.1
2014,45,CHH,Dwight Powell,Stanford,7,C,371,89,6956,1062,1885,103,351,640,866,1711,364,251,173,247,782,2867,26
2014,46,WAS,Jordan Clarkson,Missouri,7,SG,453,140,12232,2572,5766,674,1973,881,1077,1424,1164,388,62,754,754,6699,13.9
2014,47,PHI,Russ Smith,Louisville,2,PG,27,0,131,15,47,3,16,20,26,15,19,8,1,19,18,53,-0.2
2014,48,MIL,Lamar Patterson,Pitt,2,SG,40,0,435,31,95,13,55,18,25,57,45,10,2,27,51,93,0.1
