name,code,year,tpa,ab,h
김태형,90214,1994,224,199,46
이경복,89622,1994,224,205,67
임수민,96766,1997,224,202,44
강혁,99210,2001,224,202,51
장재중,94843,2001,224,196,38
채종국,98315,2002,224,184,42
디아즈,73848,2004,224,187,39
강한울,64610,2014,224,208,55
차일목,73602,2014,224,185,35
정진호,61208,2017,224,198,56
지성준,64717,2018,224,207,57
베탄코트,69950,2019,224,203,50
원원근,88374,1988,223,198,52
강영수,89476,1990,223,198,47
정회열,90660,1991,223,193,46
이종호,89721,1992,223,198,50
양현석,70608,2002,223,191,51
김민성,77564,2010,223,180,36
조인성,98144,2013,223,207,44
김동욱,77462,2017,223,209,60
한대화,83270,1984,222,189,45
박승호,83431,1987,222,189,54
최훈재,89142,1993,222,198,41
이종민,91210,1994,222,197,47
허준,93705,1994,222,196,40
이만수,82420,1996,222,193,55
강성우,92509,2001,222,188,30
에레라,71859,2002,222,210,64
이여상,76435,2009,222,199,50
고동진,74745,2011,222,195,49
김문호,76509,2014,222,192,41
정훈,60523,2019,222,190,43
나주환,73209,2020,222,204,57
오선진,78756,2020,222,197,46
황대연,89777,1989,221,199,39
김태형,90214,1991,221,199,45
구천서,82273,1992,221,187,43
양용모,91734,2001,221,192,45
장영석,79334,2018,221,196,44
김용선,89712,1994,220,186,47
이근엽,91344,1996,220,195,35
정경배,96441,1996,220,194,48
전상렬,91465,2001,220,191,51
김경언,71610,2004,220,189,46
최희섭,77623,2007,220,199,67
이영욱,78467,2009,220,193,48
김일경,97300,2010,220,195,49
가코,61435,2011,220,189,46
허도환,77243,2014,220,182,40
이정훈,87721,1989,219,198,64
홍문종,84573,1990,219,179,42
장태수,82460,1991,219,178,52
이만수,82420,1993,219,193,40
정성룡,84450,1994,219,183,38
손동일,94558,1995,219,197,40
강혁,99210,2003,219,197,58
김재걸,95409,2008,219,187,43
박재홍,96362,2010,219,191,42
김용의,78217,2012,219,194,48
이성열,73136,2016,219,198,57
정범모,76720,2018,219,190,34
김한근,82410,1988,218,199,59
홍승규,83472,1988,218,201,54
장채근,86660,1990,218,192,43
전대영,86718,1992,218,189,49
윤덕규,85172,1997,218,209,50
김민호,93242,2003,218,193,42
박연수,98130,2003,218,193,48
채태인,77463,2011,218,182,40
김광림,84210,1990,217,188,31
김한근,82410,1990,217,192,51
김동수,90419,2001,217,181,50
김수연,96777,2002,217,199,40
김경언,71610,2016,217,182,48
김종민,79364,2016,217,180,44
조셉,69150,2019,217,197,54
팔카,50469,2020,217,196,41
하준호,78517,2016,217,187,41
박승호,83431,1988,216,198,57
공필성,90581,1990,216,177,41
이동수,93494,1998,216,186,46
박정준,73543,2009,216,186,53
김정태,80027,1986,215,176,42
전종화,87570,1992,215,181,41
김태형,90214,1995,215,194,42
강병식,72325,2005,215,182,45
권용관,95158,2005,215,194,46
최경환,70117,2006,215,196,41
최경철,73824,2015,215,183,38
김재현,64499,2016,215,188,41
양석환,64153,2016,215,203,56
이우민,71565,2017,215,185,47
박용택,72133,2019,215,195,55
금광옥,95901,1983,214,194,43
송일섭,83670,1984,214,200,47
김평호,86611,1992,214,178,38
최익성,94426,2000,214,183,47
이종범,93607,2001,214,188,64
장원진,92211,2006,214,198,50
박기남,74103,2013,214,174,50
김태완,76746,2014,214,186,48
페게로,69165,2019,214,199,57
정영기,82153,1989,213,186,38
이건열,86620,1990,213,199,48
홍현우,90695,2001,213,182,36
김원섭,71207,2006,213,181,61
박병호,75125,2009,213,188,41
오재원,77248,2012,213,188,53
최윤석,60805,2012,213,170,39
고동진,74745,2014,213,187,45
오재일,75334,2015,213,180,52
오정복,79453,2017,213,195,69
심재원,83571,1984,212,188,47
홍승규,83472,1984,212,183,43
김진우,80030,1987,212,181,43
김영진,95422,1999,212,189,26
최기문,96224,1999,212,190,54
허문회,94145,1999,212,190,59
권용관,95158,2001,212,184,45
김태룡,92407,2001,212,192,43
용덕한,74223,2009,212,195,48
정범모,76720,2014,212,186,47
김원석,62768,2017,212,195,54
정진기,61869,2017,212,197,46
강승호,63123,2018,212,184,47
김성훈,66462,2018,212,185,45
정진기,61869,2018,212,201,49
장영석,79334,2017,212,186,50
이종두,85420,1985,211,186,43
강정길,86780,1986,211,186,48
이종민,91210,1992,211,187,35
장성호,96610,1996,211,189,39
손지환,97103,2001,211,188,47
김정민,93112,2005,211,186,51
이여상,76435,2012,211,182,43
최주환,76267,2014,211,189,53
박종윤,71562,2016,211,195,55
김동엽,66838,2019,211,195,42
조용호,64868,2019,211,188,55
김일환,80024,1982,210,181,44
민경삼,86172,1989,210,179,41
윤재호,89674,1994,210,183,32
한영준,85571,1994,210,179,52
송인호,91809,1995,210,170,32
이종열,91015,1996,210,182,44
황성관,97400,1997,210,187,46
이진영,99810,1999,210,190,49
김종석,89214,2000,210,174,46
조인성,98144,2001,210,186,47
백재호,97709,2002,210,193,39
김다원,78765,2014,210,189,51
김민우,72303,2014,210,167,42
박세혁,62244,2016,210,172,36
김용의,78217,2019,210,179,39
심재원,83571,1985,209,189,39
김봉연,82690,1988,209,187,48
허규옥,82480,1988,209,192,56
김종석,89214,2002,209,186,35
김상현,70646,2003,209,182,49
안재만,97157,2003,209,182,45
황우구,99731,2003,209,170,44
최기문,96224,2005,209,177,34
연경흠,76743,2006,209,187,38
최윤석,60805,2011,209,156,38
이양기,73725,2013,209,185,57
오선진,78756,2017,209,184,57
강한울,64610,2018,209,193,50
나균안,67539,2019,209,185,23
천보성,40002,1984,208,180,39
정기창,93802,1995,208,187,45
강성우,92509,1999,208,191,54
송재익,97404,2001,208,175,33
정의윤,75151,2007,208,193,54
고영민,72214,2011,208,176,37
오윤,70312,2012,208,173,40
김용의,78217,2014,208,183,44
김근석,82799,1987,207,189,38
강인권,95712,2003,207,179,52
박정환,70408,2003,207,177,42
최희섭,77623,2008,207,188,43
신경현,98742,2009,207,176,45
박준서,71815,2012,207,182,50
이병규,97109,2014,207,195,49
조영훈,75441,2016,207,179,60
한동희,68525,2019,207,187,38
최준우,68868,2020,207,182,43
김용운,82114,1989,206,178,43
박선일,89730,1994,206,177,41
동봉철,92411,1999,206,168,46
백재호,97709,2003,206,171,39
정상호,71842,2012,206,176,38
가르시아,68103,2018,206,183,62
전대영,86718,1987,205,189,57
조양근,88772,1988,205,185,40
전대영,86718,1989,205,186,46
이호성,90658,1995,205,185,46
조현,95103,1996,205,184,39
문희성,97219,2003,205,188,43
김재호,74206,2009,205,180,43
정범모,76720,2013,205,178,44
김동한,61204,2017,205,178,42
정성훈,99606,2018,205,183,54
박승호,83431,1986,204,182,50
김용국,85412,1987,204,182,48
김일권,82616,1987,204,175,40
조성옥,84574,1987,204,168,40
김상국,86711,1989,204,174,45
김호근,83513,1993,204,192,39
강성우,92509,1994,204,189,54
김영진,95422,1998,204,178,32
페레즈,73559,2003,204,194,61
조영훈,75441,2006,204,180,51
이인구,73563,2007,204,167,33
김경언,71610,2011,204,173,42
이대형,73153,2013,204,177,42
진갑용,97202,2013,204,181,49
김성욱,62934,2015,204,182,47
이상호,60566,2018,204,187,47
박계범,64468,2019,204,168,43
오재원,77248,2019,204,177,29
황대연,89777,1996,203,185,37
김민철,71609,2005,203,179,39
한상훈,73703,2014,203,175,50
김강민,71837,2017,203,183,40
나균안,67539,2018,203,177,22
이지영,79456,2018,203,178,61
정의윤,75151,2020,203,187,45
금광옥,95901,1984,202,190,34
김경문,82211,1986,202,180,33
조양근,88772,1992,202,178,39
조원우,94836,1999,202,188,59
최만호,97351,2004,202,170,43
김경언,71610,2005,202,188,51
손주인,72456,2009,202,178,44
임훈,74823,2010,202,172,40
이병규,76100,2013,202,172,50
박기남,74103,2014,202,171,49
유민상,62265,2019,202,175,51
권두조,95576,1983,201,179,30
심재원,83571,1983,201,182,41
이재주,92304,1993,201,180,48
이희성,89321,1994,201,172,50
박정태,91514,1995,201,178,60
신동주,91470,1996,201,174,40
양용모,91734,1997,201,179,46
조현수,72752,2004,201,179,46
박재상,71857,2006,201,172,43
오태근,72169,2006,201,175,35
이용규,74163,2009,201,169,45
문규현,72546,2010,201,173,41
박경수,73113,2014,201,162,37
초이스,67394,2017,201,176,54
송일섭,83670,1987,200,169,32
김한근,82410,1989,200,166,46
이창원,86520,1991,200,174,43
장채근,86660,1993,200,163,29
김상훈,84112,1994,200,186,43
김동기,86312,1995,200,173,30
김상훈,84112,1995,200,183,47
나주환,73209,2005,200,174,47
이원석,75566,2005,200,163,33
김재호,74206,2012,200,177,38
최용규,78666,2015,200,182,41
이용규,74163,2017,200,179,47
천보성,40002,1983,199,174,43
조범현,82279,1984,199,175,34
최계영,86540,1987,199,168,36
강기웅,89475,1995,199,177,48
박종호,92906,1997,199,160,35
양용모,91734,1999,199,178,43
김상훈,70612,2000,199,184,43
안재만,97157,2005,199,174,41
백재호,97709,2007,199,164,37
이도형,93225,2007,199,177,33
김용의,78217,2015,199,171,43
백용환,78643,2016,199,174,34
이우성,63260,2018,199,177,40
박용성,80042,1982,198,171,49
김바위,82110,1988,198,259,67
이광길,83320,1988,198,173,45
김영직,87110,1994,198,181,53
송구홍,91006,1995,198,169,44
이경복,89622,1995,198,176,38
이종운,89522,1995,198,178,56
프랭클린,72337,2002,198,152,42
박동원,79365,2014,198,174,44
채은성,79192,2015,198,173,43
임훈,74823,2016,198,180,47
김재율,61114,2017,198,181,55
히메네스,65103,2017,198,181,50
조수행,66209,2018,198,183,51
한문연,83574,1989,197,168,43
김진한,89310,1991,197,177,42
이상대,92816,1991,197,186,48
박철우,87630,1994,197,179,52
타바레스,70641,2001,197,177,42
박경수,73113,2003,197,172,47
김수연,96777,2004,197,170,42
채은성,79192,2014,197,159,44
오윤석,64504,2020,197,168,50
김종윤,96673,1983,196,169,43
김용운,82114,1984,196,180,42
최동창,86240,1990,196,149,28
여태구,88376,1993,196,179,36
문희성,97219,1997,196,172,43
최훈재,89142,2001,196,168,41
조중근,71835,2005,196,171,41
윤요섭,78892,2012,196,171,51
박기혁,70553,2018,196,173,37
박승규,69418,2020,196,182,47
곽연수,89272,1992,195,178,42
손인호,98538,2006,195,167,36
최준석,71552,2008,195,169,38
김주찬,70410,2013,195,168,51
박정준,73543,2013,195,166,41
김종윤,96673,1982,194,168,41
김용운,82114,1983,194,174,33
곽연수,89272,1990,194,169,37
안상준,95666,2001,194,171,39
이우민,71565,2009,194,162,42
조성환,99543,2013,194,167,40
박세혁,62244,2018,194,170,48
정훈,60523,2018,194,174,53
아수아헤,69530,2019,194,163,41
이병규,76100,2020,194,164,45
이광길,83320,1984,193,167,32
송구홍,91006,1991,193,174,41
강영수,89476,1994,193,169,36
지화선,93720,1995,193,175,45
임주택,91739,2000,193,175,41
박연수,98130,2005,193,171,48
안재만,97157,2006,193,174,41
김재현,76869,2016,193,168,54
차영화,10005,1986,192,176,35
이만수,82420,1995,192,158,34
허준,93705,1995,192,170,38
김종석,89214,1996,192,175,42
윤재국,98808,2003,192,167,44
이여상,76435,2008,192,173,36
박병호,75125,2010,192,160,30
김상훈,70612,2012,192,163,28
정범모,76720,2012,192,170,30
노시환,69737,2019,192,177,33
김용달,80018,1982,191,168,53
김상국,86711,1988,191,170,40
김병수,90513,1990,191,163,43
장태수,82460,1992,191,162,35
장정석,96346,1996,191,163,32
강성우,92509,1997,191,171,34
황성관,97400,1999,191,164,52
양현석,70608,2000,191,170,40
홍세완,70626,2000,191,171,41
홍원기,96723,2002,191,170,29
오선진,78756,2009,191,175,46
조동화,71848,2009,191,169,30
허도환,77243,2011,191,166,37
김성현,76802,2012,191,163,39
유고웅,80073,1988,190,165,42
최해명,89440,1989,190,174,48
임형석,90250,1990,190,174,39
공필성,90581,1991,190,158,34
정상진,87750,1991,190,174,38
김인호,89513,2001,190,162,33
이명수,89221,2001,190,153,38
홍원기,96723,2004,190,160,34
정상호,71842,2008,190,171,40
박종호,92906,2009,190,161,43
발디리스,66452,2016,190,154,41
이광근,86321,1990,189,159,44
김성현,86510,1997,189,163,40
조경택,92204,2000,189,163,35
이동욱,97515,2002,189,168,45
한상훈,73703,2005,189,168,36
김재걸,95409,2006,189,171,36
우동균,78454,2009,189,157,38
강병식,72325,2011,189,167,29
김태완,74158,2013,189,162,44
박지규,65136,2015,189,171,35
김용의,78217,2017,189,164,44
채태인,77463,2020,189,160,45
김준환,95914,1987,188,167,34
이광길,83320,1987,188,148,30
이복근,86220,1989,188,167,31
윤석민,74215,2011,188,167,48
박준영,82046,1983,187,163,36
심재원,83571,1988,187,163,33
김영직,87110,1989,187,166,39
이순철,85620,1998,187,160,34
한상훈,73703,2006,187,161,39
김일경,97300,2008,187,166,45
박재홍,96362,2011,187,161,30
이호준,94629,2017,187,164,49
정진호,83450,1985,186,157,41
염경엽,91350,1995,186,154,25
최익성,94426,1999,186,163,47
조동찬,72466,2008,186,151,34
차영화,10005,1984,185,162,33
장광호,92303,1992,185,167,47
정영진,91326,1992,185,156,34
김민호,93242,2002,185,160,25
박병호,75125,2005,185,163,31
김종훈,94539,2006,185,163,33
신명철,71504,2006,185,166,29
전현태,75706,2010,185,156,32
조인성,98144,2014,185,164,37
김용의,78217,2018,185,159,37
유제룡,80078,1984,184,164,33
박용성,80042,1985,184,159,39
정진호,83450,1989,184,162,35
김태형,90214,1990,184,166,30
김종석,89214,1991,184,163,45
페레즈,73559,2007,184,176,48
김경언,71610,2010,184,158,40
박기남,74103,2011,184,152,34
신성현,64086,2016,184,158,44
박승욱,62802,2017,184,158,32
유영환,92307,1993,183,161,31
손동일,94558,1994,183,168,38
이종민,91210,1998,183,165,37
캐세레스,98213,1999,183,168,42
김재걸,95409,2003,183,161,32
이도형,93225,2004,183,165,43
구천서,82273,1991,182,154,31
강봉규,70224,2002,182,160,40
김종석,89214,2003,182,152,36
전근표,70364,2003,182,156,40
강인권,95712,2004,182,160,38
박준서,71815,2004,182,157,38
이인구,73563,2011,182,161,43
최주환,76267,2016,182,160,45
채태인,77463,2019,182,167,42
김규성,66614,2020,182,157,28
정영기,82153,1990,181,157,27
윤용하,91409,1993,181,162,28
조성옥,84574,1994,181,161,34
크루즈,77725,2008,181,156,44
김성현,76802,2013,181,162,35
이시찬,74148,2013,181,165,33
김연훈,77609,2016,181,166,36
박용성,80042,1984,180,158,35
김영직,87110,1988,180,156,34
안경현,92207,1994,180,151,36
김영진,95422,1997,180,156,26
허문회,94145,1997,180,158,43
동봉철,92411,1998,180,139,28
김동수,90419,2008,180,159,38
박용근,77104,2008,180,157,31
권용관,95158,2010,180,154,35
오지환,79109,2011,180,156,33
추승우,72139,2013,180,158,48
김재환,78224,2015,180,153,36
정현발,95101,1982,179,146,42
허운,80612,1982,179,169,38
김광림,84210,1985,179,165,51
김호근,83513,1986,179,155,34
정영기,82153,1988,179,159,37
민경삼,86172,1991,179,157,35
박준태,89331,1991,179,152,35
박지환,92512,1994,179,160,34
윤재국,98808,1998,179,163,37
정성훈,99606,2001,179,161,45
김호,90025,2002,179,164,43
김민혁,64004,2015,179,156,43
최준석,71552,2018,179,153,39
배대웅,95486,1985,178,161,44
유지홍,85171,1988,178,162,43
고원부,86781,1992,178,157,34
송인호,91809,1994,178,153,20
김실,94408,1995,178,154,31
정수근,95208,1995,178,154,33
이병규,97109,2003,178,154,43
고동진,74745,2004,178,161,51
김정민,93112,2008,178,155,47
윤석민,74215,2019,178,169,39
최홍석,91444,1983,177,163,41
김재상,82516,1984,177,148,34
김우열,95913,1985,177,153,37
구천서,82273,1987,177,156,34
최훈재,89142,1989,177,152,44
서창기,88670,1992,177,156,34
공필성,90581,2000,177,149,31
김경기,90313,2000,177,142,40
조경택,92204,2002,177,157,32
백용환,78643,2015,177,154,36
최정민,62893,2016,177,155,51
정근우,75808,2020,177,154,37
박영태,83530,1984,176,157,39
김용희,80020,1988,176,164,48
박상국,88331,1989,176,151,30
정구선,83350,1990,176,147,25
윤재호,89674,1995,176,161,34
임수혁,94511,1997,176,145,36
최익성,94426,2001,176,143,36
정보명,73513,2006,176,162,40
발데스,78649,2008,176,156,34
김주형,74605,2014,176,151,37
안중열,64022,2018,176,154,38
이홍범,82006,1982,175,153,36
양세종,82276,1987,175,165,34
임주택,91739,1991,175,150,38
최해명,89440,1992,175,146,35
강석천,89778,1994,175,150,34
이민호,93748,1995,175,150,38
조영훈,75441,2007,175,155,26
양준혁,93410,2010,175,142,34
김태군,78122,2012,175,149,30
박건우,79215,2015,175,158,54
박계범,64468,2020,175,164,32
박현영,87230,1992,174,155,44
이중화,87722,1996,174,154,38
심성보,95835,1999,174,157,41
이우민,71565,2002,174,154,29
정경배,96441,2002,174,153,43
박현승,95518,2004,174,146,32
안재만,97157,2004,174,157,35
박기남,74103,2006,174,152,37
송산,75612,2007,174,159,39
이인구,73563,2008,174,149,43
이우민,71565,2015,174,141,32
국해성,79290,2016,174,151,42
이흥련,63440,2016,174,150,39
최원준,66606,2017,174,156,48
이해창,60343,2018,174,162,35
오재원,77248,2020,174,155,36
이홍범,82006,1983,173,158,48
김광림,84210,1984,173,151,37
안대환,87270,1992,173,155,37
김태룡,92407,1993,173,152,40
강성우,92509,1995,173,158,35
이대호,71564,2003,173,152,37
홍원기,96723,2006,173,148,40
박기남,74103,2010,173,147,40
임재철,99507,2010,173,130,38
고영민,72214,2012,173,151,40
허경민,79240,2012,173,154,41
송경섭,80052,1982,172,152,30
이종도,82559,1984,172,145,26
한문연,83574,1991,172,146,42
조양근,88772,1993,172,146,31
황대연,89777,1994,172,159,41
김종훈,94539,1995,172,160,38
류중일,87470,1995,172,155,35
진갑용,97202,1999,172,156,33
유재웅,72220,2004,172,153,34
이우민,71565,2008,172,145,31
이숭용,94310,2011,172,146,37
정진호,61208,2015,172,154,36
조동화,71848,2016,172,143,34
문상철,64007,2020,172,154,40
한영준,85571,1991,171,134,32
김성현,86510,1992,171,152,41
박병호,89630,1994,171,155,36
하득인,94323,1997,171,131,32
장일현,99607,1999,171,156,41
황재균,76313,2007,171,160,48
이재원,76812,2008,171,146,46
신경현,98742,2012,171,149,27
이범호,70756,2012,171,140,41
서상우,62164,2015,171,159,54
정구왕,82001,1986,170,151,32
김종모,82617,1991,170,155,32
유동효,88372,1991,170,149,25
최계영,86540,1991,170,146,35
안경현,92207,1993,170,147,30
강봉규,70224,2007,170,142,40
김연훈,77609,2011,170,149,28
김민식,62864,2016,170,144,37
정영진,91326,1993,169,138,26
브래디,98506,1998,169,155,40
이택근,73342,2005,169,139,46
스캇,76633,2006,169,153,25
이대형,73153,2006,169,155,40
윤재국,98808,2008,169,143,30
백진우,60100,2018,169,152,37
지석훈,73306,2019,169,149,34
윤혁,80081,1992,168,148,35
강성우,92509,1993,168,149,29
강봉규,70224,2011,168,146,39
김태완,74158,2012,168,141,31
신명철,71504,2015,168,134,28
배영섭,79465,2018,168,147,36
윌리엄슨,69405,2019,168,154,42
이우성,63260,2019,168,151,33
정구왕,82001,1983,167,156,29
한문연,83574,1984,167,141,41
유승안,82174,1985,167,151,41
차동열,82574,1985,167,151,33
이광근,86321,1987,167,150,40
김경표,83799,1988,167,143,36
김인호,89513,1991,167,151,29
이민호,93748,1993,167,150,30
강성우,92509,1996,167,145,32
양용모,91734,1998,167,143,32
프랭클린,72337,2003,167,136,30
김종훈,94539,2005,167,146,42
전상렬,91465,2006,167,154,29
차화준,75307,2006,167,149,37
손주인,72456,2012,167,146,36
김우근,80021,1982,166,143,27
유승안,82174,1982,166,142,36
이철성,94495,1982,166,146,38
김용달,80018,1985,166,142,33
곽권희,88373,1988,166,147,33
정진호,83450,1988,166,145,37
심성보,95835,2002,166,149,32
김재현,94107,2003,166,143,44
김강민,71837,2006,166,145,40
채종범,70833,2008,166,147,29
박기혁,70553,2010,166,153,33
김문호,76509,2013,166,137,36
김성훈,66462,2017,166,151,48
김유동,82004,1982,165,155,38
송일섭,83670,1990,165,147,38
조양근,88772,1990,165,142,29
김태형,90214,1998,165,143,29
전근표,70364,2001,165,142,37
장종훈,87760,2004,165,153,39
진갑용,97202,2009,165,142,33
김호근,83513,1987,164,146,39
유지홍,85171,1989,164,151,40
이광근,86321,1989,164,144,38
김성래,84410,1990,164,141,28
허규옥,82480,1990,164,142,35
김성갑,85410,1993,164,138,32
김갑중,93314,1994,164,149,36
신진수,94749,1995,164,147,34
이민호,93748,1996,164,142,29
윌리엄스,70309,2000,164,133,33
김태균,94415,2002,164,145,28
채종국,98315,2003,164,137,33
김동주,98218,2006,164,140,35
우동균,78454,2008,164,138,31
이양기,73725,2011,164,147,41
박계원,92510,1998,163,151,33
황우구,99731,2000,163,151,46
조경택,92204,2001,163,138,38
조동화,71848,2006,163,139,28
한동민,62895,2014,163,143,36
류승현,66615,2019,163,150,38
살라디노,50468,2020,163,132,37
한혁수,93806,1994,162,141,28
김영일,97537,1997,162,142,28
김광림,84210,1999,162,144,33
박경호,96852,1999,162,142,36
쿨바,73233,2003,162,149,32
한상훈,73703,2004,162,147,29
박기남,74103,2005,162,136,37
홍원기,96723,2005,162,139,32
김태완,74158,2010,162,142,36
박종윤,71562,2011,162,149,42
김회성,79705,2014,162,140,33
박진만,96307,2015,162,133,33
박정음,62353,2017,162,140,34
허일,61566,2019,162,149,38
오덕환,80072,1988,161,146,31
추성건,93240,1994,161,140,33
김성태,94312,1995,161,146,33
강영수,89476,1998,161,137,31
박진만,96307,2010,161,131,31
박진만,96307,2012,161,138,29
이현곤,72606,2013,161,139,38
오준혁,61743,2020,161,148,40
유승안,82174,1983,160,140,33
김종모,82617,1985,160,147,34
김호근,83513,1985,160,149,33
정구왕,82001,1985,160,143,37
이종호,89721,1991,160,134,23
서효인,86171,1992,160,138,31
김태균,94415,1994,160,139,34
김영진,95422,1996,160,149,20
강봉규,70224,2008,160,134,37
유선정,76322,2010,160,135,34
김찬형,66917,2018,160,142,33
서건창,78168,2018,160,141,48
정현발,95101,1984,159,132,37
박상국,88331,1988,159,144,37
김종석,89214,1993,159,141,27
이범호,70756,2001,159,138,27
강귀태,72312,2004,159,141,40
강귀태,72312,2006,159,144,43
김연훈,77609,2009,159,141,45
조영훈,75441,2010,159,138,38
채태인,77463,2012,159,135,28
윤요섭,78892,2015,159,148,39
정상호,71842,2016,159,132,24
최재원,63913,2017,159,142,33
김호령,65653,2020,159,138,32
김동재,83411,1988,158,144,34
정현발,95101,1988,158,138,26
김병조,92607,1994,158,141,46
류중일,87470,1998,158,140,28
카펜터,70310,2000,158,142,40
최만호,97351,2002,158,129,32
이성열,73136,2007,158,141,35
이희근,78739,2010,158,136,25
정구왕,82001,1982,157,145,41
양세종,82276,1983,157,145,40
송일수,80057,1985,157,130,27
정현발,95101,1986,157,128,42
정성룡,84450,1991,157,132,39
임주택,91739,1995,157,136,33
김종헌,90514,1999,157,140,43
조인성,98144,1999,157,142,36
신명철,71504,2004,157,140,37
용덕한,74223,2015,157,140,34
이홍범,82006,1984,156,144,32
우경하,85580,1985,156,147,36
김우근,80021,1986,156,132,30
여태구,88376,1989,156,143,41
유두열,83573,1989,156,134,25
이우수,91402,1992,156,138,25
진상봉,90768,1992,156,122,28
고기성,93726,1994,156,138,32
이정훈,87721,1996,156,136,29
이종두,85420,1996,156,130,34
전상렬,91465,1998,156,147,32
엔젤,74723,2004,156,131,36
강병식,72325,2006,156,133,29
김주형,74605,2008,156,146,33
정수빈,79231,2010,156,143,46
송주호,60404,2015,156,140,28
손상득,96786,1982,155,143,34
정혁진,82007,1982,155,147,44
김일권,82616,1991,155,139,21
최익성,94426,1996,155,131,33
강귀태,72312,2002,155,147,40
오재일,75334,2014,155,132,32
이흥련,63440,2014,155,132,30
최항,62884,2020,155,132,35
송영운,80056,1983,154,131,32
박준영,82046,1984,154,139,30
한대화,83270,1996,154,138,32
손시헌,73213,2003,154,141,31
이계성,96468,2003,154,135,35
심광호,96722,2006,154,137,32
송광민,76753,2008,154,140,38
김상수,79402,2017,154,144,38
최진행,74729,2018,154,136,29
김찬형,66917,2019,154,141,39
이성곤,64266,2020,154,139,39
양후승,85370,1987,153,132,32
조성옥,84574,1988,153,129,33
김진규,88310,1989,153,132,32
서정환,80053,1989,153,132,34
김진규,88310,1990,153,134,27
추성건,93240,1993,153,124,27
최경환,70117,2000,153,142,35
김재걸,95409,2001,153,138,36
정수성,97350,2009,153,139,32
나지완,78629,2019,153,129,24
김경갑,86800,1986,152,134,35
최홍석,91444,1986,152,142,42
박재벌,92612,1992,152,131,36
류중일,87470,1994,152,131,43
김용국,85412,1995,152,135,29
이승준,99229,2004,152,130,30
조경환,98533,2007,152,129,29
손인호,98538,2008,152,135,36
정보근,68518,2020,152,133,20
김영균,84113,1986,151,134,33
윤성훈,89372,1991,151,131,24
김종성,93243,1994,151,136,31
김성현,86510,1998,151,136,29
백인수,87670,1998,151,133,37
조재호,72313,2003,151,135,33
알칸트라,73123,2004,151,130,30
서브넥,76632,2006,151,143,32
심광호,96722,2007,151,132,26
김민우,72303,2009,151,125,33
김지수,79300,2015,151,132,31
송일수,80057,1984,150,137,38
박철영,96172,1986,150,128,26
차동열,82574,1989,150,131,26
박정환,82432,1990,150,142,33
김홍기,91323,1992,150,138,33
공의식,93336,1993,150,125,21
김충민,93812,1997,150,142,33
강민규,98855,1999,150,137,27
강병식,72325,2007,150,135,37
권도영,73363,2008,150,136,30
박용근,77104,2009,150,127,27
김상훈,70612,2011,150,123,24
박찬호,64646,2015,150,137,25
김동엽,66838,2016,150,143,48
정상호,71842,2017,150,137,36
박준태,64657,2018,150,123,28
손시헌,73213,2018,150,128,24
이원재,62025,2018,150,138,42
박승호,83431,1985,149,131,38
민경삼,86172,1987,149,128,21
박태호,87531,1988,149,138,33
김상국,86711,1995,149,128,29
이민호,93748,1997,149,125,32
강성우,92509,1998,149,133,21
허문회,94145,1998,149,138,34
마테오,75156,2005,149,130,29
오윤,70312,2011,149,130,32
최희섭,77623,2015,149,125,32
윤요섭,78892,2016,149,126,30
손시헌,73213,2019,149,135,36
모창민,78813,2020,149,136,41
허규옥,82480,1984,148,139,33
박창언,85449,1986,148,139,34
박영태,83530,1988,148,131,29
강석천,89778,1989,148,135,39
손길호,90571,1990,148,126,17
백인수,87670,1996,148,125,29
김승권,95710,2001,148,136,37
이재주,92304,2005,148,124,31
임재철,99507,2012,148,136,33
오선진,78756,2018,148,133,30
박찬,80046,1983,147,130,38
양승호,95273,1986,147,123,25
구천서,82273,1988,147,113,25
전형도,94706,1994,147,119,26
김종헌,90514,1997,147,124,22
이종민,91210,2001,147,131,32
강병식,72325,2002,147,130,27
모창민,78813,2008,147,130,29
모창민,78813,2016,147,133,44
최항,62884,2019,147,127,29
이형종,78135,2016,147,124,35
양승관,82374,1984,146,135,39
유지홍,85171,1985,146,130,28
심재원,83571,1987,146,128,24
이종도,82559,1987,146,130,27
박준태,89331,1995,146,130,27
김태룡,92407,2000,146,129,20
박연수,98130,2000,146,128,36
이계성,96468,2000,146,136,32
박기혁,70553,2002,146,136,33
김연훈,77609,2010,146,136,33
심우준,64006,2015,146,142,24
조영훈,75441,2015,146,124,35
조인성,98144,2016,146,137,23
이원재,62025,2020,146,132,34
서효인,86171,1989,145,118,30
송인호,91809,1991,145,129,42
조필현,90475,1991,145,124,24
고기성,93726,1993,145,131,28
임주택,91739,1996,145,125,32
심정수,94204,1997,145,122,30
장일현,99607,2002,145,132,33
김승관,95468,2004,145,126,28
강봉규,70224,2006,145,128,30
이지영,79456,2012,145,135,41
이동훈,66702,2017,145,131,29
전민수,78361,2017,145,130,36
안중열,64022,2019,145,136,26
유승안,82174,1984,144,118,31
김병조,92607,1995,144,124,27
김성래,84410,1995,144,124,32
김창희,97644,2009,144,126,30
유재웅,72220,2009,144,126,32
신종길,72559,2010,144,131,42
최경철,73824,2012,144,130,29
오재일,75334,2013,144,117,35
박계현,61893,2014,144,129,44
김준태,62558,2016,144,120,33
오준혁,61743,2016,144,132,35
