name,code,year,tpa,ab,h
고효준,72523,2020,0,0,0
구승민,63543,2020,0,0,0
권휘,50203,2020,0,0,0
김강률,77263,2020,0,0,0
김건태,60339,2020,0,0,0
김대우,61365,2020,0,0,0
김대우,78536,2020,0,0,0
김대현,66145,2020,0,0,0
김동혁,50360,2020,0,0,0
김민,68043,2020,0,0,0
김민규,68200,2020,0,0,0
김민수,65048,2020,0,0,0
김상수,76430,2020,0,0,0
김성민,67828,2020,0,0,0
김성훈,69098,2020,0,0,0
김원중,62528,2020,0,0,0
김재웅,67391,2020,0,0,0
김재윤,65062,2020,0,0,0
김정빈,63894,2020,0,0,0
김주온,65411,2020,0,0,0
김주한,66859,2020,0,0,0
김진성,75867,2020,0,0,0
김태훈,79847,2020,0,0,0
김현준,66630,2020,0,0,0
남호,69104,2020,0,0,0
류원석,63103,2020,0,0,0
류희운,64029,2020,0,0,0
박민호,64893,2020,0,0,0
박종훈,60841,2020,0,0,0
배민서,69974,2020,0,0,0
배재환,64995,2020,0,0,0
백청훈,78819,2020,0,0,0
서동민,64896,2020,0,0,0
서진용,61895,2020,0,0,0
손정욱,63914,2020,0,0,0
송명기,69962,2020,0,0,0
송은범,73801,2020,0,0,0
신재영,62937,2020,0,0,0
신재웅,75138,2020,0,0,0
안우진,68341,2020,0,0,0
안현준,64041,2020,0,0,0
양기현,67365,2020,0,0,0
양창섭,68415,2020,0,0,0
양현,61268,2020,0,0,0
오원석,50859,2020,0,0,0
오현택,79293,2020,0,0,0
원종현,76118,2020,0,0,0
유원상,76757,2020,0,0,0
윤명준,62242,2020,0,0,0
윤정현,69399,2020,0,0,0
이대은,67008,2020,0,0,0
이보근,75342,2020,0,0,0
이상화,77563,2020,0,0,0
이영하,66291,2020,0,0,0
이우찬,61145,2020,0,0,0
이인복,64565,2020,0,0,0
이정용,69134,2020,0,0,0
이찬혁,67164,2020,0,0,0
이창재,65057,2020,0,0,0
이형범,62951,2020,0,0,0
임규빈,65398,2020,0,0,0
임현준,61457,2020,0,0,0
장지훈,67443,2020,0,0,0
장현식,63950,2020,0,0,0
전유수,75340,2020,0,0,0
정영일,62056,2020,0,0,0
정우람,74857,2020,0,0,0
정우영,69159,2020,0,0,0
조병욱,67045,2020,0,0,0
조상우,63342,2020,0,0,0
조성운,63348,2020,0,0,0
조영건,69360,2020,0,0,0
조영우,64768,2020,0,0,0
조제영,50296,2020,0,0,0
주권,65060,2020,0,0,0
진명호,79545,2020,0,0,0
진해수,76650,2020,0,0,0
최동환,79140,2020,0,0,0
최성훈,62146,2020,0,0,0
하재훈,69813,2020,0,0,0
함덕주,63248,2020,0,0,0
홍건희,61643,2020,0,0,0
홍성무,65042,2020,0,0,0
홍정우,65496,2020,0,0,0
손아섭,77532,2016,672,575,186
페르난데스,69209,2020,668,586,199
손아섭,77532,2017,667,576,193
이대형,73153,2016,654,600,192
나성범,62947,2016,653,572,177
김태균,71752,2016,652,529,193
정근우,75808,2016,650,575,178
박해민,62415,2018,649,576,172
구자욱,62404,2017,647,564,175
서건창,78168,2016,646,560,182
로하스,67025,2018,645,564,172
페르난데스,69209,2019,645,572,197
나바로,64440,2015,643,534,153
박해민,62415,2016,641,564,169
박해민,62415,2017,638,570,162
최형우,72443,2015,637,547,174
김재환,78224,2017,636,544,185
터커,69652,2020,631,542,166
김현수,76290,2015,630,512,167
이정후,67341,2019,630,574,193
최형우,72443,2017,629,514,176
로하스,67025,2020,628,550,192
전준우,78513,2020,628,562,157
손아섭,77532,2018,625,553,182
김하성,64300,2019,625,540,166
정은원,68743,2019,624,564,148
이승엽,95436,2016,623,542,164
나성범,62947,2015,622,564,184
박병호,75125,2015,622,528,181
이정후,67341,2017,622,552,179
김하성,64300,2020,622,533,163
버나디나,67650,2017,621,557,178
나성범,62947,2018,620,556,177
김현수,76290,2020,619,547,181
최준석,71552,2015,618,507,155
최형우,72443,2016,618,519,195
이승엽,95436,2002,617,511,165
박민우,62907,2015,617,520,158
오지환,79109,2018,617,533,148
이정후,67341,2020,617,544,181
서건창,78168,2014,616,543,201
이대형,73153,2015,616,546,165
정의윤,75151,2016,616,576,179
로맥,67872,2018,616,528,167
서건창,78168,2017,615,539,179
배정대,64166,2020,615,533,154
이승엽,95436,1999,614,486,157
박재상,71857,2009,614,515,152
전준우,78513,2018,614,556,190
김재환,78224,2020,614,516,137
샌즈,68345,2019,613,525,160
이천웅,61186,2019,613,546,168
박한이,71432,2003,612,528,170
손아섭,77532,2020,611,540,190
이대호,71564,2020,611,542,158
허경민,79240,2016,609,538,154
최형우,72443,2018,609,528,179
황재균,76313,2009,608,536,152
박해민,62415,2015,608,525,154
이대호,71564,2017,608,540,173
이병규,97109,2001,607,542,167
전준우,78513,2019,606,545,164
최정,75847,2016,606,500,144
최정,75847,2019,606,503,147
이대호,71564,2018,604,543,181
나바로,64440,2014,602,500,154
김재환,78224,2018,602,527,176
심정수,94204,2003,601,460,154
전준우,78513,2011,601,539,162
김하성,64300,2017,601,526,159
최형우,72443,2020,600,522,185
황재균,76313,2020,600,541,169
이병규,97109,1999,599,550,192
강동우,98420,2011,599,518,149
김문호,76509,2016,599,526,171
김하성,64300,2016,599,526,148
유한준,74339,2015,598,520,188
박종호,92906,2003,597,502,147
이대형,73153,2009,597,521,146
러프,67450,2018,597,506,167
마해영,95549,2002,596,532,172
이승엽,95436,2003,596,479,144
황재균,76313,2015,596,534,155
박용택,72133,2017,596,509,175
이병규,97109,2000,595,527,170
김종국,96616,2002,595,527,151
이종범,93607,2003,595,524,165
테임즈,64914,2015,595,472,180
김현수,76290,2019,595,526,160
서건창,78168,2020,595,484,134
브룸바,73324,2004,594,475,163
아두치,65523,2015,594,526,165
류지현,94106,2000,592,495,139
장성호,96610,2001,591,489,152
필,64699,2015,591,536,174
러프,67450,2017,591,515,162
오지환,79109,2020,591,527,158
이영우,96734,2003,590,498,148
버나디나,67650,2018,590,513,159
최주환,76267,2018,590,519,173
호잉,68730,2018,590,529,162
정수근,95208,1999,589,505,164
로맥,67872,2019,589,504,139
양준혁,93410,1999,588,496,160
노수광,63704,2018,588,515,161
황재균,76313,2018,588,530,157
박종호,92906,2004,587,514,145
박한이,71432,2004,587,503,156
박한이,71432,2002,586,504,137
장성호,96610,2002,586,481,165
윤석민,74215,2017,586,538,168
김헌곤,61404,2018,586,513,154
로맥,67872,2020,586,485,137
강동우,98420,2009,585,506,153
이용규,74163,2015,585,493,168
강백호,68050,2018,585,527,153
양준혁,93410,2004,584,479,151
나성범,62947,2020,584,525,170
박용택,72133,2018,583,524,159
김하성,64300,2015,582,511,148
이명기,76849,2015,582,521,164
전준호,91511,2004,581,487,142
에반스,66244,2017,581,514,152
박해민,62415,2019,581,506,121
류지현,94106,2001,580,448,127
이용규,74163,2012,580,491,139
마해영,95549,1999,579,503,187
장원진,92211,2000,579,527,170
김민성,77564,2016,579,510,156
민병헌,76249,2016,579,511,166
히메네스,65103,2016,579,523,161
데이비스,99725,1999,578,525,172
박용택,72133,2016,578,509,176
채은성,79192,2018,578,529,175
이승엽,95436,1997,577,517,170
이종범,93607,1997,577,484,157
심정수,94204,2002,577,502,161
이종범,93607,2004,577,493,128
허경민,79240,2018,577,516,167
로하스,67025,2019,577,521,168
김하성,64300,2018,576,511,147
이용규,74163,2018,575,491,144
류지현,94106,1994,574,482,147
이승엽,95436,2001,574,463,128
이대형,73153,2008,574,523,138
최주환,76267,2020,574,509,156
강백호,68050,2020,574,500,165
김태균,71752,2003,573,479,153
마해영,95549,2003,573,502,146
이숭용,94310,2003,573,511,150
최형우,72443,2013,573,511,156
김재환,78224,2019,573,495,140
로마이어,99724,1999,572,487,142
박재홍,96362,1999,572,482,142
박재홍,96362,2000,572,489,151
이영우,96734,2004,572,483,154
김현수,76290,2009,572,482,172
장성호,96610,2003,571,476,150
최형우,72443,2011,571,480,163
박병호,75125,2014,571,459,139
스크럭스,67935,2018,571,501,129
박재홍,96362,2001,570,489,139
이대호,71564,2011,570,493,176
손아섭,77532,2014,570,483,175
정수빈,79231,2015,570,491,145
류지현,94106,1997,569,479,129
마해영,95549,2000,569,497,146
최익성,94426,1997,568,480,142
이승엽,95436,1998,568,477,146
최태원,93807,2000,568,492,129
이대형,73153,2010,568,494,129
손아섭,77532,2013,568,498,172
김재환,78224,2016,568,492,160
러프,67450,2019,568,472,138
손아섭,77532,2019,568,512,151
정수근,95208,2000,567,502,139
송지만,96761,2004,567,486,129
박한이,71432,2006,567,471,134
박한이,71432,2014,567,472,156
이순철,85620,1992,566,492,152
오지환,79109,2015,566,497,138
고종욱,61353,2016,566,527,176
김상호,88110,1995,565,504,137
우즈,98233,2000,565,479,151
정근우,75808,2009,565,480,168
김현수,76290,2010,565,473,150
류지현,94106,1998,564,476,132
데이비스,99725,2001,564,496,166
이영우,96734,2002,564,476,150
최태원,93807,1999,563,486,116
정근우,75808,2010,563,485,148
전준호,91511,1999,562,470,137
이진영,99810,2003,562,481,158
김종국,96616,2004,562,491,130
이병규,97109,2004,562,496,160
정훈,60523,2015,562,486,146
한동민,62895,2018,562,486,138
유한준,74339,2019,562,501,159
이종범,93607,1994,561,499,196
양준혁,93410,1997,561,442,145
피어슨,99344,1999,561,502,145
홍현우,90695,1999,561,487,146
장성호,96610,2004,561,474,142
김현수,76290,2011,561,475,143
민병헌,76249,2015,561,491,149
나성범,62947,2017,561,498,173
김기태,91803,1999,560,468,137
김재현,94107,2000,560,464,143
박병호,75125,2012,560,469,136
이범호,70756,2016,560,484,150
마차도,50506,2020,560,486,136
장성호,96610,1999,559,485,166
장원진,92211,2001,559,513,146
박한이,71432,2007,559,479,128
클락,78725,2009,559,486,141
황재균,76313,2013,559,489,134
박석민,74465,2015,559,448,144
이재원,76812,2015,559,489,138
황재균,76313,2016,559,498,167
정수빈,79231,2020,559,490,146
장종훈,87760,1991,558,464,160
최태원,93807,1997,558,477,146
김한수,94450,2004,558,498,135
김현수,76290,2008,558,470,168
안치홍,79608,2012,558,489,141
정훈,60523,2014,558,477,140
송지만,96761,2002,557,488,142
채종범,70833,2002,557,478,139
장종훈,87760,1992,556,431,129
페르난데스,72824,2002,556,499,140
김태균,71752,2004,556,473,153
박용택,72133,2012,556,499,152
손아섭,77532,2012,556,503,158
이승엽,95436,2012,556,488,150
박병호,75125,2013,556,450,143
나지완,78629,2020,556,468,136
박용택,72133,2003,555,494,127
이용규,74163,2010,555,472,145
김주찬,70410,2016,555,511,177
최형우,72443,2019,555,456,137
권희동,63963,2017,554,472,135
호세,99534,1999,553,462,151
김혜성,67304,2020,553,499,142
최정,75847,2020,553,452,122
양준혁,93410,1998,552,456,156
마르티네스,71419,2003,552,483,132
홍성흔,99222,2004,552,501,165
이용규,74163,2006,552,485,154
이대호,71564,2010,552,478,174
정근우,75808,2015,552,468,148
마해영,95549,1995,551,476,131
정수근,95208,1996,551,490,124
김한수,94450,1999,551,497,169
양준혁,93410,2003,551,490,161
박한이,71432,2005,551,471,139
나지완,78629,2017,551,459,138
박건우,79215,2020,551,487,148
이병규,97109,1997,550,495,151
마르티네스,71419,2001,550,482,134
정근우,75808,2008,550,491,154
황재균,76313,2014,550,486,156
홍현우,90695,1996,549,443,147
정수근,95208,1998,549,480,138
프랑코,70414,2000,549,477,156
홍세완,70626,2003,549,487,141
이숭용,94310,2004,549,468,137
이대호,71564,2009,549,478,140
박석민,74465,2012,549,443,138
박용택,72133,2014,549,464,159
정근우,75808,2014,549,464,137
안치홍,79608,2018,549,494,169
이대호,71564,2019,549,485,138
최태원,93807,1995,548,496,147
김민재,91523,2002,548,488,126
안경현,92207,2002,548,486,140
이승엽,95436,2014,548,506,156
박재홍,96362,1996,547,481,142
마해영,95549,2001,547,470,154
브룸바,73324,2007,547,438,135
오지환,79109,2019,547,473,119
이명기,76849,2019,547,484,142
장성호,96610,2000,546,450,146
정수근,95208,2001,546,467,143
이종범,93607,2002,546,485,142
클락,78725,2008,546,472,116
김종호,77454,2013,546,465,129
알테어,50923,2020,546,482,134
브리또,70834,2002,545,481,136
최희섭,77623,2009,545,435,134
안치홍,79608,2017,545,487,154
이병규,97109,1998,544,499,139
심정수,94204,1999,544,480,161
우즈,98233,1999,544,454,135
이종열,91015,1999,544,468,136
이승엽,95436,2000,544,454,133
양준혁,93410,2007,544,442,149
필,64699,2016,544,499,156
서용빈,94162,1994,543,493,157
조성환,99543,2003,543,486,149
유한준,74339,2010,543,481,140
박건우,79215,2017,543,483,177
이원석,75566,2018,543,479,144
김상수,79402,2019,543,468,127
심정수,94204,2000,542,454,138
이영우,96734,2000,542,478,152
박종호,92906,2001,542,456,110
전상렬,91465,2004,542,486,133
김기태,91803,1998,541,434,134
김재현,94107,1998,541,482,142
박종호,92906,2000,541,441,150
산토스,71643,2001,541,484,150
김한수,94450,2002,541,486,151
이범호,70756,2004,541,481,148
채태인,77463,2014,541,492,156
박찬호,64646,2019,541,504,131
박해민,62415,2020,541,489,142
전준호,91511,1995,540,458,141
박정태,91514,1999,540,456,150
정성훈,99606,2004,540,470,125
장성호,96610,2006,540,445,136
오지환,79109,2012,540,462,115
박건우,79215,2016,540,484,162
허경민,79240,2019,540,475,137
이명기,76849,2020,540,477,146
김동주,98218,2000,539,469,159
안경현,92207,2001,539,457,129
김종국,96616,2003,539,464,116
안경현,92207,2003,539,475,158
가르시아,78595,2009,539,467,124
박용택,72133,2013,539,476,156
김상현,70646,2015,539,475,133
브라운,65823,2015,539,464,121
강정호,76325,2009,538,476,136
이택근,73342,2009,538,456,142
홍성흔,99222,2013,538,469,140
전준호,91511,1992,537,466,140
최태원,93807,1998,537,469,135
퀸란,70317,2000,537,487,115
안치홍,79608,2010,537,461,134
박석민,74465,2011,537,457,127
전준우,78513,2013,537,455,125
박경수,73113,2015,537,440,125
박건우,79215,2019,537,458,146
조원우,94836,1998,536,479,149
고영민,72214,2007,536,444,119
김민우,72303,2010,536,447,115
이택근,73342,2013,536,477,137
나성범,62947,2014,536,477,157
김재현,94107,1994,535,463,134
김주찬,70410,2010,535,485,134
김민우,72303,2011,535,466,115
홍성흔,99222,2011,535,474,145
심우준,64006,2020,535,476,112
홍현우,90695,1997,534,436,118
마해영,95549,1998,534,465,136
김대익,96503,2000,534,464,129
로마이어,99724,2000,534,473,140
김재현,94107,2001,534,428,139
라이온,74534,2005,534,492,132
박용택,72133,2006,534,476,140
정근우,75808,2012,534,467,124
오재일,75334,2020,534,471,147
홍현우,90695,1998,533,442,119
전준호,91511,2003,533,442,119
장성호,96610,2005,533,464,139
양준혁,93410,2006,533,413,125
박용택,72133,2015,533,487,159
이승엽,95436,2017,533,472,132
김한수,94450,2003,532,478,141
페레즈,73559,2004,532,490,154
박용택,72133,2007,532,479,133
최희섭,77623,2010,532,444,127
김선빈,78603,2012,532,441,124
강정호,76325,2013,532,450,131
로사리오,66740,2016,532,492,158
박병호,75125,2019,532,432,121
김형석,85210,1991,531,473,136
홍현우,90695,1995,531,465,142
장종훈,87760,1999,531,465,132
양준혁,93410,2001,531,439,156
최형우,72443,2012,531,461,125
박찬호,64646,2020,531,480,107
한동희,68525,2020,531,461,128
양준혁,93410,1996,530,436,151
송지만,96761,2000,530,468,158
김성현,76802,2016,530,479,153
이용규,74163,2016,530,452,159
김민성,77564,2017,530,472,133
박민우,62907,2020,530,467,161
김상훈,84112,1992,529,472,138
박정태,91514,1992,529,445,149
김형석,85210,1993,529,480,147
김민호,93242,1997,529,467,111
장성호,96610,1998,529,465,145
김태균,71752,2005,529,461,146
박재홍,96362,2006,529,452,117
강봉규,70224,2009,529,449,139
오재원,77248,2011,529,466,129
테임즈,64914,2016,529,436,140
김선빈,78603,2017,529,476,176
구자욱,62404,2018,529,478,159
박건우,79215,2018,529,488,159
오재일,75334,2019,529,467,137
박정태,91514,1991,528,463,132
박경완,92809,2001,528,421,108
심정수,94204,2005,528,433,119
이종욱,73339,2007,528,465,147
고영민,72214,2008,528,427,114
김현수,76290,2014,528,463,149
박경수,73113,2018,528,458,120
이성열,73136,2018,528,485,143
양의지,76232,2020,528,461,151
신경식,82275,1991,527,460,142
홍현우,90695,1993,527,446,117
양준혁,93410,1995,527,438,137
김대익,96503,1998,527,466,136
이대호,71564,2008,527,435,131
민병헌,76249,2014,527,470,162
이택근,73342,2014,527,441,135
모창민,78813,2017,527,474,148
최정,75847,2017,527,430,136
샌더스,99643,1999,526,409,101
박경완,92809,2004,526,410,121
브룸바,73324,2009,526,436,107
구자욱,62404,2019,526,475,127
박민우,62907,2019,526,468,161
김기태,91803,1992,525,398,120
이종범,93607,1993,525,475,133
이종범,93607,1996,525,449,149
우즈,98233,2001,525,436,127
안경현,92207,2004,525,447,125
조성환,99543,2008,525,462,151
호잉,68730,2019,525,476,135
홍현우,90695,1994,524,463,126
김한수,94450,1997,524,466,136
최진행,74729,2010,524,464,121
김태균,71752,2015,524,408,129
강석천,89778,1991,523,465,128
최태원,93807,1996,523,449,116
박용택,72133,2005,523,472,132
이진영,99810,2005,523,453,132
정성훈,99606,2005,523,458,122
김민성,77564,2013,523,458,129
이종욱,73339,2008,522,458,138
강정호,76325,2010,522,449,135
나지완,78629,2013,522,435,125
조동화,71848,2014,522,443,116
이승엽,95436,2015,522,470,156
김성래,84410,1993,521,436,131
심성보,95835,1998,521,469,126
우즈,98233,1998,521,452,138
박현승,95518,2001,521,427,123
강동우,98420,2002,521,466,134
서튼,75333,2005,521,424,124
이현곤,72606,2007,521,453,153
홍성흔,99222,2014,521,447,141
오재원,77248,2018,521,473,148
김민혁,64004,2019,521,466,131
이호성,90658,1991,520,434,125
홍현우,90695,1992,520,420,140
김재현,94107,1999,520,453,130
강동우,98420,2003,520,443,118
전준우,78513,2012,520,459,116
민병헌,76249,2017,520,447,136
이정후,67341,2018,520,459,163
최지훈,50854,2020,520,466,120
김한수,94450,2000,519,464,122
마해영,95549,2004,519,437,123
이병규,97109,2011,519,485,164
강정호,76325,2012,519,436,137
양석환,64153,2018,519,483,127
김형석,85210,1992,518,459,129
심정수,94204,1998,518,477,140
전준호,91511,1998,518,446,143
채종범,70833,2000,518,457,113
조원우,94836,2003,518,452,127
김상수,79402,2015,518,449,125
스크럭스,67935,2017,518,437,131
이호준,94629,2015,518,449,132
김호,90025,1991,517,442,103
박경완,92809,2000,517,408,115
진갑용,97202,2002,517,462,130
김동주,98218,2004,517,430,123
이병규,97109,2005,517,466,157
손아섭,77532,2015,517,445,141
백상원,60456,2016,517,445,128
이종욱,73339,2016,517,453,138
